TF_SCO	TG_SCO	TF_gene_id	TG_gene_id	source
SCO0561	SCO7713	SC_RS04725		ZorroAranda2022_Inferred_BS
SCO0561	SCO5598	SC_RS04725	SC_RS30210	ZorroAranda2022_Inferred_BS
SCO6685	SCO7200	SC_RS35610	SC_RS38215	ZorroAranda2022_Inferred_BS
SCO1480	SCO7099	SC_RS09375	SC_RS37720	ZorroAranda2022_Inferred_BS
SCO6008	SCO7100	SC_RS32280	SC_RS37725	ZorroAranda2022_Inferred_BS
SCO1480	SCO7432	SC_RS09375	SC_RS39365	ZorroAranda2022_Inferred_BS
SCO5217	SCO0681	SC_RS28265	SC_RS05325	ZorroAranda2022_Inferred_BS
SCO2935	SCO4781	SC_RS16775	SC_RS26065	ZorroAranda2022_Inferred_BS
SCO4035	SCO5797	SC_RS22295	SC_RS31225	ZorroAranda2022_Inferred_BS
SCO0561	SCO7388	SC_RS04725	SC_RS39135	ZorroAranda2022_Inferred_BS
SCO4180	SCO3730	SC_RS23085	SC_RS20780	ZorroAranda2022_Inferred_BS
SCO5217	SCO4249	SC_RS28265		ZorroAranda2022_Inferred_BS
SCO0561	SCO3779	SC_RS04725	SC_RS21015	ZorroAranda2022_Inferred_BS
SCO2928	SCO1874	SC_RS16740		ZorroAranda2022_Inferred_BS
SCO4426	SCO2794	SC_RS24295	SC_RS16060	ZorroAranda2022_Inferred_BS
SCO6266	SCO4506	SC_RS33580	SC_RS24695	ZorroAranda2022_Inferred_BS
SCO0561	SCO2394	SC_RS04725	SC_RS14005	ZorroAranda2022_Inferred_BS
SCO0561	SCO4866	SC_RS04725	SC_RS26490	ZorroAranda2022_Inferred_BS
SCO4426	SCO4882	SC_RS24295	SC_RS26570	ZorroAranda2022_Inferred_BS
SCO6194	SCO5190	SC_RS33220	SC_RS28115	ZorroAranda2022_Inferred_BS
SCO3320	SCO1076	SC_RS18705	SC_RS07335	ZorroAranda2022_Inferred_BS
SCO3063	SCO7515	SC_RS17430	SC_RS39775	ZorroAranda2022_Inferred_BS
SCO4180	SCO2603	SC_RS23085	SC_RS15080	ZorroAranda2022_Inferred_BS
SCO4180	SCO6451	SC_RS23085	SC_RS34450	ZorroAranda2022_Inferred_BS
SCO3063	SCO6681	SC_RS17430	SC_RS35590	ZorroAranda2022_Inferred_BS
SCO4180	SCO3657	SC_RS23085		ZorroAranda2022_Inferred_BS
SCO3320	SCO7565	SC_RS18705	SC_RS40025	ZorroAranda2022_Inferred_BS
SCO3320	SCOt45	SC_RS18705	SC_RS22650	ZorroAranda2022_Inferred_BS
SCO1480	SCO3503	SC_RS09375	SC_RS19635	ZorroAranda2022_Inferred_BS
SCO1480	SCO6934	SC_RS09375	SC_RS36880	ZorroAranda2022_Inferred_BS
SCO0561	SCO2673	SC_RS04725	SC_RS15445	ZorroAranda2022_Inferred_BS
SCO6008	SCO6934	SC_RS32280	SC_RS36880	ZorroAranda2022_Inferred_BS
SCO4180	SCO1078	SC_RS23085	SC_RS07345	ZorroAranda2022_Inferred_BS
SCO2935	SCO7637	SC_RS16775	SC_RS40380	ZorroAranda2022_Inferred_BS
SCO2928	SCO7253	SC_RS16740	SC_RS38480	ZorroAranda2022_Inferred_BS
SCO2928	SCO3877	SC_RS16740	SC_RS21530	ZorroAranda2022_Inferred_BS
SCO4180	SCO2232	SC_RS23085	SC_RS13190	ZorroAranda2022_Inferred_BS
SCO0561	SCO1148	SC_RS04725	SC_RS07690	ZorroAranda2022_Inferred_BS
SCO4180	SCO7228	SC_RS23085	SC_RS38355	ZorroAranda2022_Inferred_BS
SCO6194	SCO6214	SC_RS33220	SC_RS33320	ZorroAranda2022_Inferred_BS
SCO2792	SCO2091	SC_RS16045	SC_RS12495	ZorroAranda2022_Inferred_BS
SCO4180	SCO6751	SC_RS23085	SC_RS35940	ZorroAranda2022_Inferred_BS
SCO4596	SCO3036	SC_RS25135	SC_RS17295	ZorroAranda2022_Inferred_BS
SCO6194	SCO3676	SC_RS33220	SC_RS20515	ZorroAranda2022_Inferred_BS
SCO0561	SCO1338	SC_RS04725	SC_RS08655	ZorroAranda2022_Inferred_BS
SCO2792	SCO0587	SC_RS16045	SC_RS04860	ZorroAranda2022_Inferred_BS
SCO0561	SCO3031	SC_RS04725	SC_RS17270	ZorroAranda2022_Inferred_BS
SCO2928	SCO1945	SC_RS16740	SC_RS11760	ZorroAranda2022_Inferred_BS
SCO4180	SCO2762	SC_RS23085	SC_RS15895	ZorroAranda2022_Inferred_BS
SCO0561	SCO2279	SC_RS04725	SC_RS13420	ZorroAranda2022_Inferred_BS
SCO2928	SCO6477	SC_RS16740	SC_RS34580	ZorroAranda2022_Inferred_BS
SCO3320	SCO2115	SC_RS18705	SC_RS12615	ZorroAranda2022_Inferred_BS
SCO3320	SCO3772	SC_RS18705	SC_RS20980	ZorroAranda2022_Inferred_BS
SCO3320	SCO4222	SC_RS18705	SC_RS23295	ZorroAranda2022_Inferred_BS
SCO2935	SCO3877	SC_RS16775	SC_RS21530	ZorroAranda2022_Inferred_BS
SCO3063	SCO3009	SC_RS17430	SC_RS17145	ZorroAranda2022_Inferred_BS
SCO6008	SCO1016	SC_RS32280		ZorroAranda2022_Inferred_BS
SCO4596	SCO2556	SC_RS25135	SC_RS14830	ZorroAranda2022_Inferred_BS
SCO1480	SCO2480	SC_RS09375	SC_RS14450	ZorroAranda2022_Inferred_BS
SCO6685	SCO5358	SC_RS35610	SC_RS28970	ZorroAranda2022_Inferred_BS
SCO2928	SCO7531	SC_RS16740	SC_RS39855	ZorroAranda2022_Inferred_BS
SCO2792	SCO0482	SC_RS16045	SC_RS04330	ZorroAranda2022_Inferred_BS
SCO6008	SCO5794	SC_RS32280	SC_RS31210	ZorroAranda2022_Inferred_BS
SCO2928	SCO0047	SC_RS16740	SC_RS02260	ZorroAranda2022_Inferred_BS
SCO0561	SCO7139	SC_RS04725	SC_RS37920	ZorroAranda2022_Inferred_BS
SCO4180	SCO6752	SC_RS23085	SC_RS35945	ZorroAranda2022_Inferred_BS
SCO5260	SCO4615	SC_RS28480	SC_RS25235	ZorroAranda2022_Inferred_BS
SCO4180	SCO3015	SC_RS23085	SC_RS17175	ZorroAranda2022_Inferred_BS
SCO6008	SCO7018	SC_RS32280	SC_RS37315	ZorroAranda2022_Inferred_BS
SCO5260	SCO2946	SC_RS28480	SC_RS16835	ZorroAranda2022_Inferred_BS
SCO4035	SCO0687	SC_RS22295	SC_RS05355	ZorroAranda2022_Inferred_BS
SCO3320	SCO1609	SC_RS18705	SC_RS10055	ZorroAranda2022_Inferred_BS
SCO6194	SCO2493	SC_RS33220	SC_RS14515	ZorroAranda2022_Inferred_BS
SCO6194	SCO5588	SC_RS33220	SC_RS30160	ZorroAranda2022_Inferred_BS
SCO5260	SCO6878	SC_RS28480	SC_RS36590	ZorroAranda2022_Inferred_BS
SCO4180	SCO7213	SC_RS23085	SC_RS38280	ZorroAranda2022_Inferred_BS
SCO5260	SCO6457	SC_RS28480	SC_RS34480	ZorroAranda2022_Inferred_BS
SCO3063	SCO2553	SC_RS17430	SC_RS14815	ZorroAranda2022_Inferred_BS
SCO6286	SCO5684	SC_RS33680	SC_RS30635	ZorroAranda2022_Inferred_BS
SCO5260	SCO2229	SC_RS28480	SC_RS13175	ZorroAranda2022_Inferred_BS
SCO0561	SCO2965	SC_RS04725	SC_RS16925	ZorroAranda2022_Inferred_BS
SCO6008	SCO3046	SC_RS32280	SC_RS17345	ZorroAranda2022_Inferred_BS
SCO4035	SCO0244	SC_RS22295	SC_RS03150	ZorroAranda2022_Inferred_BS
SCO2792	SCO2681	SC_RS16045	SC_RS15485	ZorroAranda2022_Inferred_BS
SCO6266	SCO4808	SC_RS33580	SC_RS26200	ZorroAranda2022_Inferred_BS
SCO6194	SCO4117	SC_RS33220	SC_RS22755	ZorroAranda2022_Inferred_BS
SCO1480	SCO1016	SC_RS09375		ZorroAranda2022_Inferred_BS
SCO4180	SCO3658	SC_RS23085	SC_RS20430	ZorroAranda2022_Inferred_BS
SCO6266	SCO6266	SC_RS33580	SC_RS33580	ZorroAranda2022_Inferred_BS
SCO6286	SCO3743	SC_RS33680	SC_RS20845	ZorroAranda2022_Inferred_BS
SCO2935	SCO0275	SC_RS16775	SC_RS03295	ZorroAranda2022_Inferred_BS
SCO3320	SCO1999	SC_RS18705	SC_RS12025	ZorroAranda2022_Inferred_BS
SCO2928	SCO5263	SC_RS16740	SC_RS28500	ZorroAranda2022_Inferred_BS
SCO2792	SCO0937	SC_RS16045	SC_RS06635	ZorroAranda2022_Inferred_BS
SCO5217	SCO1318	SC_RS28265	SC_RS08555	ZorroAranda2022_Inferred_BS
SCO0561	SCO2314	SC_RS04725	SC_RS13600	ZorroAranda2022_Inferred_BS
SCO4035	SCO4112	SC_RS22295	SC_RS22730	ZorroAranda2022_Inferred_BS
SCO2792	SCO4116	SC_RS16045	SC_RS22750	ZorroAranda2022_Inferred_BS
SCO6266	SCO2199	SC_RS33580	SC_RS13030	ZorroAranda2022_Inferred_BS
SCO6286	SCO0660	SC_RS33680	SC_RS05220	ZorroAranda2022_Inferred_BS
SCO5217	SCO0680	SC_RS28265	SC_RS05320	ZorroAranda2022_Inferred_BS
SCO6008	SCO2407	SC_RS32280	SC_RS14070	ZorroAranda2022_Inferred_BS
SCO3320	SCO1937	SC_RS18705	SC_RS11720	ZorroAranda2022_Inferred_BS
SCO1480	SCO7169	SC_RS09375		ZorroAranda2022_Inferred_BS
SCO3063	SCO3425	SC_RS17430	SC_RS19245	ZorroAranda2022_Inferred_BS
SCO4180	SCO6033	SC_RS23085	SC_RS32400	ZorroAranda2022_Inferred_BS
SCO2935	SCO5756	SC_RS16775	SC_RS31010	ZorroAranda2022_Inferred_BS
SCO6194	SCO3945	SC_RS33220	SC_RS21865	ZorroAranda2022_Inferred_BS
SCO6685	SCO0415	SC_RS35610	SC_RS03985	ZorroAranda2022_Inferred_BS
SCO0561	SCO3828	SC_RS04725	SC_RS21270	ZorroAranda2022_Inferred_BS
SCO2935	SCO7253	SC_RS16775	SC_RS38480	ZorroAranda2022_Inferred_BS
SCO4035	SCO4813	SC_RS22295	SC_RS26225	ZorroAranda2022_Inferred_BS
SCO6685	SCO0914	SC_RS35610	SC_RS06520	ZorroAranda2022_Inferred_BS
SCO2928	SCO3025	SC_RS16740	SC_RS17240	ZorroAranda2022_Inferred_BS
SCO4035	SCO6589	SC_RS22295	SC_RS35145	ZorroAranda2022_Inferred_BS
SCO5217	SCO0844	SC_RS28265	SC_RS06150	ZorroAranda2022_Inferred_BS
SCO2928	SCO5913	SC_RS16740	SC_RS31805	ZorroAranda2022_Inferred_BS
SCO0561	SCO3298	SC_RS04725	SC_RS18600	ZorroAranda2022_Inferred_BS
SCO5260	SCO2914	SC_RS28480	SC_RS16670	ZorroAranda2022_Inferred_BS
SCO4180	SCO0768	SC_RS23085	SC_RS05770	ZorroAranda2022_Inferred_BS
SCO2792	SCO0936	SC_RS16045	SC_RS06630	ZorroAranda2022_Inferred_BS
SCO6685	SCO0794	SC_RS35610	SC_RS05900	ZorroAranda2022_Inferred_BS
SCO0561	SCO2283	SC_RS04725	SC_RS13440	ZorroAranda2022_Inferred_BS
SCO4180	SCO5233	SC_RS23085	SC_RS28345	ZorroAranda2022_Inferred_BS
SCO3320	SCO6580	SC_RS18705	SC_RS35095	ZorroAranda2022_Inferred_BS
SCO4035	SCO6952	SC_RS22295	SC_RS36965	ZorroAranda2022_Inferred_BS
SCO4035	SCO2946	SC_RS22295	SC_RS16835	ZorroAranda2022_Inferred_BS
SCO5217	SCO6549	SC_RS28265	SC_RS34935	ZorroAranda2022_Inferred_BS
SCO2935	SCO5913	SC_RS16775	SC_RS31805	ZorroAranda2022_Inferred_BS
SCO1480	SCO5794	SC_RS09375	SC_RS31210	ZorroAranda2022_Inferred_BS
SCO4426	SCO0656	SC_RS24295	SC_RS05200	ZorroAranda2022_Inferred_BS
SCO3320	SCO0367	SC_RS18705		ZorroAranda2022_Inferred_BS
SCO6286	SCO1170	SC_RS33680	SC_RS07800	ZorroAranda2022_Inferred_BS
SCO6286	SCO5935	SC_RS33680	SC_RS31925	ZorroAranda2022_Inferred_BS
SCO6685	SCO0566	SC_RS35610	SC_RS04750	ZorroAranda2022_Inferred_BS
SCO3063	SCO0886	SC_RS17430	SC_RS06365	ZorroAranda2022_Inferred_BS
SCO3063	SCO7219	SC_RS17430	SC_RS38310	ZorroAranda2022_Inferred_BS
SCO3320	SCO5563	SC_RS18705	SC_RS30030	ZorroAranda2022_Inferred_BS
SCO0561	SCO1493	SC_RS04725	SC_RS09440	ZorroAranda2022_Inferred_BS
SCO4180	SCO7349	SC_RS23085		ZorroAranda2022_Inferred_BS
SCO6008	SCO7169	SC_RS32280		ZorroAranda2022_Inferred_BS
SCO6194	SCO6195	SC_RS33220	SC_RS33225	ZorroAranda2022_Inferred_BS
SCO3063	SCO1954	SC_RS17430	SC_RS11800	ZorroAranda2022_Inferred_BS
SCO6685	SCO0915	SC_RS35610	SC_RS06525	ZorroAranda2022_Inferred_BS
SCO2935	SCO4420	SC_RS16775		ZorroAranda2022_Inferred_BS
SCO6286	SCO4903	SC_RS33680	SC_RS26675	ZorroAranda2022_Inferred_BS
SCO6008	SCO7432	SC_RS32280	SC_RS39365	ZorroAranda2022_Inferred_BS
SCO6008	SCO5876	SC_RS32280	SC_RS31625	ZorroAranda2022_Inferred_BS
SCO6194	SCO6573	SC_RS33220	SC_RS35060	ZorroAranda2022_Inferred_BS
SCO2792	SCO0652	SC_RS16045	SC_RS05180	ZorroAranda2022_Inferred_BS
SCO4426	SCO5011	SC_RS24295	SC_RS27220	ZorroAranda2022_Inferred_BS
SCO6685	SCO0559	SC_RS35610	SC_RS04715	ZorroAranda2022_Inferred_BS
SCO5217	SCO4233	SC_RS28265	SC_RS23350	ZorroAranda2022_Inferred_BS
SCO2792	SCO4951	SC_RS16045	SC_RS26920	ZorroAranda2022_Inferred_BS
SCO6008	SCO2480	SC_RS32280	SC_RS14450	ZorroAranda2022_Inferred_BS
SCO1480	SCO0703	SC_RS09375	SC_RS05440	ZorroAranda2022_Inferred_BS
SCO2792	SCO6502	SC_RS16045	SC_RS34705	ZorroAranda2022_Inferred_BS
SCO1480	SCO2407	SC_RS09375	SC_RS14070	ZorroAranda2022_Inferred_BS
SCO4035	SCO5320	SC_RS22295	SC_RS28780	ZorroAranda2022_Inferred_BS
SCO4035	SCO5321	SC_RS22295	SC_RS28785	ZorroAranda2022_Inferred_BS
SCO0561	SCO4129	SC_RS04725	SC_RS22830	ZorroAranda2022_Inferred_BS
SCO1480	SCO7100	SC_RS09375	SC_RS37725	ZorroAranda2022_Inferred_BS
SCO6194	SCO3350	SC_RS33220	SC_RS18870	ZorroAranda2022_Inferred_BS
SCO6008	SCO1226	SC_RS32280	SC_RS08085	ZorroAranda2022_Inferred_BS
SCO6194	SCO0840	SC_RS33220	SC_RS06130	ZorroAranda2022_Inferred_BS
SCO3063	SCO4090	SC_RS17430	SC_RS22585	ZorroAranda2022_Inferred_BS
SCO6685	SCO6075	SC_RS35610	SC_RS32615	ZorroAranda2022_Inferred_BS
SCO5260	SCO2184	SC_RS28480	SC_RS12960	ZorroAranda2022_Inferred_BS
SCO4035	SCO1683	SC_RS22295	SC_RS10430	ZorroAranda2022_Inferred_BS
SCO2792	SCO7028	SC_RS16045	SC_RS37365	ZorroAranda2022_Inferred_BS
SCO4180	SCO3729	SC_RS23085	SC_RS20775	ZorroAranda2022_Inferred_BS
SCO4035	SCO6759	SC_RS22295	SC_RS35980	ZorroAranda2022_Inferred_BS
SCO2792	SCO0464	SC_RS16045	SC_RS04235	ZorroAranda2022_Inferred_BS
SCO6194	SCO2223	SC_RS33220	SC_RS13145	ZorroAranda2022_Inferred_BS
SCO6286	SCO1169	SC_RS33680	SC_RS07795	ZorroAranda2022_Inferred_BS
SCO4180	SCO1077	SC_RS23085	SC_RS07340	ZorroAranda2022_Inferred_BS
SCO6194	SCO6194	SC_RS33220	SC_RS33220	ZorroAranda2022_Inferred_BS
SCO5260	SCO2369	SC_RS28480	SC_RS13880	ZorroAranda2022_Inferred_BS
SCO6194	SCO3878	SC_RS33220	SC_RS21535	ZorroAranda2022_Inferred_BS
SCO2935	SCO7531	SC_RS16775	SC_RS39855	ZorroAranda2022_Inferred_BS
SCO5217	SCO6187	SC_RS28265	SC_RS33185	ZorroAranda2022_Inferred_BS
SCO6008	SCO4327	SC_RS32280	SC_RS23815	ZorroAranda2022_Inferred_BS
SCO3063	SCO5378	SC_RS17430	SC_RS29070	ZorroAranda2022_Inferred_BS
SCO2928	SCO7637	SC_RS16740	SC_RS40380	ZorroAranda2022_Inferred_BS
SCO2792	SCO1874	SC_RS16045		ZorroAranda2022_Inferred_BS
SCO2935	SCO3025	SC_RS16775	SC_RS17240	ZorroAranda2022_Inferred_BS
SCO6685	SCO4504	SC_RS35610	SC_RS24685	ZorroAranda2022_Inferred_BS
SCO6266	SCO4505	SC_RS33580	SC_RS24690	ZorroAranda2022_Inferred_BS
SCO5260	SCO2836	SC_RS28480	SC_RS16285	ZorroAranda2022_Inferred_BS
SCO6194	SCO4827	SC_RS33220	SC_RS26295	ZorroAranda2022_Inferred_BS
SCO5260	SCO6456	SC_RS28480	SC_RS34475	ZorroAranda2022_Inferred_BS
SCO3320	SCO6974	SC_RS18705	SC_RS37085	ZorroAranda2022_Inferred_BS
SCO4180	SCO5591	SC_RS23085	SC_RS30175	ZorroAranda2022_Inferred_BS
SCO0561	SCO2914	SC_RS04725	SC_RS16670	ZorroAranda2022_Inferred_BS
SCO6008	SCO2975	SC_RS32280	SC_RS16980	ZorroAranda2022_Inferred_BS
SCO3063	SCO1953	SC_RS17430	SC_RS11795	ZorroAranda2022_Inferred_BS
SCO2792	SCO7205	SC_RS16045	SC_RS38245	ZorroAranda2022_Inferred_BS
SCO6194	SCO7021	SC_RS33220	SC_RS37330	ZorroAranda2022_Inferred_BS
SCO6194	SCO0841	SC_RS33220	SC_RS06135	ZorroAranda2022_Inferred_BS
SCO5217	SCO6319	SC_RS28265	SC_RS33820	ZorroAranda2022_Inferred_BS
SCO6008	SCO3660	SC_RS32280	SC_RS20440	ZorroAranda2022_Inferred_BS
SCO4035	SCO4812	SC_RS22295	SC_RS26220	ZorroAranda2022_Inferred_BS
SCO6194	SCO2744	SC_RS33220	SC_RS15805	ZorroAranda2022_Inferred_BS
SCO3320	SCO2116	SC_RS18705	SC_RS12620	ZorroAranda2022_Inferred_BS
SCO0561	SCO2905	SC_RS04725	SC_RS16625	ZorroAranda2022_Inferred_BS
SCO2935	SCO6477	SC_RS16775	SC_RS34580	ZorroAranda2022_Inferred_BS
SCO1480	SCO1226	SC_RS09375	SC_RS08085	ZorroAranda2022_Inferred_BS
SCO6008	SCO5877	SC_RS32280	SC_RS31630	ZorroAranda2022_Inferred_BS
SCO0561	SCO2945	SC_RS04725	SC_RS16830	ZorroAranda2022_Inferred_BS
SCO3063	SCO1068	SC_RS17430	SC_RS07295	ZorroAranda2022_Inferred_BS
SCO3320	SCO6926	SC_RS18705	SC_RS36830	ZorroAranda2022_Inferred_BS
SCO2935	SCO3042	SC_RS16775	SC_RS17325	ZorroAranda2022_Inferred_BS
SCO0561	SCO2199	SC_RS04725	SC_RS13030	ZorroAranda2022_Inferred_BS
SCO0561	SCO4515	SC_RS04725	SC_RS24730	ZorroAranda2022_Inferred_BS
SCO5260	SCOt57	SC_RS28480	SC_RS29940	ZorroAranda2022_Inferred_BS
SCO6685	SCO6076	SC_RS35610	SC_RS32620	ZorroAranda2022_Inferred_BS
SCO6286	SCO2964	SC_RS33680	SC_RS16920	ZorroAranda2022_Inferred_BS
SCO3320	SCO3282	SC_RS18705	SC_RS18520	ZorroAranda2022_Inferred_BS
SCO5217	SCO4248	SC_RS28265	SC_RS23430	ZorroAranda2022_Inferred_BS
SCO6194	SCO6096	SC_RS33220	SC_RS32720	ZorroAranda2022_Inferred_BS
SCO5260	SCO2907	SC_RS28480	SC_RS16635	ZorroAranda2022_Inferred_BS
SCO4180	SCO6295	SC_RS23085	SC_RS33725	ZorroAranda2022_Inferred_BS
SCO6685	SCO7201	SC_RS35610	SC_RS38220	ZorroAranda2022_Inferred_BS
SCO2928	SCO4420	SC_RS16740		ZorroAranda2022_Inferred_BS
SCO0561	SCO3038	SC_RS04725	SC_RS17305	ZorroAranda2022_Inferred_BS
SCO2928	SCO0275	SC_RS16740	SC_RS03295	ZorroAranda2022_Inferred_BS
SCO2928	SCO6858	SC_RS16740	SC_RS36485	ZorroAranda2022_Inferred_BS
SCO4426	SCO4102	SC_RS24295	SC_RS22675	ZorroAranda2022_Inferred_BS
SCO3063	SCO5696	SC_RS17430	SC_RS30695	ZorroAranda2022_Inferred_BS
SCO5217	SCO6536	SC_RS28265	SC_RS34875	ZorroAranda2022_Inferred_BS
SCO6008	SCO7099	SC_RS32280	SC_RS37720	ZorroAranda2022_Inferred_BS
SCO3320	SCO0388	SC_RS18705	SC_RS03850	ZorroAranda2022_Inferred_BS
SCO4180	SCO1267	SC_RS23085	SC_RS08295	ZorroAranda2022_Inferred_BS
SCO5217	SCO5352	SC_RS28265	SC_RS28940	ZorroAranda2022_Inferred_BS
SCO5260	SCO2262	SC_RS28480	SC_RS13335	ZorroAranda2022_Inferred_BS
SCO6685	SCO0168	SC_RS35610	SC_RS02785	ZorroAranda2022_Inferred_BS
SCO1480	SCO3046	SC_RS09375	SC_RS17345	ZorroAranda2022_Inferred_BS
SCO1480	SCO4327	SC_RS09375	SC_RS23815	ZorroAranda2022_Inferred_BS
SCO4180	SCO4581	SC_RS23085	SC_RS25060	ZorroAranda2022_Inferred_BS
SCO6685	SCO0414	SC_RS35610	SC_RS03980	ZorroAranda2022_Inferred_BS
SCO6685	SCO5883	SC_RS35610	SC_RS31660	ZorroAranda2022_Inferred_BS
SCO2928	SCO4781	SC_RS16740	SC_RS26065	ZorroAranda2022_Inferred_BS
SCO6266	SCO3852	SC_RS33580	SC_RS21395	ZorroAranda2022_Inferred_BS
SCO2935	SCO1874	SC_RS16775		ZorroAranda2022_Inferred_BS
SCO0561	SCO2906	SC_RS04725	SC_RS16630	ZorroAranda2022_Inferred_BS
SCO1480	SCO2975	SC_RS09375	SC_RS16980	ZorroAranda2022_Inferred_BS
SCO4180	SCO3693	SC_RS23085	SC_RS20600	ZorroAranda2022_Inferred_BS
SCO0561	SCO1650	SC_RS04725	SC_RS10260	ZorroAranda2022_Inferred_BS
SCO5217	SCO3860	SC_RS28265	SC_RS21440	ZorroAranda2022_Inferred_BS
SCO5217	SCO6418	SC_RS28265	SC_RS34285	ZorroAranda2022_Inferred_BS
SCO5217	SCO5216	SC_RS28265	SC_RS28260	ZorroAranda2022_Inferred_BS
SCO3323	SCO0432	SC_RS18720	SC_RS04070	ZorroAranda2022_Inferred_BS
SCO5082	SCO2012	SC_RS27570	SC_RS12090	ZorroAranda2022_Inferred_BS
SCO0599	SCO2460	SC_RS04920	SC_RS14335	ZorroAranda2022_Inferred_BS
SCO0600	SCO7039	SC_RS04925		ZorroAranda2022_Inferred_BS
SCO0599	SCO0385	SC_RS04920	SC_RS03835	ZorroAranda2022_Inferred_BS
SCO5082	SCO0362	SC_RS27570	SC_RS03720	ZorroAranda2022_Inferred_BS
SCO0599	SCO2996	SC_RS04920	SC_RS17085	ZorroAranda2022_Inferred_BS
SCO0599	SCO0600	SC_RS04920	SC_RS04925	ZorroAranda2022_Inferred_BS
SCO5082	SCO0089	SC_RS27570	SC_RS02455	ZorroAranda2022_Inferred_BS
SCO3323	SCO4039	SC_RS18720	SC_RS22320	ZorroAranda2022_Inferred_BS
SCO0608	SCO7538	SC_RS04965	SC_RS39890	ZorroAranda2022_Inferred_BS
SCO0599	SCO3056	SC_RS04920	SC_RS17395	ZorroAranda2022_Inferred_BS
SCO5621	SCO5864	SC_RS30330	SC_RS31565	ZorroAranda2022_Inferred_BS
SCO0608	SCO2391	SC_RS04965	SC_RS13990	ZorroAranda2022_Inferred_BS
SCO0600	SCO2889	SC_RS04925	SC_RS16545	ZorroAranda2022_Inferred_BS
SCO0599	SCO3768	SC_RS04920	SC_RS20960	ZorroAranda2022_Inferred_BS
SCO0600	SCO4688	SC_RS04925	SC_RS25615	ZorroAranda2022_Inferred_BS
SCO5082	SCO4371	SC_RS27570	SC_RS24025	ZorroAranda2022_Inferred_BS
SCO0600	SCO0424	SC_RS04925	SC_RS04030	ZorroAranda2022_Inferred_BS
SCO5082	SCO0246	SC_RS27570	SC_RS03160	ZorroAranda2022_Inferred_BS
SCO1489	SCO6363	SC_RS09420	SC_RS34030	ZorroAranda2022_Inferred_BS
SCO0600	SCO2026	SC_RS04925	SC_RS12165	ZorroAranda2022_Inferred_BS
SCO0600	SCO3768	SC_RS04925	SC_RS20960	ZorroAranda2022_Inferred_BS
SCO0600	SCO5356	SC_RS04925	SC_RS28960	ZorroAranda2022_Inferred_BS
SCO3323	SCO3478	SC_RS18720	SC_RS19515	ZorroAranda2022_Inferred_BS
SCO0600	SCO4907	SC_RS04925	SC_RS26695	ZorroAranda2022_Inferred_BS
SCO5621	SCO0229	SC_RS30330	SC_RS03075	ZorroAranda2022_Inferred_BS
SCO3323	SCO1059	SC_RS18720	SC_RS07250	ZorroAranda2022_Inferred_BS
SCO0600	SCO5864	SC_RS04925	SC_RS31565	ZorroAranda2022_Inferred_BS
SCO5621	SCO5905	SC_RS30330	SC_RS31775	ZorroAranda2022_Inferred_BS
SCO0600	SCO7391	SC_RS04925		ZorroAranda2022_Inferred_BS
SCO1489	SCO1124	SC_RS09420	SC_RS07570	ZorroAranda2022_Inferred_BS
SCO0608	SCO2808	SC_RS04965	SC_RS16130	ZorroAranda2022_Inferred_BS
SCO0599	SCO5864	SC_RS04920	SC_RS31565	ZorroAranda2022_Inferred_BS
SCO5621	SCO7637	SC_RS30330	SC_RS40380	ZorroAranda2022_Inferred_BS
SCO0600	SCO0385	SC_RS04925	SC_RS03835	ZorroAranda2022_Inferred_BS
SCO5082	SCO0088	SC_RS27570	SC_RS02450	ZorroAranda2022_Inferred_BS
SCO0608	SCO2907	SC_RS04965	SC_RS16635	ZorroAranda2022_Inferred_BS
SCO0599	SCO3295	SC_RS04920	SC_RS18585	ZorroAranda2022_Inferred_BS
SCO2987	SCO1639	SC_RS17040	SC_RS10205	ZorroAranda2022_Inferred_BS
SCO0600	SCO2594	SC_RS04925	SC_RS15025	ZorroAranda2022_Inferred_BS
SCO4118	SCO4503	SC_RS22760	SC_RS24680	ZorroAranda2022_Inferred_BS
SCO0600	SCO2996	SC_RS04925	SC_RS17085	ZorroAranda2022_Inferred_BS
SCO0600	SCO0423	SC_RS04925	SC_RS04025	ZorroAranda2022_Inferred_BS
SCO0599	SCO5993	SC_RS04920	SC_RS32205	ZorroAranda2022_Inferred_BS
SCO3323	SCO6029	SC_RS18720	SC_RS32380	ZorroAranda2022_Inferred_BS
SCO0600	SCO1706	SC_RS04925	SC_RS10545	ZorroAranda2022_Inferred_BS
SCO5621	SCO5906	SC_RS30330	SC_RS31780	ZorroAranda2022_Inferred_BS
SCO0600	SCO0973	SC_RS04925	SC_RS06820	ZorroAranda2022_Inferred_BS
SCO0599	SCO0331	SC_RS04920	SC_RS03570	ZorroAranda2022_Inferred_BS
SCO0600	SCO2624	SC_RS04925	SC_RS15200	ZorroAranda2022_Inferred_BS
SCO0599	SCO2624	SC_RS04920	SC_RS15200	ZorroAranda2022_Inferred_BS
SCO5082	SCO0697	SC_RS27570		ZorroAranda2022_Inferred_BS
SCO0608	SCO1443	SC_RS04965	SC_RS09190	ZorroAranda2022_Inferred_BS
SCO3323	SCO0963	SC_RS18720	SC_RS06770	ZorroAranda2022_Inferred_BS
