SCO_ID	regulator_flag	source
SCO3347	1	CastroMelchor_2010
SCO3348	1	CastroMelchor_2010
SCO3351	1	CastroMelchor_2010
SCO3352	1	CastroMelchor_2010
SCO3356	1	CastroMelchor_2010
SCO3357	1	CastroMelchor_2010
SCO3358	1	CastroMelchor_2010
SCO3359	1	CastroMelchor_2010
SCO3367	1	CastroMelchor_2010
SCO3390	1	CastroMelchor_2010
SCO3413	1	CastroMelchor_2010
SCO3414	1	CastroMelchor_2010
SCO3423	1	CastroMelchor_2010
SCO3424	1	CastroMelchor_2010
SCO3447	1	CastroMelchor_2010
SCO3448	1	CastroMelchor_2010
SCO3449	1	CastroMelchor_2010
SCO3450	1	CastroMelchor_2010
SCO3485	1	CastroMelchor_2010
SCO3506	1	CastroMelchor_2010
SCO3537	1	CastroMelchor_2010
SCO3538	1	CastroMelchor_2010
SCO3548	1	CastroMelchor_2010
SCO3549	1	CastroMelchor_2010
SCO3554	1	CastroMelchor_2010
SCO3555	1	CastroMelchor_2010
SCO3556	1	CastroMelchor_2010
SCO3557	1	CastroMelchor_2010
SCO3571	1	CastroMelchor_2010
SCO3579	1	CastroMelchor_2010
SCO3583	1	CastroMelchor_2010
SCO3586	1	CastroMelchor_2010
SCO3587	1	CastroMelchor_2010
SCO3589	1	CastroMelchor_2010
SCO3590	1	CastroMelchor_2010
SCO3606	1	CastroMelchor_2010
SCO3612	1	CastroMelchor_2010
SCO3613	1	CastroMelchor_2010
SCO3621	1	CastroMelchor_2010
SCO3623	1	CastroMelchor_2010
SCO3626	1	CastroMelchor_2010
SCO3664	1	CastroMelchor_2010
SCO3665	1	CastroMelchor_2010
SCO3666	1	CastroMelchor_2010
SCO3667	1	CastroMelchor_2010
SCO3668	1	CastroMelchor_2010
SCO3669	1	CastroMelchor_2010
SCO3670	1	CastroMelchor_2010
SCO3671	1	CastroMelchor_2010
SCO3690	1	CastroMelchor_2010
SCO3691	1	CastroMelchor_2010
SCO3692	1	CastroMelchor_2010
SCO3694	1	CastroMelchor_2010
SCO3695	1	CastroMelchor_2010
SCO3696	1	CastroMelchor_2010
SCO3702	1	CastroMelchor_2010
SCO3708	1	CastroMelchor_2010
SCO3709	1	CastroMelchor_2010
SCO3714	1	CastroMelchor_2010
SCO3715	1	CastroMelchor_2010
SCO3722	1	CastroMelchor_2010
SCO3736	1	CastroMelchor_2010
SCO3740	1	CastroMelchor_2010
SCO3741	1	CastroMelchor_2010
SCO3756	1	CastroMelchor_2010
SCO3757	1	CastroMelchor_2010
SCO3758	1	CastroMelchor_2010
SCO3769	1	CastroMelchor_2010
SCO3773	1	CastroMelchor_2010
SCO3782	1	CastroMelchor_2010
SCO3804	1	CastroMelchor_2010
SCO3805	1	CastroMelchor_2010
SCO3809	1	CastroMelchor_2010
SCO3810	1	CastroMelchor_2010
SCO3814	1	CastroMelchor_2010
SCO3818	1	CastroMelchor_2010
SCO3820	1	CastroMelchor_2010
SCO3821	1	CastroMelchor_2010
SCO3832	1	CastroMelchor_2010
SCO3833	1	CastroMelchor_2010
SCO3834	1	CastroMelchor_2010
SCO3848	1	CastroMelchor_2010
SCO3857	1	CastroMelchor_2010
SCO3859	1	CastroMelchor_2010
SCO3914	1	CastroMelchor_2010
SCO3919	1	CastroMelchor_2010
SCO3926	1	CastroMelchor_2010
SCO3933	1	CastroMelchor_2010
SCO3934	1	CastroMelchor_2010
SCO3935	1	CastroMelchor_2010
SCO3941	1	CastroMelchor_2010
SCO3943	1	CastroMelchor_2010
SCO3948	1	CastroMelchor_2010
SCO3975	1	CastroMelchor_2010
SCO3979	1	CastroMelchor_2010
SCO3982	1	CastroMelchor_2010
SCO3983	1	CastroMelchor_2010
SCO3984	1	CastroMelchor_2010
SCO3985	1	CastroMelchor_2010
SCO3986	1	CastroMelchor_2010
SCO3987	1	CastroMelchor_2010
SCO3988	1	CastroMelchor_2010
SCO4005	1	CastroMelchor_2010
SCO4008	1	CastroMelchor_2010
SCO4009	1	CastroMelchor_2010
SCO4019	1	CastroMelchor_2010
SCO4020	1	CastroMelchor_2010
SCO4021	1	CastroMelchor_2010
SCO4022	1	CastroMelchor_2010
SCO4023	1	CastroMelchor_2010
SCO4026	1	CastroMelchor_2010
SCO4027	1	CastroMelchor_2010
SCO4031	1	CastroMelchor_2010
SCO4032	1	CastroMelchor_2010
SCO4034	1	CastroMelchor_2010
SCO4035	1	CastroMelchor_2010
SCO4072	1	CastroMelchor_2010
SCO4073	1	CastroMelchor_2010
SCO4091	1	CastroMelchor_2010
SCO4099	1	CastroMelchor_2010
SCO4102	1	CastroMelchor_2010
SCO4115	1	CastroMelchor_2010
SCO4116	1	CastroMelchor_2010
SCO4118	1	CastroMelchor_2010
SCO4122	1	CastroMelchor_2010
SCO4123	1	CastroMelchor_2010
SCO4124	1	CastroMelchor_2010
SCO4146	1	CastroMelchor_2010
SCO4147	1	CastroMelchor_2010
SCO4155	1	CastroMelchor_2010
SCO4156	1	CastroMelchor_2010
SCO4159	1	CastroMelchor_2010
SCO4167	1	CastroMelchor_2010
SCO4176	1	CastroMelchor_2010
SCO4177	1	CastroMelchor_2010
SCO4178	1	CastroMelchor_2010
SCO4179	1	CastroMelchor_2010
SCO4180	1	CastroMelchor_2010
SCO4181	1	CastroMelchor_2010
SCO4188	1	CastroMelchor_2010
SCO4190	1	CastroMelchor_2010
SCO4191	1	CastroMelchor_2010
SCO4193	1	CastroMelchor_2010
SCO4194	1	CastroMelchor_2010
SCO4198	1	CastroMelchor_2010
SCO4199	1	CastroMelchor_2010
SCO4206	1	CastroMelchor_2010
SCO4223	1	CastroMelchor_2010
SCO4226	1	CastroMelchor_2010
SCO4227	1	CastroMelchor_2010
SCO4228	1	CastroMelchor_2010
SCO4229	1	CastroMelchor_2010
SCO4230	1	CastroMelchor_2010
SCO4259	1	CastroMelchor_2010
SCO4260	1	CastroMelchor_2010
SCO4261	1	CastroMelchor_2010
SCO4262	1	CastroMelchor_2010
SCO4263	1	CastroMelchor_2010
SCO4270	1	CastroMelchor_2010
SCO4275	1	CastroMelchor_2010
SCO4276	1	CastroMelchor_2010
SCO4284	1	CastroMelchor_2010
SCO4285	1	CastroMelchor_2010
SCO4300	1	CastroMelchor_2010
SCO4301	1	CastroMelchor_2010
SCO4303	1	CastroMelchor_2010
SCO4313	1	CastroMelchor_2010
SCO4314	1	CastroMelchor_2010
SCO4336	1	CastroMelchor_2010
SCO4337	1	CastroMelchor_2010
SCO4338	1	CastroMelchor_2010
SCO4358	1	CastroMelchor_2010
SCO4375	1	CastroMelchor_2010
SCO4376	1	CastroMelchor_2010
SCO4377	1	CastroMelchor_2010
SCO4385	1	CastroMelchor_2010
SCO4386	1	CastroMelchor_2010
SCO4408	1	CastroMelchor_2010
SCO4409	1	CastroMelchor_2010
SCO4410	1	CastroMelchor_2010
SCO4412	1	CastroMelchor_2010
SCO4413	1	CastroMelchor_2010
SCO4421	1	CastroMelchor_2010
SCO4423	1	CastroMelchor_2010
SCO4425	1	CastroMelchor_2010
SCO4426	1	CastroMelchor_2010
SCO4434	1	CastroMelchor_2010
SCO4441	1	CastroMelchor_2010
SCO4443	1	CastroMelchor_2010
SCO4445	1	CastroMelchor_2010
SCO4477	1	CastroMelchor_2010
SCO4481	1	CastroMelchor_2010
SCO4482	1	CastroMelchor_2010
SCO4485	1	CastroMelchor_2010
SCO4487	1	CastroMelchor_2010
SCO4488	1	CastroMelchor_2010
SCO4490	1	CastroMelchor_2010
SCO4491	1	CastroMelchor_2010
SCO4492	1	CastroMelchor_2010
SCO4493	1	CastroMelchor_2010
SCO4494	1	CastroMelchor_2010
SCO4499	1	CastroMelchor_2010
SCO4507	1	CastroMelchor_2010
SCO4596	1	CastroMelchor_2010
SCO4597	1	CastroMelchor_2010
SCO4598	1	CastroMelchor_2010
SCO4628	1	CastroMelchor_2010
SCO4629	1	CastroMelchor_2010
SCO4639	1	CastroMelchor_2010
SCO4640	1	CastroMelchor_2010
SCO4667	1	CastroMelchor_2010
SCO4668	1	CastroMelchor_2010
SCO4671	1	CastroMelchor_2010
SCO4672	1	CastroMelchor_2010
SCO4673	1	CastroMelchor_2010
SCO4675	1	CastroMelchor_2010
SCO4676	1	CastroMelchor_2010
SCO4677	1	CastroMelchor_2010
SCO4680	1	CastroMelchor_2010
SCO4754	1	CastroMelchor_2010
SCO4766	1	CastroMelchor_2010
SCO4768	1	CastroMelchor_2010
SCO4769	1	CastroMelchor_2010
SCO4775	1	CastroMelchor_2010
SCO4776	1	CastroMelchor_2010
SCO4777	1	CastroMelchor_2010
SCO4778	1	CastroMelchor_2010
SCO4779	1	CastroMelchor_2010
SCO4791	1	CastroMelchor_2010
SCO4792	1	CastroMelchor_2010
SCO4817	1	CastroMelchor_2010
SCO4818	1	CastroMelchor_2010
SCO4820	1	CastroMelchor_2010
SCO4821	1	CastroMelchor_2010
SCO4836	1	CastroMelchor_2010
SCO4850	1	CastroMelchor_2010
SCO4851	1	CastroMelchor_2010
SCO4852	1	CastroMelchor_2010
SCO4864	1	CastroMelchor_2010
SCO4865	1	CastroMelchor_2010
SCO4866	1	CastroMelchor_2010
SCO4867	1	CastroMelchor_2010
SCO4871	1	CastroMelchor_2010
SCO4892	1	CastroMelchor_2010
SCO4894	1	CastroMelchor_2010
SCO4895	1	CastroMelchor_2010
SCO4898	1	CastroMelchor_2010
SCO4905	1	CastroMelchor_2010
SCO4906	1	CastroMelchor_2010
SCO4907	1	CastroMelchor_2010
SCO4920	1	CastroMelchor_2010
SCO4938	1	CastroMelchor_2010
SCO4944	1	CastroMelchor_2010
SCO4952	1	CastroMelchor_2010
SCO4961	1	CastroMelchor_2010
SCO4969	1	CastroMelchor_2010
SCO4970	1	CastroMelchor_2010
SCO4977	1	CastroMelchor_2010
SCO4996	1	CastroMelchor_2010
SCO5017	1	CastroMelchor_2010
SCO5025	1	CastroMelchor_2010
SCO5026	1	CastroMelchor_2010
SCO5033	1	CastroMelchor_2010
SCO5058	1	CastroMelchor_2010
SCO5065	1	CastroMelchor_2010
SCO5068	1	CastroMelchor_2010
SCO5082	1	CastroMelchor_2010
SCO5083	1	CastroMelchor_2010
SCO5084	1	CastroMelchor_2010
SCO5085	1	CastroMelchor_2010
SCO5096	1	CastroMelchor_2010
SCO5100	1	CastroMelchor_2010
SCO5129	1	CastroMelchor_2010
SCO5130	1	CastroMelchor_2010
SCO5131	1	CastroMelchor_2010
SCO5132	1	CastroMelchor_2010
SCO5147	1	CastroMelchor_2010
SCO5148	1	CastroMelchor_2010
SCO5170	1	CastroMelchor_2010
SCO5190	1	CastroMelchor_2010
SCO5191	1	CastroMelchor_2010
SCO5206	1	CastroMelchor_2010
SCO5209	1	CastroMelchor_2010
SCO5216	1	CastroMelchor_2010
SCO5217	1	CastroMelchor_2010
SCO5224	1	CastroMelchor_2010
SCO5231	1	CastroMelchor_2010
SCO5238	1	CastroMelchor_2010
SCO5239	1	CastroMelchor_2010
SCO5243	1	CastroMelchor_2010
SCO5244	1	CastroMelchor_2010
SCO5282	1	CastroMelchor_2010
SCO5283	1	CastroMelchor_2010
SCO5287	1	CastroMelchor_2010
SCO5296	1	CastroMelchor_2010
SCO5304	1	CastroMelchor_2010
SCO5305	1	CastroMelchor_2010
SCO5323	1	CastroMelchor_2010
SCO5338	1	CastroMelchor_2010
SCO5339	1	CastroMelchor_2010
SCO5340	1	CastroMelchor_2010
SCO5351	1	CastroMelchor_2010
SCO5377	1	CastroMelchor_2010
SCO5378	1	CastroMelchor_2010
SCO5384	1	CastroMelchor_2010
SCO5386	1	CastroMelchor_2010
SCO5403	1	CastroMelchor_2010
SCO5404	1	CastroMelchor_2010
SCO5405	1	CastroMelchor_2010
SCO5413	1	CastroMelchor_2010
