GO_term	count	total_in_term	gene_ratio	bg_ratio	fold_enrichment	pvalue	padj
GO:0022625	5	5	0.0038550501156515036	0.0010319917440660474	3.735543562066307	0.0013670213412190733	0.010858904875438433
GO:0006006	5	5	0.0038550501156515036	0.0010319917440660474	3.735543562066307	0.0013670213412190733	0.010858904875438433
GO:0006265	5	5	0.0038550501156515036	0.0010319917440660474	3.735543562066307	0.0013670213412190733	0.010858904875438433
GO:0006096	10	15	0.007710100231303007	0.0030959752321981426	2.4903623747108714	0.0013961449125563699	0.010858904875438433
GO:0009306	10	15	0.007710100231303007	0.0030959752321981426	2.4903623747108714	0.0013961449125563699	0.010858904875438433
GO:0008360	9	13	0.006939090208172706	0.0026831785345717233	2.5861455429689815	0.001662454835306767	0.012468411264800753
GO:0006098	8	11	0.006168080185042405	0.0022703818369453044	2.716758954230041	0.001910177335677382	0.0138323186376638
GO:0008955	7	9	0.005397070161912105	0.0018575851393188853	2.9054227704960165	0.0020631022192176105	0.014441715534523274
GO:0051301	9	14	0.006939090208172706	0.002889576883384933	2.40142086132834	0.00355350319906055	0.02407211844524889
GO:0000287	18	38	0.013878180416345412	0.00784313725490196	1.76946800308404	0.00502751103056381	0.02467669874012133
GO:0001522	4	4	0.0030840400925212026	8.25593395252838e-4	3.7355435620663067	0.0051181363595062075	0.02467669874012133
GO:0009451	4	4	0.0030840400925212026	8.25593395252838e-4	3.7355435620663067	0.0051181363595062075	0.02467669874012133
GO:0009982	4	4	0.0030840400925212026	8.25593395252838e-4	3.7355435620663067	0.0051181363595062075	0.02467669874012133
GO:0043022	4	4	0.0030840400925212026	8.25593395252838e-4	3.7355435620663067	0.0051181363595062075	0.02467669874012133
GO:0033308	4	4	0.0030840400925212026	8.25593395252838e-4	3.7355435620663067	0.0051181363595062075	0.02467669874012133
GO:0051470	4	4	0.0030840400925212026	8.25593395252838e-4	3.7355435620663067	0.0051181363595062075	0.02467669874012133
GO:0033286	4	4	0.0030840400925212026	8.25593395252838e-4	3.7355435620663067	0.0051181363595062075	0.02467669874012133
GO:0033288	4	4	0.0030840400925212026	8.25593395252838e-4	3.7355435620663067	0.0051181363595062075	0.02467669874012133
GO:0003918	4	4	0.0030840400925212026	8.25593395252838e-4	3.7355435620663067	0.0051181363595062075	0.02467669874012133
GO:0019288	4	4	0.0030840400925212026	8.25593395252838e-4	3.7355435620663067	0.0051181363595062075	0.02467669874012133
GO:0009234	4	4	0.0030840400925212026	8.25593395252838e-4	3.7355435620663067	0.0051181363595062075	0.02467669874012133
GO:0016790	7	10	0.005397070161912105	0.0020639834881320948	2.614880493446415	0.005287864015740285	0.02467669874012133
GO:0006099	7	10	0.005397070161912105	0.0020639834881320948	2.614880493446415	0.005287864015740285	0.02467669874012133
GO:0006414	5	6	0.0038550501156515036	0.001238390092879257	3.112952968388589	0.006377549976183195	0.027901781145801476
GO:0003746	5	6	0.0038550501156515036	0.001238390092879257	3.112952968388589	0.006377549976183195	0.027901781145801476
GO:0006400	5	6	0.0038550501156515036	0.001238390092879257	3.112952968388589	0.006377549976183195	0.027901781145801476
GO:0005886	33	85	0.025443330763299923	0.017543859649122806	1.4502698535080958	0.009685446499670609	0.041509056427159755
GO:0008654	11	21	0.008481110254433308	0.0043343653250774	1.9567132944156844	0.010932831944220367	0.045917894165725545
