occ2k	LFC_T2vsT1	region
0.0	0.3084724616286369	1
0.0	-0.064996638819204	1
0.0	3.73043732080737	1
0.0	-1.8054125524265177	1
0.0	-0.4101829966813702	1
0.0	2.3417968949676338	1
0.0	-0.6392258583075638	1
0.0	0.6987172474216647	1
92.59	-0.0453580522008571	1
92.59	0.2870214430238649	1
185.67000000000002	-1.5024968012635218	1
185.67000000000002	-0.2945712757961456	1
185.67000000000002	-0.7175922588414839	1
0.0	0.5692475959080903	1
0.0	-0.869316549170603	1
0.0	-0.3606469464108222	1
0.0	-0.2525763008527139	1
0.0	-1.0479481940274618	1
0.0	0.3106959580748562	1
0.0	-1.5743738556846	1
0.0	-1.0582895924966045	1
89.35	1.2530950966288965	1
89.35	0.3123485536686258	1
89.35	0.6048271416243798	1
0.0	0.2845818355499136	1
0.0	-0.0393927113348231	1
0.0	0.1205814515527366	1
0.0	-0.6077899749147638	1
0.0	0.2871589065833566	1
0.0	0.1202613186117827	1
0.0	5.245677928386516	1
100.0	-0.2875053222151583	1
0.0	-0.2568892583500227	1
0.0	0.2579330576947403	1
0.0	9.317497513720548	1
0.0	-0.4523750193596417	1
0.0	0.7577641624538549	1
0.0	1.5122439263738874	1
0.0	-0.2219314978556929	1
0.0	-0.3554975083925613	1
0.0	1.3600240391579397	1
0.0	0.9655255008363708	1
0.0	1.9292968279677385	1
0.0	0.1623930521528462	1
0.0	0.1821825681641175	1
0.0	-1.2377428889750035	1
0.0	1.5749940463613954	1
0.0	-0.7028200230209442	1
0.0	-0.4913578887678504	1
0.0	0.6752788836681285	1
0.0	2.328423106585965	1
0.0	2.076088368562657	1
0.0	-0.013077225448528	1
0.0	-0.6075084523896809	1
0.0	0.0970040238191012	1
0.0	-0.7621827406415761	1
0.0	-0.6376665096956609	1
0.0	-1.9134663438208523	1
0.0	0.0152221707013668	1
0.0	-0.0096515123551182	1
0.0	0.7829044673158415	1
0.0	0.9972933086261436	1
0.0	1.189739955564859	1
0.0	0.804545404597441	1
0.0	1.2609622000625589	1
0.0	2.2513191761115268	1
0.0	0.92386053268818	1
0.0	1.90525926908529	1
90.28	0.3174114997788794	1
0.0	0.8672368374511926	1
0.0	-0.9856835515882724	1
80.6	0.0893493563924571	1
0.0	-1.2552343502126442	1
0.0	1.978316071036801	1
0.0	0.3252894068191078	1
0.0	3.482150054914994	1
0.0	0.0238826598454784	1
0.0	2.322462075482234	1
78.21	0.1734614752606331	1
0.0	-0.1050498770238725	1
0.0	0.8323382923894537	1
0.0	2.282563047984613	1
0.0	2.4891659531675208	1
0.0	1.789563700414326	1
0.0	-1.9677755252935685	1
0.0	-0.9898133542710656	1
0.0	0.7718907569447695	1
0.0	2.439373553896403	1
0.0	0.832098119188154	1
0.0	-0.0699888507420797	1
0.0	-0.6512356615659685	1
0.0	-0.3852946992279291	1
0.0	6.713866498922921	1
0.0	1.255797203891179	1
0.0	-0.0381337573329031	1
0.0	-0.5849955635502094	1
0.0	-0.1292031354906641	1
0.0	3.155882755112203	1
0.0	1.1995164552335278	1
0.0	0.5107326877453584	1
0.0	-2.6098735454679076	1
100.0	-0.8509038570949925	1
0.0	0.2532833546682299	1
0.0	0.9260032244489564	1
0.0	-0.4625874680291252	1
0.0	-1.9173222472750449	1
0.0	0.5958914134685561	1
0.0	0.1146127928628551	1
0.0	1.4952902967784247	1
0.0	1.5464556094143065	1
0.0	1.558169930487341	1
0.0	2.8622816485837728	1
0.0	1.357758013493811	1
0.0	-1.1706397634528138	1
0.0	-0.3378111196565529	1
0.0	-0.1555362007224736	1
0.0	2.9317316720443833	1
100.0	0.9107738786248518	1
0.0	-0.8207429538218626	1
85.21	1.1194088157212856	0
