locus_tag	is_coordinated	coordination_primary	region	sites_2kb_T1	sites_2kb_T2	delta_sites	lfc_T2vsT1
SC_RS18125	False	non_coordinated	core	3	3	0	0.2915230515511615
SC_RS18140	False	non_coordinated	core	4	3	-1	-1.127065767506869
SC_RS18150	False	non_coordinated	core	2	2	0	4.7963227842598135
SC_RS18160	False	non_coordinated	core	1	2	1	0.6988407597444776
SC_RS18200	False	non_coordinated	core	3	2	-1	6.850365978212149
SC_RS18240	False	non_coordinated	core	2	2	0	2.1995931224098624
SC_RS18245	False	non_coordinated	core	2	2	0	0.948799424560244
SC_RS18375	False	non_coordinated	core	1	1	0	
SC_RS18410	False	non_coordinated	core	3	3	0	-3.282248030374895
SC_RS18415	False	non_coordinated	core	3	3	0	-1.0870193703686224
SC_RS18440	False	non_coordinated	core	0	0	0	-3.57844566475654
SC_RS18455	False	non_coordinated	core	0	0	0	-1.4069118601785828
SC_RS18470	False	non_coordinated	core	1	1	0	0.3644117025229381
SC_RS18490	False	non_coordinated	core	4	4	0	-1.7460465080733083
SC_RS18650	False	non_coordinated	core	0	0	0	-1.2911238825427258
SC_RS18680	False	non_coordinated	core	1	1	0	-0.421051085181412
SC_RS18705	False	non_coordinated	core	3	2	-1	-1.2898718884289853
SC_RS18720	False	non_coordinated	core	1	0	-1	7.549826853336102
SC_RS18745	False	non_coordinated	core	0	0	0	5.484559091854776
SC_RS18795	False	non_coordinated	core	5	4	-1	-0.5954602567225753
SC_RS18850	False	non_coordinated	core	2	2	0	1.1010267550070598
SC_RS18895	False	non_coordinated	core	5	5	0	0.3591860452126257
SC_RS18905	False	non_coordinated	core	6	6	0	-0.3648355164938173
SC_RS18910	False	non_coordinated	core	4	4	0	0.0451649567879807
SC_RS18920	False	non_coordinated	core	1	1	0	-0.2949793504757966
SC_RS18945	False	non_coordinated	core	2	2	0	3.4195676917640645
SC_RS18960	False	non_coordinated	core	3	3	0	-0.9212782130876302
SC_RS19010	False	non_coordinated	core	6	5	-1	0.2403384542806878
SC_RS19070	False	non_coordinated	core	1	0	-1	-1.5728990615356164
SC_RS19075	False	non_coordinated	core	0	0	0	-1.1111273204111014
SC_RS19190	False	non_coordinated	core	3	3	0	-0.1544535667081392
SC_RS19195	False	non_coordinated	core	3	3	0	-1.3306434253857695
SC_RS19220	False	non_coordinated	core	3	3	0	0.4448143000849645
SC_RS19230	False	non_coordinated	core	1	1	0	1.1801475153188778
SC_RS19300	False	non_coordinated	core	4	3	-1	-1.419044769100312
SC_RS19360	False	non_coordinated	core	1	1	0	-0.732229725117746
SC_RS19370	False	non_coordinated	core	0	0	0	0.8470235862176384
SC_RS19375	False	non_coordinated	core	0	0	0	0.621248879121303
SC_RS19380	False	non_coordinated	core	0	0	0	0.6765043857035247
SC_RS19550	False	non_coordinated	core	0	0	0	-0.7857429667648392
SC_RS19650	False	non_coordinated	core	1	1	0	-0.694963350336834
SC_RS19730	False	non_coordinated	core	1	1	0	0.4986107728304443
SC_RS19815	False	non_coordinated	core	3	3	0	1.1751529934212015
SC_RS19880	False	non_coordinated	core	0	0	0	1.5339730549690782
SC_RS19990	False	non_coordinated	core	2	2	0	-0.2213786192614913
SC_RS20030	False	non_coordinated	core	4	5	1	6.323592911041734
SC_RS20070	False	non_coordinated	core	1	1	0	-1.0793810864781923
SC_RS20085	False	non_coordinated	core	3	3	0	0.1746499633235921
SC_RS20135	False	non_coordinated	core	3	3	0	-2.032137929466868
SC_RS20140	False	non_coordinated	core	4	4	0	-2.4053899511022783
SC_RS20165	False	non_coordinated	core	1	2	1	-1.6504081941574402
SC_RS20200	False	non_coordinated	core	3	2	-1	-1.1236099230951204
SC_RS20215	False	non_coordinated	core	3	2	-1	1.0080131247304975
SC_RS20250	False	non_coordinated	core	3	3	0	-1.6809730341213878
SC_RS20265	False	non_coordinated	core	1	3	2	-1.625217624879505
SC_RS20295	False	non_coordinated	core	2	2	0	-1.2524629578867557
SC_RS20330	False	non_coordinated	core	2	0	-2	0.1557142212481874
SC_RS20335	False	non_coordinated	core	1	1	0	-0.6399045673304289
SC_RS20340	False	non_coordinated	core	3	3	0	-0.0262766559413957
SC_RS20345	False	non_coordinated	core	4	4	0	-0.9538057450057424
SC_RS20405	False	non_coordinated	core	1	1	0	1.650608526384457
SC_RS20410	False	non_coordinated	core	1	1	0	0.3177727482673137
SC_RS20455	False	non_coordinated	core	0	0	0	-0.2724179528703817
SC_RS20460	False	non_coordinated	core	0	0	0	-0.5131452242756813
SC_RS20465	False	non_coordinated	core	0	0	0	-0.5837037988911257
SC_RS20475	False	non_coordinated	core	0	0	0	-1.4457422544664116
SC_RS20605	False	non_coordinated	core	1	2	1	0.1730965240564884
SC_RS20615	False	non_coordinated	core	1	2	1	-0.1477601729984013
SC_RS20630	False	non_coordinated	core	5	4	-1	0.3906674110010656
SC_RS20680	False	non_coordinated	core	1	1	0	-1.3193271179997217
SC_RS20710	False	non_coordinated	core	1	1	0	-0.6460354809781391
SC_RS20740	False	non_coordinated	core	1	1	0	-0.8141699729322092
SC_RS20775	True	concordant_repression	core	0	0	0	-0.6967113135206181
SC_RS20810	False	non_coordinated	core	2	3	1	-1.7310833361649274
SC_RS20830	False	non_coordinated	core	2	4	2	-0.6926134733220327
SC_RS20835	False	non_coordinated	core	2	4	2	-0.7563037005233212
SC_RS20875	False	non_coordinated	core	3	3	0	-0.5785954048483916
SC_RS20905	False	non_coordinated	core	4	4	0	-0.9535991194438737
SC_RS20910	False	non_coordinated	core	5	4	-1	-1.073051022488214
SC_RS20965	False	non_coordinated	core	1	1	0	-2.255676468319754
SC_RS20985	False	non_coordinated	core	2	2	0	-2.6883283430955105
SC_RS21030	False	non_coordinated	core	0	0	0	0.1921935445623061
SC_RS21145	False	non_coordinated	core	1	1	0	-1.6647958011309871
SC_RS21175	False	non_coordinated	core	3	4	1	0.7716057510507088
SC_RS21185	False	non_coordinated	core	3	3	0	-1.4405098999168529
SC_RS21215	False	non_coordinated	core	0	1	1	0.9790335327089884
SC_RS21235	False	non_coordinated	core	3	3	0	-0.5700864403485099
SC_RS21290	False	non_coordinated	core	1	1	0	-0.077592220658129
SC_RS21295	False	non_coordinated	core	0	0	0	1.6409972826263803
SC_RS21350	False	non_coordinated	core	6	6	0	-2.3725358434839876
SC_RS21355	False	non_coordinated	core	7	5	-2	-1.9488646736231008
SC_RS21435	False	non_coordinated	core	1	0	-1	-0.0630703143802155
SC_RS21460	False	non_coordinated	core	0	1	1	-0.6543999853750554
SC_RS21600	False	non_coordinated	core	3	2	-1	-0.3804500103303346
SC_RS21605	False	non_coordinated	core	3	2	-1	-0.8969639021342686
SC_RS21645	False	non_coordinated	core	0	0	0	-2.977392970203959
SC_RS21680	True	concordant_repression	core	0	1	1	-2.5294364079004064
SC_RS21715	False	non_coordinated	core	3	3	0	-0.815121140869563
SC_RS21740	False	non_coordinated	core	2	3	1	-0.1181709699434179
SC_RS21770	False	non_coordinated	core	1	2	1	-0.1787664520921113
SC_RS21775	False	non_coordinated	core	1	2	1	1.6135899470826145
SC_RS21805	False	non_coordinated	core	3	4	1	-0.4842994051656971
SC_RS21810	False	non_coordinated	core	3	4	1	
SC_RS21855	False	non_coordinated	core	3	4	1	0.3569532851932374
SC_RS21880	False	non_coordinated	core	5	5	0	-1.9816848725882763
SC_RS22035	False	non_coordinated	core	3	2	-1	-0.7124015676636655
SC_RS22050	False	non_coordinated	core	1	1	0	-1.4546100083291085
SC_RS22070	False	non_coordinated	core	1	1	0	-1.689320142587379
SC_RS22100	False	non_coordinated	core	1	1	0	
SC_RS22135	True	concordant_derepression	core	3	3	0	0.2650411061157262
SC_RS22150	False	non_coordinated	core	2	5	3	-2.113509805084437
SC_RS22155	False	non_coordinated	core	0	0	0	-0.8190349772649134
SC_RS22190	False	non_coordinated	core	1	1	0	-0.9196781120779796
SC_RS22205	False	non_coordinated	core	0	0	0	-1.5900098316657134
SC_RS22215	False	non_coordinated	core	2	3	1	-1.1607399411922024
SC_RS22220	False	non_coordinated	core	2	3	1	-1.5782501827848514
SC_RS22225	False	non_coordinated	core	3	4	1	-1.291859747883198
SC_RS22245	False	non_coordinated	core	3	2	-1	-0.5571879142795835
SC_RS22280	False	non_coordinated	core	1	1	0	-0.5505951232293238
SC_RS22290	False	non_coordinated	core	1	1	0	1.4546917486403483
SC_RS22295	False	non_coordinated	core	1	1	0	-0.7328712147614266
SC_RS22420	False	non_coordinated	core	1	2	1	0.0259296739973166
SC_RS22490	False	non_coordinated	core	3	4	1	-0.9848827772212636
SC_RS22495	False	non_coordinated	core	1	2	1	-1.41309872658276
SC_RS22545	False	non_coordinated	core	1	1	0	-1.0299852523159492
SC_RS22590	False	non_coordinated	core	3	3	0	0.9503499478847856
SC_RS22660	False	non_coordinated	core	1	1	0	-1.033989369929107
SC_RS22675	False	non_coordinated	core	1	0	-1	0.3829377253108014
SC_RS22750	False	non_coordinated	core	1	0	-1	-0.6162868378144991
SC_RS22755	False	non_coordinated	core	3	2	-1	0.5081868185176802
SC_RS22760	False	non_coordinated	core	0	1	1	0.513765027513466
SC_RS22780	True	discordant_loss_down	core	4	3	-1	-3.79957961958281
SC_RS22800	False	non_coordinated	core	1	1	0	-1.4495787880375135
SC_RS22805	False	non_coordinated	core	1	1	0	-1.725259042101795
SC_RS22870	False	non_coordinated	core	3	3	0	0.6738200007536261
SC_RS22920	False	non_coordinated	core	1	1	0	-0.3825600155514074
SC_RS22955	False	non_coordinated	core	0	0	0	-0.338435550376403
SC_RS22965	False	non_coordinated	core	1	2	1	-0.6017095256636185
SC_RS22970	False	non_coordinated	core	2	3	1	-0.690793184596513
SC_RS22980	True	discordant_loss_down	core	3	4	1	-0.0261795784401953
SC_RS22985	False	non_coordinated	core	4	4	0	-1.610509703085793
SC_RS23025	False	non_coordinated	core	1	1	0	-0.8893410313158754
SC_RS23070	False	non_coordinated	core	4	2	-2	0.7276872848626493
SC_RS23085	False	non_coordinated	core	2	1	-1	-1.1446575036612223
SC_RS23125	False	non_coordinated	core	0	0	0	-1.3385634696082236
SC_RS23135	False	non_coordinated	core	0	0	0	-0.947355324671142
SC_RS23155	False	non_coordinated	core	1	1	0	-0.1462933334901156
SC_RS23170	False	non_coordinated	core	2	3	1	-1.302338605228163
SC_RS23175	False	non_coordinated	core	2	3	1	2.189284616325434
SC_RS23215	False	non_coordinated	core	1	0	-1	0.4142537861914759
SC_RS23260	False	non_coordinated	core	1	1	0	-1.857767252222544
SC_RS23300	False	non_coordinated	core	2	2	0	-1.3933113218235125
SC_RS23330	False	non_coordinated	core	2	2	0	3.08957851226659
SC_RS23335	False	non_coordinated	core	2	2	0	4.227598677186286
SC_RS23345	False	non_coordinated	core	3	3	0	-1.122084319292714
SC_RS23495	False	non_coordinated	core	1	1	0	3.061620218018283
SC_RS23500	False	non_coordinated	core	0	0	0	-0.5129905995436999
SC_RS23535	False	non_coordinated	core	0	0	0	-2.344321338779997
SC_RS23560	False	non_coordinated	core	0	0	0	-2.4415418950839083
SC_RS23565	False	non_coordinated	core	0	0	0	-2.6877433042707
SC_RS23610	False	non_coordinated	core	3	3	0	-1.1232797760643776
SC_RS23690	False	non_coordinated	core	0	0	0	4.0059313971641
SC_RS23700	False	non_coordinated	core	0	0	0	0.4800328681855517
SC_RS23710	True	concordant_repression	core	1	1	0	-0.7638015556801351
SC_RS23725	False	non_coordinated	core	2	1	-1	-2.074023651119372
SC_RS23750	False	non_coordinated	core	1	1	0	-2.668446171977565
SC_RS23810	False	non_coordinated	core	1	1	0	-1.179731054881152
SC_RS23860	False	non_coordinated	core	0	0	0	-2.2152124543258744
SC_RS23960	False	non_coordinated	core	0	0	0	-1.611900730732057
SC_RS23980	False	non_coordinated	core	1	1	0	-0.5275166844056618
SC_RS23985	False	non_coordinated	core	1	1	0	-0.7923482171218507
SC_RS24045	False	non_coordinated	core	3	4	1	-0.7349754452201004
SC_RS24095	False	non_coordinated	core	0	1	1	-2.742475874392498
SC_RS24125	False	non_coordinated	core	4	3	-1	1.230428479243588
SC_RS24140	False	non_coordinated	core	3	3	0	0.1078268639887354
SC_RS24185	False	non_coordinated	core	2	2	0	-0.7118992266088117
SC_RS24205	False	non_coordinated	core	6	8	2	-0.6102359269250709
SC_RS24215	False	non_coordinated	core	7	9	2	2.4478129572402416
SC_RS24235	False	non_coordinated	core	3	3	0	1.3277305525245755
SC_RS24270	False	non_coordinated	core	4	4	0	-1.5498489543450966
SC_RS24295	False	non_coordinated	core	4	4	0	-0.2613866005478055
SC_RS24335	False	non_coordinated	core	1	1	0	-0.5661289350968162
SC_RS24370	False	non_coordinated	core	3	3	0	3.6890665244051695
SC_RS24380	True	discordant_gain_up	core	1	3	2	2.1231739543915493
SC_RS24390	False	non_coordinated	core	1	3	2	-1.5746384719887423
SC_RS24415	False	non_coordinated	core	3	3	0	-1.5624594138570886
SC_RS24425	False	non_coordinated	core	2	3	1	0.4402004152934874
SC_RS24435	False	non_coordinated	core	2	3	1	-1.8167566366869272
SC_RS24470	False	non_coordinated	core	2	3	1	-0.3231041185646008
SC_RS24490	False	non_coordinated	core	3	4	1	-0.9288366549900312
SC_RS24545	False	non_coordinated	core	5	5	0	-0.936015561425914
SC_RS24560	False	non_coordinated	core	5	7	2	-1.7970783779029191
SC_RS24570	False	non_coordinated	core	1	4	3	-1.571322682931436
SC_RS24585	False	non_coordinated	core	1	1	0	-1.3480782587503002
SC_RS24625	False	non_coordinated	core	1	2	1	-1.3222267322689032
SC_RS24635	True	concordant_repression	core	1	2	1	-2.524458093106345
SC_RS24660	False	non_coordinated	core	1	1	0	-0.1927766726713451
SC_RS24870	False	non_coordinated	core	2	2	0	-1.1054600380815596
SC_RS24895	False	non_coordinated	core	0	0	0	-1.2079929326540595
SC_RS25095	False	non_coordinated	core	2	1	-1	-2.727342227863869
SC_RS25135	False	non_coordinated	core	0	0	0	-0.6323857389663057
SC_RS25140	False	non_coordinated	core	1	1	0	-0.101567528967933
SC_RS25145	False	non_coordinated	core	2	1	-1	0.6024740268693711
SC_RS25240	False	non_coordinated	core	2	3	1	
SC_RS25300	False	non_coordinated	core	1	1	0	-2.0652461669455877
SC_RS25320	False	non_coordinated	core	1	1	0	1.3698366358429046
SC_RS25370	True	discordant_loss_down	core	4	3	-1	-1.205765616879327
SC_RS25375	False	non_coordinated	core	3	2	-1	-0.8571986010981619
SC_RS25415	False	non_coordinated	core	1	1	0	-2.2798853152190977
SC_RS25495	False	non_coordinated	core	5	4	-1	-1.4000332177522306
SC_RS25510	False	non_coordinated	core	2	3	1	0.0492268027202965
SC_RS25515	False	non_coordinated	core	2	3	1	-1.3478537192778712
SC_RS25530	False	non_coordinated	core	1	1	0	0.3263885896825622
SC_RS25540	False	non_coordinated	core	1	2	1	0.8481791523313935
SC_RS25555	False	non_coordinated	core	1	1	0	4.939406509538911
SC_RS25565	False	non_coordinated	core	0	1	1	2.0018099990246654
SC_RS25575	False	non_coordinated	core	0	1	1	0.2989238993813005
SC_RS25615	False	non_coordinated	core	3	3	0	-0.209928149986379
SC_RS25875	False	non_coordinated	core	3	2	-1	-0.967189016491167
SC_RS25930	False	non_coordinated	core	3	2	-1	-1.4578583039993318
SC_RS25945	False	non_coordinated	core	3	2	-1	-0.4996091207829694
SC_RS25990	True	concordant_repression	core	2	2	0	-0.5614154947959401
SC_RS25995	False	non_coordinated	core	1	1	0	0.3372120358810323
SC_RS26000	False	non_coordinated	core	1	1	0	5.824307395274568
SC_RS26005	False	non_coordinated	core	0	0	0	1.475222471033223
SC_RS26125	False	non_coordinated	core	3	2	-1	0.3273725462957085
SC_RS26210	False	non_coordinated	core	5	5	0	-2.17145770037917
SC_RS26275	False	non_coordinated	core	5	6	1	-1.6047966712141806
SC_RS26280	False	non_coordinated	core	2	3	1	-1.040301816310672
SC_RS26290	False	non_coordinated	core	2	4	2	-1.3875765985470283
SC_RS26340	False	non_coordinated	core	3	3	0	-0.4834644641256183
SC_RS26410	False	non_coordinated	core	1	1	0	-1.2035966688171895
SC_RS26480	False	non_coordinated	core	3	2	-1	-1.02524124721721
SC_RS26490	False	non_coordinated	core	4	2	-2	-2.383232055363211
SC_RS26515	False	non_coordinated	core	2	1	-1	0.4513157771405439
SC_RS26620	False	non_coordinated	core	5	5	0	0.9238363450830216
SC_RS26635	False	non_coordinated	core	3	0	-3	-0.3572705276266575
SC_RS26645	False	non_coordinated	core	2	0	-2	-0.2632247148964326
SC_RS26650	False	non_coordinated	core	1	1	0	-0.3902521759323373
SC_RS26690	False	non_coordinated	core	3	3	0	-1.258153952747587
SC_RS26695	False	non_coordinated	core	4	4	0	-1.4448293409983173
SC_RS26700	False	non_coordinated	core	4	4	0	-2.8452588985786473
SC_RS26760	False	non_coordinated	core	3	4	1	5.322267550234008
SC_RS26855	True	discordant_gain_up	core	1	1	0	-1.018259879132294
SC_RS26865	False	non_coordinated	core	1	0	-1	-3.0458921264373755
SC_RS26875	False	non_coordinated	core	2	1	-1	-1.921310905083662
SC_RS26885	False	non_coordinated	core	4	4	0	-1.5487193119762634
SC_RS26925	False	non_coordinated	core	2	3	1	-0.0593562606039366
SC_RS26965	True	discordant_loss_down	core	4	3	-1	-1.272316820268741
SC_RS26970	False	non_coordinated	core	4	3	-1	0.2293128645391418
SC_RS26990	False	non_coordinated	core	1	1	0	-1.030577704513464
SC_RS27010	False	non_coordinated	core	1	1	0	-0.3090146874217956
SC_RS27045	False	non_coordinated	core	0	0	0	-1.2520153596365848
SC_RS27105	True	discordant_loss_down	core	5	5	0	-1.7170840522337387
SC_RS27140	False	non_coordinated	core	2	1	-1	0.3858780424918331
SC_RS27150	False	non_coordinated	core	2	1	-1	0.2270905287033875
SC_RS27250	False	non_coordinated	core	3	3	0	1.835086357005902
SC_RS27290	False	non_coordinated	core	1	1	0	0.281321289476046
SC_RS27300	True	discordant_loss_down	core	2	2	0	-2.2543700120671244
SC_RS27330	False	non_coordinated	core	4	4	0	-0.7524789925700364
SC_RS27345	False	non_coordinated	core	1	3	2	-2.4778833850748785
SC_RS27395	False	non_coordinated	core	3	3	0	0.8775802374359299
SC_RS27485	False	non_coordinated	core	0	0	0	0.4864064030164255
SC_RS27500	False	non_coordinated	core	0	0	0	-0.2016682321445138
SC_RS27570	False	non_coordinated	core	2	2	0	-0.8299871201264029
SC_RS27585	False	non_coordinated	core	1	1	0	1.9854878028690233
SC_RS27635	False	non_coordinated	core	4	3	-1	-1.0878972619303078
SC_RS27640	False	non_coordinated	core	3	3	0	-0.4284463849017733
SC_RS27660	False	non_coordinated	core	2	3	1	3.315196156832278
SC_RS27785	False	non_coordinated	core	3	4	1	2.6935231601259644
SC_RS27815	False	non_coordinated	core	6	6	0	-0.689837931446591
SC_RS27820	False	non_coordinated	core	1	1	0	-1.0307147902179643
SC_RS27900	False	non_coordinated	core	1	1	0	-0.7668411556411651
SC_RS27905	False	non_coordinated	core	3	2	-1	-0.5530510130978433
SC_RS28015	False	non_coordinated	core	1	2	1	0.2348412263615794
SC_RS28115	False	non_coordinated	core	3	3	0	-2.6105473280966645
SC_RS28200	False	non_coordinated	core	0	0	0	-0.6099229748247753
SC_RS28210	False	non_coordinated	core	0	1	1	0.0475200705359124
SC_RS28225	False	non_coordinated	core	0	1	1	-0.6481204813202025
SC_RS28260	False	non_coordinated	core	0	0	0	1.6882147654829212
SC_RS28265	False	non_coordinated	core	1	1	0	1.6437010556982103
SC_RS28280	False	non_coordinated	core	2	2	0	0.3227776549048995
SC_RS28300	False	non_coordinated	core	1	1	0	0.1726333843476718
SC_RS28335	False	non_coordinated	core	2	2	0	-0.8772459390097801
SC_RS28370	False	non_coordinated	core	2	2	0	0.9040245487851306
SC_RS28375	False	non_coordinated	core	0	0	0	-1.8102154746576544
SC_RS28380	False	non_coordinated	core	0	0	0	-0.8323966970424082
SC_RS28395	False	non_coordinated	core	0	0	0	1.0293094468069504
SC_RS28495	False	non_coordinated	core	5	6	1	-0.5717326292148773
SC_RS28505	False	non_coordinated	core	2	4	2	-1.8797533203902916
SC_RS28560	False	non_coordinated	core	2	2	0	3.2690510934659804
SC_RS28585	False	non_coordinated	core	1	0	-1	-1.2381549782920114
SC_RS28595	False	non_coordinated	core	7	6	-1	-1.1260053392003246
SC_RS28600	False	non_coordinated	core	0	0	0	-1.04529906880727
SC_RS28620	False	non_coordinated	core	0	1	1	-2.016252091491544
SC_RS28630	True	concordant_repression	core	1	1	0	-0.0137258522464046
SC_RS28665	False	non_coordinated	core	1	2	1	-0.6667854253778536
SC_RS28795	False	non_coordinated	core	0	0	0	-2.179903806611605
SC_RS28860	False	non_coordinated	core	1	1	0	-1.000393723119188
SC_RS28865	False	non_coordinated	core	1	1	0	
SC_RS28915	False	non_coordinated	core	2	2	0	
SC_RS28935	False	non_coordinated	core	1	1	0	4.130395848128299
SC_RS28965	False	non_coordinated	core	3	2	-1	-0.5708762172452746
SC_RS29065	False	non_coordinated	core	3	2	-1	-0.0337759491781159
SC_RS29070	False	non_coordinated	core	3	3	0	0.8083934637253871
SC_RS29100	False	non_coordinated	core	0	0	0	-0.8626951605881105
SC_RS29195	False	non_coordinated	core	0	0	0	-1.145059285071395
SC_RS29200	False	non_coordinated	core	0	0	0	-0.8355933754250144
SC_RS29205	False	non_coordinated	core	1	1	0	2.891617584917847
SC_RS29245	False	non_coordinated	core	0	0	0	1.1148212066184375
SC_RS29260	False	non_coordinated	core	2	2	0	1.1464849735440803
SC_RS29270	False	non_coordinated	core	2	2	0	-2.058207338092773
SC_RS29275	False	non_coordinated	core	3	3	0	0.3109504974023706
SC_RS29315	False	non_coordinated	core	0	0	0	-0.55161901383146
SC_RS29335	False	non_coordinated	core	4	5	1	-0.0250634768413038
SC_RS29350	True	discordant_gain_up	core	2	3	1	1.0401395580980954
SC_RS29355	True	concordant_repression	core	0	0	0	-1.9216630018303835
SC_RS29360	False	non_coordinated	core	4	3	-1	-2.94605153267327
SC_RS29370	False	non_coordinated	core	4	3	-1	0.1665840547262255
SC_RS29455	False	non_coordinated	core	1	1	0	-0.2556375956815839
SC_RS29460	False	non_coordinated	core	0	0	0	-0.5584147619455264
SC_RS29500	False	non_coordinated	core	2	2	0	1.0418972871266523
SC_RS29600	False	non_coordinated	core	2	2	0	-1.926886428909007
SC_RS29715	False	non_coordinated	core	1	1	0	0.0630168366712376
SC_RS29770	False	non_coordinated	core	2	2	0	-1.2562254513684274
SC_RS29775	False	non_coordinated	core	1	1	0	-1.06437504638543
SC_RS29825	False	non_coordinated	core	2	2	0	-0.8254001961557298
SC_RS29845	False	non_coordinated	core	1	2	1	-0.0323222690046046
SC_RS29905	False	non_coordinated	core	1	1	0	-1.3132734160492394
SC_RS29960	False	non_coordinated	core	2	2	0	-0.8950996125621657
SC_RS29970	False	non_coordinated	core	1	1	0	0.7982973219900583
SC_RS29990	False	non_coordinated	core	2	2	0	-1.558318134472244
SC_RS30020	False	non_coordinated	core	2	1	-1	-0.9538326231656606
SC_RS30085	False	non_coordinated	core	1	1	0	0.7632294118053181
SC_RS30130	False	non_coordinated	core	5	4	-1	6.63799867067266
SC_RS30140	True	discordant_loss_down	core	5	4	-1	-0.5802055478802578
SC_RS30255	False	non_coordinated	core	1	1	0	0.9301520478126112
SC_RS30275	False	non_coordinated	core	3	2	-1	1.1267708295904195
SC_RS30290	False	non_coordinated	core	3	3	0	0.6382480727131737
SC_RS30330	False	non_coordinated	core	2	1	-1	2.003051039898683
SC_RS30335	False	non_coordinated	core	2	1	-1	1.020718790945095
SC_RS30340	False	non_coordinated	core	4	3	-1	0.4330456803061361
SC_RS30370	False	non_coordinated	core	8	8	0	2.6485640091293856
SC_RS30395	False	non_coordinated	core	0	0	0	0.3974434163786196
SC_RS30400	False	non_coordinated	core	0	0	0	0.4210736081349593
SC_RS30495	False	non_coordinated	core	1	1	0	-2.0995529592420255
SC_RS30590	False	non_coordinated	core	1	1	0	-1.8678243028306625
SC_RS30605	False	non_coordinated	core	1	2	1	-0.9188251923263788
SC_RS30630	False	non_coordinated	core	4	4	0	0.1036633401842649
SC_RS30635	False	non_coordinated	core	4	4	0	-0.1437515503613511
SC_RS30675	False	non_coordinated	core	3	3	0	-0.825819654572287
SC_RS30735	False	non_coordinated	core	4	4	0	-2.1955854384173428
SC_RS30905	False	non_coordinated	core	1	2	1	-1.6728590358871127
SC_RS30910	False	non_coordinated	core	0	1	1	-2.015676995330079
SC_RS30930	False	non_coordinated	core	1	1	0	-0.5029998562335334
SC_RS30975	False	non_coordinated	core	2	2	0	1.1859502296208655
SC_RS30985	False	non_coordinated	core	0	0	0	1.7664257220602293
SC_RS31005	False	non_coordinated	core	0	0	0	0.0987149337733138
SC_RS31020	False	non_coordinated	core	0	0	0	1.6780090847451583
SC_RS31040	False	non_coordinated	core	1	2	1	-0.117254233241039
SC_RS31080	False	non_coordinated	core	0	0	0	-1.304694892321577
SC_RS31130	False	non_coordinated	core	2	1	-1	-3.2911649386321704
SC_RS31135	False	non_coordinated	core	1	0	-1	-1.974949831979327
SC_RS31155	False	non_coordinated	core	3	2	-1	-0.6539981369008685
SC_RS31160	False	non_coordinated	core	3	2	-1	-0.8777496817967684
SC_RS31165	False	non_coordinated	core	4	3	-1	-0.8183710910650452
SC_RS31255	False	non_coordinated	core	1	1	0	2.868531217654587
SC_RS31260	False	non_coordinated	core	2	2	0	0.0744689051549469
SC_RS31295	False	non_coordinated	core	0	0	0	1.5087439690915627
SC_RS31335	False	non_coordinated	core	2	3	1	5.44672201767712
SC_RS31340	False	non_coordinated	core	2	3	1	-0.2685324365602969
SC_RS31365	False	non_coordinated	core	1	2	1	-0.3742325630780733
SC_RS31370	False	non_coordinated	core	1	3	2	0.3780366942079564
SC_RS31385	True	concordant_derepression	core	3	2	-1	3.2007683924803816
SC_RS31445	False	non_coordinated	core	1	1	0	0.2191804438160448
SC_RS31480	False	non_coordinated	core	2	2	0	-0.5646193232573034
SC_RS31555	False	non_coordinated	core	5	5	0	-1.4375264746049232
SC_RS31560	False	non_coordinated	core	4	4	0	-1.3873486809671436
SC_RS31600	False	non_coordinated	core	0	0	0	-0.3250783191782771
SC_RS31605	False	non_coordinated	core	1	1	0	0.0046734007564002
SC_RS31630	False	non_coordinated	core	0	0	0	5.7894075874883155
SC_RS31650	False	non_coordinated	core	1	1	0	0.9068138863503556
SC_RS31765	False	non_coordinated	core	0	0	0	-2.7544997178641037
SC_RS31780	False	non_coordinated	core	1	0	-1	0.4474250518695102
SC_RS31810	False	non_coordinated	core	2	2	0	-0.1421209952369547
SC_RS31825	False	non_coordinated	core	4	4	0	0.4452361334056296
SC_RS31885	False	non_coordinated	core	1	1	0	-0.8165490271218628
SC_RS31920	False	non_coordinated	core	0	0	0	-0.4024683776859474
SC_RS31955	False	non_coordinated	core	1	1	0	-0.1133721036123431
SC_RS32000	False	non_coordinated	core	1	2	1	1.414256440559752
SC_RS32025	True	discordant_loss_down	core	4	4	0	-2.09236783247235
SC_RS32055	False	non_coordinated	core	2	0	-2	0.06213466260675
SC_RS32155	False	non_coordinated	core	2	2	0	-2.517783591869875
SC_RS32230	False	non_coordinated	core	0	0	0	0.676826755060682
SC_RS32255	False	non_coordinated	core	0	0	0	0.5913396103599787
SC_RS32280	False	non_coordinated	core	0	0	0	1.9490638454787417
SC_RS32380	False	non_coordinated	core	0	0	0	2.008928172406285
SC_RS32585	False	non_coordinated	core	1	1	0	0.1908091448740959
SC_RS32595	False	non_coordinated	core	2	2	0	-0.4666273921675268
SC_RS32795	False	non_coordinated	core	3	2	-1	1.0082006305029243
SC_RS32820	False	non_coordinated	core	0	1	1	-0.8371667364894995
SC_RS32835	False	non_coordinated	core	5	4	-1	0.7506201439849568
SC_RS32840	False	non_coordinated	core	4	3	-1	0.0725119067724222
SC_RS32850	False	non_coordinated	core	3	1	-2	-1.7270404444147904
