global_role	gene_id	old_locus_tag	gene_name	product	is_known	known_name	corr_act	corr_red	corr_cda	corr_cpk	abs_corr_act	abs_corr_red	abs_corr_cda	abs_corr_cpk	n_high_corr	mean_abs_corr	n_high_090	n_high_080	log2FC_3_vs_1	padj_3_vs_1	delta_2_vs_1	delta_3_vs_2	phase_preference
global_activator	SC_RS02965	SCO0203	NA	two-component system sensor histidine kinase	FALSE	NA	0.5733551727138825	0.9438240900236162	0.9769357672774432	0.8996251158096958	0.5733551727138825	0.9438240900236162	0.9769357672774432	0.8996251158096958	2	0.8484350364561595	2	3	3.2104494409537523	1.2094940477281763e-39	2.834003398976238	0.23960428947471613	early_mid
global_activator	SC_RS14635	SCO2517	NA	response regulator	FALSE	NA	0.6171049840531809	0.948083023651994	0.9599842178189772	0.8652890890279551	0.6171049840531809	0.948083023651994	0.9599842178189772	0.8652890890279551	2	0.8476153286380267	2	3	4.70711739702578	6.48838851926573e-65	3.7670095380340545	0.6920911652765156	early_mid
global_repressor	SC_RS30605	SCO5678	NA	PucR family transcriptional regulator	FALSE	NA	-0.6291515948985377	-0.9454651239779815	-0.9580981851487947	-0.8545326564439943	0.6291515948985377	0.9454651239779815	0.9580981851487947	0.8545326564439943	2	0.8468118901173272	2	3	-1.1290544511564835	5.030034662514632e-11	-0.9112592786170461	-0.20290470086611556	early_mid
global_activator	SC_RS21215	SCO3818	NA	response regulator	FALSE	NA	0.5311377376326548	0.9343798909472238	0.9843126321735456	0.9335069027930616	0.5311377376326548	0.9343798909472238	0.9843126321735456	0.9335069027930616	3	0.8458342908866214	3	3	0.9837136898143116	6.8452643564407386e-6	0.9592627315037223	8.956647710718357e-4	early_mid
global_repressor	SC_RS29775	SCO5518	NA	PucR family transcriptional regulator	FALSE	NA	-0.5528860906840048	-0.9363124900070258	-0.9786461707378018	-0.9121575357793724	0.5528860906840048	0.9363124900070258	0.9786461707378018	0.9121575357793724	3	0.8450005718020512	3	3	-1.0833507695696063	2.5371163122664395e-8	-1.0370730963618664	-0.04006186444002413	early_mid
global_activator	SC_RS02970	SCO0204	NA	response regulator	FALSE	NA	0.6125643727459487	0.9438553198240652	0.9585894047325464	0.8629066248061367	0.6125643727459487	0.9438553198240652	0.9585894047325464	0.8629066248061367	2	0.8444789305271743	2	3	7.534071763657279	6.397685195292337e-116	6.020982589299067	1.0858355830916508	early_mid
not_global	SC_RS24425	SCO4452	NA	RNA polymerase sigma factor	FALSE	NA	0.7071248043514423	0.956918834705928	0.9135086667875584	0.7952035227802425	0.7071248043514423	0.956918834705928	0.9135086667875584	0.7952035227802425	2	0.8431889571562928	2	2	0.5949085230891418	0.00282742412005909	0.44034583903016866	0.14892904035823573	stable
global_repressor	SC_RS28335	SCO5231	NA	GntR family transcriptional regulator	FALSE	NA	-0.6717366787299921	-0.9429261241867252	-0.932050227995968	-0.8096252341241356	0.6717366787299921	0.9429261241867252	0.932050227995968	0.8096252341241356	2	0.8390845662592052	2	3	-1.1825421868300867	1.3638931830624212e-9	-0.8708750873679882	-0.2941707660863635	early_mid
global_repressor	SC_RS28860	SCO5337	NA	XRE family transcriptional regulator	FALSE	NA	-0.5303428025695436	-0.9276538938308488	-0.9662642375011804	-0.9320375072014518	0.5303428025695436	0.9276538938308488	0.9662642375011804	0.9320375072014518	3	0.839074610275756	3	3	-0.824784317944241	0.00144863890707232	-0.9903782440362248	0.08366189445405592	early_mid
global_repressor	SC_RS29960	SCO5550	NA	MerR family transcriptional regulator	FALSE	NA	-0.8153559940576518	-0.950567401198662	-0.8638559482733658	-0.715386937168012	0.8153559940576518	0.950567401198662	0.8638559482733658	0.715386937168012	1	0.8362915701744229	1	3	-1.541250392822855	6.809548131041566e-7	-0.947908895105364	-0.7032831533199841	both
not_global	SC_RS26410	SCO4850	NA	TetR/AcrR family transcriptional regulator	FALSE	NA	-0.6843236418189568	-0.9458404209599812	-0.9211382926221356	-0.793537238262137	0.6843236418189568	0.9458404209599812	0.9211382926221356	0.793537238262137	2	0.8362098984158026	2	2	-1.6755757494977948	1.209192253386279e-16	-1.1763678944464155	-0.44888232289284424	early_mid
global_activator	SC_RS03000	SCO0211	NA	sensor histidine kinase	FALSE	NA	0.6644573252098804	0.9386264051115764	0.9293839157197316	0.8071714354415085	0.6644573252098804	0.9386264051115764	0.9293839157197316	0.8071714354415085	2	0.8349097703706743	2	3	5.376968355724926	2.0760088115904952e-26	3.528341632307272	1.1402787160154642	early_mid
global_repressor	SC_RS23300	SCO4223	NA	AraC family transcriptional regulator	FALSE	NA	-0.5289086515848783	-0.9269986926893266	-0.972961370551638	-0.9076389053182852	0.5289086515848783	0.9269986926893266	0.972961370551638	0.9076389053182852	3	0.834126905036032	3	3	-1.4280318858472192	9.622216279530835e-15	-1.360376029404505	-0.04934714351697167	early_mid
global_activator	SC_RS15920	SCO2767	NA	tetratricopeptide repeat protein	FALSE	NA	0.472001884893107	0.9145898208093032	0.9867174827368989	0.9561263208749152	0.472001884893107	0.9145898208093032	0.9867174827368989	0.9561263208749152	3	0.8323588773285561	3	3	1.594174545525192	4.9458079703527135e-12	1.6937961319139214	-0.1585989147547	early_mid
global_repressor	SC_RS23170	SCO4197	NA	MarR family winged helix-turn-helix transcriptional regulator	FALSE	NA	-0.5034738792715711	-0.9117932581954342	-0.9803744109967246	-0.9336471597347514	0.5034738792715711	0.9117932581954342	0.9803744109967246	0.9336471597347514	3	0.8323221770496203	3	3	-1.2155559824118762	7.929852444080217e-8	-1.2744010779824784	0.05414963364333669	early_mid
not_global	SC_RS15850	SCO2753	NA	LacI family DNA-binding transcriptional regulator	FALSE	NA	-0.7051549221037072	-0.9482625370738076	-0.90370245217372	-0.7718171244353865	0.7051549221037072	0.9482625370738076	0.90370245217372	0.7718171244353865	2	0.8322342589466553	2	2	-1.226961921224731	1.6596356374485037e-12	-0.8359785099298742	-0.36203585175189446	early_mid
not_global	SC_RS14375	SCO2465	NA	RNA polymerase sigma factor	FALSE	NA	-0.6878616619703226	-0.9432190280072552	-0.9027185141658196	-0.7936578302959332	0.6878616619703226	0.9432190280072552	0.9027185141658196	0.7936578302959332	2	0.8318642586098326	2	2	-1.0229109840304074	2.319798016423805e-7	-0.782171264827836	-0.24335074871738716	early_mid
global_repressor	SC_RS22800	SCO4123	NA	response regulator	FALSE	NA	-0.5673437810526637	-0.9174289675630672	-0.9591015861492308	-0.8749392852990633	0.5673437810526637	0.9174289675630672	0.9591015861492308	0.8749392852990633	2	0.8297034050160063	2	3	-1.658771956157353	6.4722669114814346e-15	-1.4268954947692878	-0.18733492908979343	early_mid
global_activator	SC_RS22760	SCO4118	NA	TetR/AcrR family transcriptional regulator	FALSE	NA	0.6386702238226677	0.9342678985855888	0.9152011665569046	0.8287007735468708	0.6386702238226677	0.9342678985855888	0.9152011665569046	0.8287007735468708	2	0.829210015628008	2	3	0.6269843465343047	0.00219162392948763	0.5052000165196286	0.10175987149661658	early_mid
global_activator	SC_RS35610	SCO6685	ramR	two-component system response regulator RamR	FALSE	NA	0.648151989955502	0.9316420105261614	0.92458311934436	0.8112463989589342	0.648151989955502	0.9316420105261614	0.92458311934436	0.8112463989589342	2	0.8289058796962394	2	3	7.902404097846659	1.8911172977523484e-11	3.9748477897034915	1.1625687515090828	early_mid
not_global	SC_RS21600	SCO3891	NA	anti-sigma factor family protein	FALSE	NA	-0.6870234598558029	-0.935118448093626	-0.9023076123994236	-0.7863131869201473	0.6870234598558029	0.935118448093626	0.9023076123994236	0.7863131869201473	2	0.82769067681725	2	2	-0.5299463215900195	0.0047184414215237	-0.3747157891273618	-0.1493877687037326	stable
global_activator	SC_RS40740	SCO7711	NA	sensor histidine kinase	FALSE	NA	0.4951024317874664	0.9090083673645624	0.9779406099763246	0.9223043450961566	0.4951024317874664	0.9090083673645624	0.9779406099763246	0.9223043450961566	3	0.8260889385561274	3	3	3.140448803384679	1.2720358703467991e-31	2.9802719607346884	-0.01641451139900596	early_mid
global_repressor	SC_RS09210	SCO1447	NA	ROK family transcriptional regulator	FALSE	NA	-0.5292158820523699	-0.9126008021619229	-0.9657489819177472	-0.8945595213532215	0.5292158820523699	0.9126008021619229	0.9657489819177472	0.8945595213532215	2	0.8255312968713154	2	3	-1.963666659241621	3.1559032584188295e-30	-1.8124450029925558	-0.10269439719454798	early_mid
global_activator	SC_RS28935	SCO5351	NA	response regulator	FALSE	NA	0.4825785226714427	0.907150423536174	0.9767822490133894	0.9283935413193036	0.4825785226714427	0.907150423536174	0.9767822490133894	0.9283935413193036	3	0.8237261841350774	3	3	4.036632228588149	1.995323557286849e-55	4.022781547725017	-0.15225133752513464	early_mid
global_activator	SC_RS06260	SCO0866	NA	sigma-70 family RNA polymerase sigma factor	FALSE	NA	0.5267076306553804	0.9091685719226476	0.9635992777951142	0.8934902922124562	0.5267076306553804	0.9091685719226476	0.9635992777951142	0.8934902922124562	2	0.8232414431463997	2	3	6.216740240166261	2.425178513035684e-43	5.18953153582404	0.29904496428242133	early_mid
global_repressor	SC_RS12960	SCO2184	NA	helix-turn-helix transcriptional regulator	FALSE	NA	-0.47896601013788576	-0.8976222730324439	-0.9720307669630162	-0.9411017112371668	0.47896601013788576	0.8976222730324439	0.9720307669630162	0.9411017112371668	2	0.8224301903426281	2	3	-0.7922177040933814	3.922125719262054e-4	-0.8798979493317578	0.06731833459522818	early_mid
global_repressor	SC_RS18455	SCO3269	NA	GntR family transcriptional regulator	FALSE	NA	-0.5007452854603424	-0.8967982708940919	-0.9677227820334025	-0.9200569875575474	0.5007452854603424	0.8967982708940919	0.9677227820334025	0.9200569875575474	2	0.8213308314863461	2	3	-1.329675529416983	1.235410733358294e-7	-1.38710509234273	0.04992279092877894	early_mid
global_activator	SC_RS05835	SCO0781	NA	anti-sigma factor antagonist	FALSE	NA	0.48541464239548365	0.902290291113058	0.9741816647221484	0.9209515453433176	0.48541464239548365	0.902290291113058	0.9741816647221484	0.9209515453433176	3	0.8207095358935019	3	3	2.21424551521893	4.706012408531673e-14	2.1162286270163815	-0.03429390899454976	early_mid
global_activator	SC_RS17795	SCO3134	NA	response regulator transcription factor	FALSE	NA	0.4498830122380978	0.8991499918430773	0.9847062493134509	0.948948107218589	0.4498830122380978	0.8991499918430773	0.9847062493134509	0.948948107218589	2	0.8206718401533037	2	3	3.160115290808316	1.7319557842793294e-42	3.2942036335196674	-0.27049829170344175	early_mid
global_repressor	SC_RS28620	SCO5287	NA	MarR family winged helix-turn-helix transcriptional regulator	FALSE	NA	-0.4535393540403922	-0.8966584213721992	-0.9804828143054296	-0.94905998239921	0.4535393540403922	0.8966584213721992	0.9804828143054296	0.94905998239921	2	0.8199351430293077	2	3	-1.7935619825558973	1.3253786100144684e-14	-1.9385728956761756	0.16155170804285302	early_mid
global_repressor	SC_RS11090	SCO1813	NA	FadR/GntR family transcriptional regulator	FALSE	NA	-0.5718182690061946	-0.9141494990751116	-0.9378083404501764	-0.8485351498263042	0.5718182690061946	0.9141494990751116	0.9378083404501764	0.8485351498263042	2	0.8180778145894467	2	3	-2.836907214530434	2.854881115036984e-62	-2.3618978050515036	-0.3784883100248466	early_mid
global_activator	SC_RS33220	SCO6194	NA	helix-turn-helix transcriptional regulator	FALSE	NA	0.8370886996540275	0.9505818070689912	0.8294820045970627	0.6519077173929401	0.8370886996540275	0.9505818070689912	0.8294820045970627	0.6519077173929401	1	0.8172650571782554	1	3	1.7867547784478954	1.0032754482769048e-13	0.8915504657740527	0.8402811010241171	both
global_repressor	SC_RS09100	SCO1425	NA	Lrp/AsnC family transcriptional regulator	FALSE	NA	-0.546061027322608	-0.910295922195322	-0.9418966137063636	-0.8688293850426518	0.546061027322608	0.910295922195322	0.9418966137063636	0.8688293850426518	2	0.8167707370667363	2	3	-1.1042182864034815	1.3030736499436576e-5	-1.0494361363092555	-0.060677356699971874	early_mid
global_repressor	SC_RS15870	SCO2757	NA	LysR family transcriptional regulator	FALSE	NA	-0.5207680221457087	-0.8994787564620452	-0.934458158862992	-0.9084019521725084	0.5207680221457087	0.8994787564620452	0.934458158862992	0.9084019521725084	2	0.8157767224108136	2	3	-0.6874407708364342	0.0061112453463734	-0.8076054304204945	0.05307899961049323	early_mid
global_repressor	SC_RS09265	SCO1458	NA	Lrp/AsnC family transcriptional regulator	FALSE	NA	-0.43067719150310313	-0.8917756522135653	-0.9832762330966056	-0.9541809282305012	0.43067719150310313	0.8917756522135653	0.9832762330966056	0.9541809282305012	2	0.8149775012609437	2	3	-2.2725627893615954	1.3102007365991279e-17	-2.5345230931087697	0.2917398772679034	early_mid
global_repressor	SC_RS25930	SCO4754	NA	LacI family DNA-binding transcriptional regulator	FALSE	NA	-0.42716359629168354	-0.893202265404202	-0.9813495530261226	-0.957356844530365	0.42716359629168354	0.893202265404202	0.9813495530261226	0.957356844530365	2	0.8147680648130933	2	3	-1.258889091590241	9.231946334328761e-10	-1.4184856048537506	0.1707848170225157	early_mid
global_repressor	SC_RS20460	SCO3665	NA	helix-turn-helix transcriptional regulator	FALSE	NA	-0.804601752516575	-0.9377736829731028	-0.8432141003199805	-0.6694534682341833	0.804601752516575	0.9377736829731028	0.8432141003199805	0.6694534682341833	1	0.8137607510109603	1	3	-0.940568050501068	2.9103022417065662e-8	-0.5027584774135292	-0.41700480435212484	both
global_repressor	SC_RS09025	SCO1410	NA	GntR family transcriptional regulator	FALSE	NA	-0.47195508461635793	-0.8840504096171882	-0.972277376907964	-0.9249811452710676	0.47195508461635793	0.8840504096171882	0.972277376907964	0.9249811452710676	2	0.8133160041031444	2	3	-1.568558114285351	2.551467630257177e-10	-1.6499341648783226	0.09250206172314446	early_mid
global_repressor	SC_RS22050	SCO3981	NA	GntR family transcriptional regulator	FALSE	NA	-0.4204265562694319	-0.8786124458686955	-0.9811698412884527	-0.9702943659019738	0.4204265562694319	0.8786124458686955	0.9811698412884527	0.9702943659019738	2	0.8126258023321384	2	3	-1.1163434142815674	8.88348638089219e-6	-1.4371647292609913	0.2638312360414439	early_mid
global_repressor	SC_RS13625	SCO2319	NA	TetR family transcriptional regulator	FALSE	NA	-0.47006419285629825	-0.8902416092388108	-0.9697673170498572	-0.916233765901557	0.47006419285629825	0.8902416092388108	0.9697673170498572	0.916233765901557	2	0.8115767212616308	2	3	-3.638515644971294	1.6287346885201846e-69	-3.5977529218724715	0.05685302229775946	early_mid
global_activator	SC_RS16255	SCO2832	NA	IclR family transcriptional regulator	FALSE	NA	0.4058366601769618	0.8839759288594129	0.9863156301630056	0.969675059958818	0.4058366601769618	0.8839759288594129	0.9863156301630056	0.969675059958818	2	0.8114508197895496	2	3	2.2364630798813243	1.05582742965026e-21	2.5465817340621353	-0.39259230634856657	early_mid
global_repressor	SC_RS13675	SCO2329	NA	GlxA family transcriptional regulator	FALSE	NA	-0.5002884253220826	-0.8990897514994745	-0.9350380037080472	-0.9077963885761686	0.5002884253220826	0.8990897514994745	0.9350380037080472	0.9077963885761686	2	0.8105531422764432	2	3	-0.4514581650295773	0.05345850365997846	-0.5271693234724655	0.051834396571816654	early_mid
global_activator	SC_RS08090	SCO1227	NA	helix-turn-helix transcriptional regulator	FALSE	NA	0.4815052179208398	0.8925062574206295	0.9617256831401412	0.9038202176552196	0.4815052179208398	0.8925062574206295	0.9617256831401412	0.9038202176552196	2	0.8098893440342074	2	3	4.592536487844196	1.4993462065414009e-44	4.243896632672488	0.0156913084885133	early_mid
global_activator	SC_RS09315	SCO1468	NA	tetratricopeptide repeat protein	FALSE	NA	0.538752076860852	0.9000897903814882	0.9380547973369142	0.8588970543686678	0.538752076860852	0.9000897903814882	0.9380547973369142	0.8588970543686678	2	0.8089484297369804	2	3	4.2561166155195	1.1673007901518556e-48	3.610036037573394	0.3737503912115683	early_mid
global_activator	SC_RS33680	SCO6286	NA	ScbR family autoregulator-binding transcription factor	TRUE	scbR2	0.4582514142646061	0.8871997525739314	0.9685796415115964	0.921745796437914	0.4582514142646061	0.8871997525739314	0.9685796415115964	0.921745796437914	2	0.8089441511970119	2	3	5.492916450310016	1.3724821712347963e-111	5.4515299747213835	-0.22607487857111863	early_mid
global_repressor	SC_RS30590	SCO5675	NA	tetratricopeptide repeat protein	FALSE	NA	-0.4661445058511835	-0.8899159877025261	-0.9630361641798744	-0.9161983730616904	0.4661445058511835	0.8899159877025261	0.9630361641798744	0.9161983730616904	2	0.8088237576988186	2	3	-1.76411803046126	1.02944422633993e-19	-1.8076001370935417	0.08052264104228168	early_mid
global_repressor	SC_RS22965	SCO4155	NA	sensor histidine kinase	FALSE	NA	-0.5483774884064877	-0.9041155454113252	-0.9115126740232564	-0.8661543350492334	0.5483774884064877	0.9041155454113252	0.9115126740232564	0.8661543350492334	2	0.8075400107225758	2	3	-0.5633174720039423	0.0148111413068087	-0.5851613067660972	0.0024959093713547986	early_mid
global_activator	SC_RS25560	SCO4677	NA	ATP-binding protein	TRUE	atrA	0.4481044332854221	0.8841590834071132	0.9689544235226408	0.9273073168166244	0.4481044332854221	0.8841590834071132	0.9689544235226408	0.9273073168166244	2	0.80713131425795	2	3	7.541212309653051	9.958167483493183e-125	7.451515756315707	-0.44236408865891086	early_mid
global_repressor	SC_RS18140	SCO3205	NA	MarR family winged helix-turn-helix transcriptional regulator	FALSE	NA	-0.5335149790882232	-0.891182580255588	-0.9406913108886124	-0.8627151952854388	0.5335149790882232	0.891182580255588	0.9406913108886124	0.8627151952854388	1	0.8070260163794656	1	3	-1.2664895534879468	2.0173276108588307e-8	-1.0994848230207293	-0.12261288824793581	early_mid
global_repressor	SC_RS18030	SCO3183	NA	5-formyltetrahydrofolate cyclo-ligase	FALSE	NA	-0.6041095021088878	-0.901667262374484	-0.9163544950305108	-0.8059147278667478	0.6041095021088878	0.901667262374484	0.9163544950305108	0.8059147278667478	2	0.8070114968451576	2	3	-1.92176176718779	4.0206660067106565e-21	-1.5226867583799484	-0.35752134369255906	early_mid
global_repressor	SC_RS07885	SCO1186	NA	LacI family DNA-binding transcriptional regulator	FALSE	NA	-0.5481058141363764	-0.8966308109898938	-0.9329696400848746	-0.8492374707852799	0.5481058141363764	0.8966308109898938	0.9329696400848746	0.8492374707852799	1	0.806735933999106	1	3	-0.842560267694085	4.8880179703223e-8	-0.7322915755094401	-0.09151947409679906	early_mid
global_repressor	SC_RS27330	SCO5033	NA	LysR substrate-binding domain-containing protein	FALSE	NA	-0.4821035961008048	-0.8990494350967057	-0.9436658822564912	-0.8995777060733297	0.4821035961008048	0.8990494350967057	0.9436658822564912	0.8995777060733297	1	0.8060991548818328	1	3	-0.7356701192056007	4.6814481594224416e-5	-0.7425523294265952	0.014645587429368057	early_mid
global_repressor	SC_RS21185	SCO3812	NA	GntR family transcriptional regulator	FALSE	NA	-0.481511763147248	-0.8954338274685951	-0.9461414568345282	-0.9011413379429908	0.481511763147248	0.8954338274685951	0.9461414568345282	0.9011413379429908	2	0.8060570963483406	2	3	-1.324164419478943	1.089108925646302e-4	-1.463346238640205	0.06965871963401327	early_mid
global_activator	SC_RS33660	SCO6282	NA	SDR family oxidoreductase	TRUE	cpkO/kasO	0.4540812186817449	0.8842303139145464	0.965250362110279	0.9194529432848269	0.4540812186817449	0.8842303139145464	0.965250362110279	0.9194529432848269	2	0.8057537094978493	2	3	13.19233885622541	4.0633157640537934e-182	12.221859031345891	-0.5137914548342746	early_mid
global_repressor	SC_RS23750	SCO4313	NA	TetR/AcrR family transcriptional regulator	FALSE	NA	-0.4474862631350031	-0.8806480618960725	-0.9663569863061864	-0.9220981035874698	0.4474862631350031	0.8806480618960725	0.9663569863061864	0.9220981035874698	2	0.8041473537311828	2	3	-2.5566033732340103	3.320003871372306e-42	-2.5907495027519705	0.11039100614938935	early_mid
global_activator	SC_RS26000	SCO4768	NA	response regulator transcription factor	FALSE	NA	0.4119186678755382	0.8742668197208989	0.9765807327048224	0.95030111047591	0.4119186678755382	0.8742668197208989	0.9765807327048224	0.95030111047591	2	0.8032668326942923	2	3	5.196971877449515	5.383958625322636e-80	5.628007985091307	-0.6773628208477085	early_mid
global_repressor	SC_RS13425	SCO2280	NA	TetR/AcrR family transcriptional regulator	FALSE	NA	-0.4507581895578583	-0.8839436164066091	-0.954336450206839	-0.9197438479338614	0.4507581895578583	0.8839436164066091	0.954336450206839	0.9197438479338614	2	0.802195526026292	2	3	-0.9867905897256142	2.3680696510860657e-6	-1.0223607210675478	0.048395792815999705	early_mid
global_activator	SC_RS30255	SCO5607	NA	GntR family transcriptional regulator	FALSE	NA	0.4535331670595482	0.869803056066193	0.9547797543926084	0.9265405055953708	0.4535331670595482	0.869803056066193	0.9547797543926084	0.9265405055953708	2	0.8011641207784301	2	3	0.8205013224745313	0.00192976340326216	0.914121966002492	-0.11338133513703319	early_mid
global_repressor	SC_RS28375	SCO5239	NA	PAS domain-containing sensor histidine kinase	FALSE	NA	-0.459133606476831	-0.8761236703114423	-0.9606645281167	-0.9078164175021856	0.459133606476831	0.8761236703114423	0.9606645281167	0.9078164175021856	2	0.8009345556017898	2	3	-1.7686630240486378	5.588280093772458e-29	-1.7678009245941464	0.04470487960383185	early_mid
global_activator	SC_RS30130	SCO5582	nsdA	transcriptional repressor NsdA	FALSE	NA	0.4223976391514528	0.8751239462870923	0.968780744615963	0.9365152190796114	0.4223976391514528	0.8751239462870923	0.968780744615963	0.9365152190796114	2	0.8007043872835299	2	3	6.055522344586505	1.6876304870632495e-129	6.38158609767032	-0.6088297416672486	early_mid
global_repressor	SC_RS22035	SCO3979	NA	TetR/AcrR family transcriptional regulator	FALSE	NA	-0.8183825435450388	-0.9335231882776206	-0.8122905673513954	-0.6382128499570734	0.8183825435450388	0.9335231882776206	0.8122905673513954	0.6382128499570734	1	0.800602287282782	1	3	-1.3710092226569717	1.3566398323802125e-12	-0.7055873897119147	-0.6401824464081471	both
global_activator	SC_RS20030	SCO3579	wblA	transcriptional regulator WblA	FALSE	NA	0.4036606447236609	0.872125582840017	0.97446546277516	0.9494109301614708	0.4036606447236609	0.872125582840017	0.97446546277516	0.9494109301614708	2	0.7999156551250771	2	3	5.598818447665191	4.0190031445207157e-107	6.1234972238266625	-0.7649600981149813	early_mid
global_activator	SC_RS31295	SCO5811	NA	TetR/AcrR family transcriptional regulator	FALSE	NA	0.367917729092986	0.8663112865554271	0.975556730162774	0.9726608894057758	0.367917729092986	0.8663112865554271	0.975556730162774	0.9726608894057758	2	0.7956116588042408	2	3	1.211423684060948	1.682060222368976e-9	1.4650963004287956	-0.2898766411892293	early_mid
global_activator	SC_RS31630	SCO5877	NA	AfsR/SARP family transcriptional regulator	TRUE	redD	0.3853072077188875	0.8632972497260358	0.9732439865544452	0.954906235999332	0.3853072077188875	0.8632972497260358	0.9732439865544452	0.954906235999332	2	0.7941886699996752	2	3	4.998883834533164	3.458716656384043e-65	5.5331249103037035	-0.7991927565038814	early_mid
global_repressor	SC_RS22150	SCO4008	NA	TetR family transcriptional regulator	FALSE	NA	-0.4041404715672548	-0.8636478706224301	-0.9670920272282598	-0.9370225077667212	0.4041404715672548	0.8636478706224301	0.9670920272282598	0.9370225077667212	2	0.7929757192961664	2	3	-1.888032355671995	3.359346598891624e-29	-2.047040213629386	0.21116763068337896	early_mid
global_repressor	SC_RS16165	SCO2815	NA	TetR/AcrR family transcriptional regulator	FALSE	NA	-0.4112196179594305	-0.8617882151924429	-0.9535778430561548	-0.93410622564084	0.4112196179594305	0.8617882151924429	0.9535778430561548	0.93410622564084	2	0.7901729754622171	2	3	-1.1859246198780466	2.9578579782984863e-6	-1.401021813592771	0.21605722115399573	early_mid
global_activator	SC_RS18720	SCO3323	NA	ECF subfamily RNA polymerase sigma factor, BldN family	FALSE	NA	0.3915416478934191	0.8587823215161408	0.9657957456958308	0.9423287660269586	0.3915416478934191	0.8587823215161408	0.9657957456958308	0.9423287660269586	2	0.7896121202830872	2	3	6.6317424972834855	5.363597194109813e-129	7.260784718616149	-0.9336551676573066	early_mid
