bgc_class	gene_id	old_locus_tag	gene_name	product	is_known	known_name	TF_score_mid	corr_red	corr_cda	corr_cpk	abs_corr_red	abs_corr_cda	abs_corr_cpk	mid_mean_corr	corr_act	abs_corr_act	log2FC_3_vs_1	padj_3_vs_1	delta_2_vs_1	delta_3_vs_2	phase_preference	mean_rlog_1	mean_rlog_2	mean_rlog_3
red_cda_cpk_mid	SC_RS07750	SCO1160	NA	sensor histidine kinase	FALSE	NA	1.5163793410397397	0.8331360330996351	0.960754969352862	0.9552470206667216	0.8331360330996351	0.960754969352862	0.9552470206667216	0.9163793410397396	0.3359401330706356	0.3359401330706356	5.57493153704295	5.441703435340198e-73	6.390353609938882	-1.2203046060737854	early_mid	4.178904847467874	10.569258457406756	9.34895385133297
red_cda_cpk_mid	SC_RS14635	SCO2517	NA	response regulator	FALSE	NA	1.5068791539878554	0.948083023651994	0.9599842178189772	0.8652890890279551	0.948083023651994	0.9599842178189772	0.8652890890279551	0.9244521101663087	0.6171049840531809	0.6171049840531809	4.70711739702578	6.48838851926573e-65	3.7670095380340545	0.6920911652765156	early_mid	5.459428872525468	9.226438410559522	9.918529575836038
red_cda_cpk_mid	SC_RS33650	SCO6280	NA	AfsR/SARP family transcriptional regulator	TRUE	SCO6280_SARP	1.5038494522746892	0.7928125803832393	0.9487530537930572	0.9699827226477712	0.7928125803832393	0.9487530537930572	0.9699827226477712	0.9038494522746893	0.2550698807895084	0.2550698807895084	5.210139159581922	2.4175569255900162e-91	6.9286713858444555	-1.9516033402470931	early_mid	6.161993875771702	13.090665261616158	11.139061921369064
red_cda_cpk_mid	SC_RS10160	SCO1630	NA	sensor histidine kinase	FALSE	NA	1.5021209668304594	0.7994716634147261	0.9479222104546	0.9589690266220524	0.7994716634147261	0.9479222104546	0.9589690266220524	0.9021209668304594	0.27699105965889453	0.27699105965889453	8.030178460691724	2.3188889704969443e-115	9.726158755999077	-2.426976667448047	early_mid	3.964433711433719	13.690592467432795	11.263615799984748
red_cda_cpk_mid	SC_RS36150	SCO6794	NA	sensor histidine kinase	FALSE	NA	1.4973288232785777	0.7830950181673331	0.942759546507882	0.9661319051605184	0.7830950181673331	0.942759546507882	0.9661319051605184	0.8973288232785778	0.242879441669066	0.242879441669066	5.125575436823036	4.741653237234912e-81	6.796894314556081	-1.9702886289390378	early_mid	4.926511672025791	11.723405986581872	9.753117357642834
red_cda_cpk_mid	SC_RS08090	SCO1227	NA	helix-turn-helix transcriptional regulator	FALSE	NA	1.494902908675982	0.8925062574206295	0.9617256831401412	0.9038202176552196	0.8925062574206295	0.9617256831401412	0.9038202176552196	0.9193507194053301	0.4815052179208398	0.4815052179208398	4.592536487844196	1.4993462065414009e-44	4.243896632672488	0.0156913084885133	early_mid	3.808593645727599	8.052490278400088	8.0681815868886
red_cda_cpk_mid	SC_RS03000	SCO0211	NA	sensor histidine kinase	FALSE	NA	1.4917272520909388	0.9386264051115764	0.9293839157197316	0.8071714354415085	0.9386264051115764	0.9293839157197316	0.8071714354415085	0.8917272520909387	0.6644573252098804	0.6644573252098804	5.376968355724926	2.0760088115904952e-26	3.528341632307272	1.1402787160154642	early_mid	2.8275441854069086	6.355885817714181	7.496164533729645
red_cda_cpk_mid	SC_RS35610	SCO6685	ramR	two-component system response regulator RamR	FALSE	NA	1.4891571762764853	0.9316420105261614	0.92458311934436	0.8112463989589342	0.9316420105261614	0.92458311934436	0.8112463989589342	0.8891571762764853	0.648151989955502	0.648151989955502	7.902404097846659	1.8911172977523484e-11	3.9748477897034915	1.1625687515090828	early_mid	1.5648219107693908	5.539669700472882	6.702238451981965
red_cda_cpk_mid	SC_RS28935	SCO5351	NA	response regulator	FALSE	NA	1.4796400050049114	0.907150423536174	0.9767822490133894	0.9283935413193036	0.907150423536174	0.9767822490133894	0.9283935413193036	0.9374420712896224	0.4825785226714427	0.4825785226714427	4.036632228588149	1.995323557286849e-55	4.022781547725017	-0.15225133752513464	early_mid	7.300469000458825	11.323250548183841	11.170999210658707
red_cda_cpk_mid	SC_RS38175	SCO7192	NA	sigma factor-like helix-turn-helix DNA-binding protein	FALSE	NA	1.47754358491331	0.8336454923462981	0.9543796071311867	0.9391685461073463	0.8336454923462981	0.9543796071311867	0.9391685461073463	0.909064548528277	0.35365160428744075	0.35365160428744075	4.474650606417218	5.166544112569974e-24	4.587537214088911	-0.7121290083393026	early_mid	2.9043099912489296	7.491847205337841	6.779718196998538
red_cda_cpk_mid	SC_RS14640	SCO2518	NA	sensor histidine kinase	FALSE	NA	1.4670975128657473	0.9577655241626156	0.9512303936685632	0.8438880447166511	0.9577655241626156	0.9512303936685632	0.8438880447166511	0.9176279875159433	0.6538625038143131	0.6538625038143131	4.157825422496734	8.476451778443317e-70	3.1822045307125375	0.8139650780655874	early_mid	7.016757471748107	10.198962002460645	11.012927080526232
red_cda_cpk_mid	SC_RS18150	SCO3207	NA	TetR/AcrR family transcriptional regulator	FALSE	NA	1.4589083173040696	0.849517980798513	0.9606471768077598	0.954635891191662	0.849517980798513	0.9606471768077598	0.954635891191662	0.9216003495993116	0.3667816980977325	0.3667816980977325	3.955132795079298	1.1768817528886983e-31	4.636380121562638	-0.8788329832236546	early_mid	7.266490472066536	11.902870593629174	11.02403761040552
red_cda_cpk_mid	SC_RS09315	SCO1468	NA	tetratricopeptide repeat protein	FALSE	NA	1.45438087762686	0.9000897903814882	0.9380547973369142	0.8588970543686678	0.9000897903814882	0.9380547973369142	0.8588970543686678	0.8990138806956901	0.538752076860852	0.538752076860852	4.2561166155195	1.1673007901518556e-48	3.610036037573394	0.3737503912115683	early_mid	4.064296115143033	7.674332152716427	8.048082543927995
red_cda_cpk_mid	SC_RS26760	SCO4920	NA	DeoR/GlpR family DNA-binding transcription regulator	FALSE	NA	1.451660168165669	0.8102062441982856	0.960008711712896	0.9777295622933988	0.8102062441982856	0.960008711712896	0.9777295622933988	0.9159815060681934	0.27729065402851816	0.27729065402851816	3.92797770162459	6.786083791072625e-57	5.182853802010493	-1.420843635479459	early_mid	9.163588655840377	14.34644245785087	12.925598822371411
red_cda_cpk_mid	SC_RS33690	SCO6288	NA	AfsR/SARP family transcriptional regulator	TRUE	SCO6288_SARP	1.4462124031673032	0.8400354835192951	0.9575220694795128	0.9398532393351814	0.8400354835192951	0.9575220694795128	0.9398532393351814	0.9124702641113297	0.36037084092532046	0.36037084092532046	3.895702317599557	2.0677326490173096e-32	4.169537622605713	-0.6222373724776835	early_mid	3.6211583269698937	7.790695949575607	7.1684585770979234
red_cda_cpk_mid	SC_RS13625	SCO2319	NA	TetR family transcriptional regulator	FALSE	NA	1.4437251694283526	-0.8902416092388108	-0.9697673170498572	-0.916233765901557	0.8902416092388108	0.9697673170498572	0.916233765901557	0.925414230730075	-0.47006419285629825	0.47006419285629825	-3.638515644971294	1.6287346885201846e-69	-3.5977529218724715	0.05685302229775946	early_mid	9.862350626636045	6.264597704763574	6.321450727061333
red_cda_cpk_mid	SC_RS17795	SCO3134	NA	response regulator transcription factor	FALSE	NA	1.4338750335735382	0.8991499918430773	0.9847062493134509	0.948948107218589	0.8991499918430773	0.9847062493134509	0.948948107218589	0.9442681161250391	0.4498830122380978	0.4498830122380978	3.160115290808316	1.7319557842793294e-42	3.2942036335196674	-0.27049829170344175	early_mid	7.068388596265007	10.362592229784674	10.092093938081232
red_cda_cpk_mid	SC_RS02965	SCO0203	NA	two-component system sensor histidine kinase	FALSE	NA	1.432755290827477	0.9438240900236162	0.9769357672774432	0.8996251158096958	0.9438240900236162	0.9769357672774432	0.8996251158096958	0.9401283243702517	0.5733551727138825	0.5733551727138825	3.2104494409537523	1.2094940477281763e-39	2.834003398976238	0.23960428947471613	early_mid	7.638109179763557	10.472112578739795	10.711716868214511
red_cda_cpk_mid	SC_RS40740	SCO7711	NA	sensor histidine kinase	FALSE	NA	1.4248447023487618	0.9090083673645624	0.9779406099763246	0.9223043450961566	0.9090083673645624	0.9779406099763246	0.9223043450961566	0.9364177741456811	0.4951024317874664	0.4951024317874664	3.140448803384679	1.2720358703467991e-31	2.9802719607346884	-0.01641451139900596	early_mid	4.925644734404444	7.905916695139132	7.8895021837401265
