bin_center	density	total_sites	n_tss	mod_type	gene_cat	timepoint
-4900.000000	0.236377	131.000000	2771	4mC	All	T1
-4700.000000	0.234572	130.000000	2771	4mC	All	T1
-4500.000000	0.227355	126.000000	2771	4mC	All	T1
-4300.000000	0.258030	143.000000	2771	4mC	All	T1
-4100.000000	0.236377	131.000000	2771	4mC	All	T1
-3900.000000	0.261638	145.000000	2771	4mC	All	T1
-3700.000000	0.230964	128.000000	2771	4mC	All	T1
-3500.000000	0.259834	144.000000	2771	4mC	All	T1
-3300.000000	0.249008	138.000000	2771	4mC	All	T1
-3100.000000	0.268856	149.000000	2771	4mC	All	T1
-2900.000000	0.238181	132.000000	2771	4mC	All	T1
-2700.000000	0.230964	128.000000	2771	4mC	All	T1
-2500.000000	0.274269	152.000000	2771	4mC	All	T1
-2300.000000	0.250812	139.000000	2771	4mC	All	T1
-2100.000000	0.239986	133.000000	2771	4mC	All	T1
-1900.000000	0.274269	152.000000	2771	4mC	All	T1
-1700.000000	0.268856	149.000000	2771	4mC	All	T1
-1500.000000	0.247203	137.000000	2771	4mC	All	T1
-1300.000000	0.272465	151.000000	2771	4mC	All	T1
-1100.000000	0.283291	157.000000	2771	4mC	All	T1
-900.000000	0.243594	135.000000	2771	4mC	All	T1
-700.000000	0.256225	142.000000	2771	4mC	All	T1
-500.000000	0.227355	126.000000	2771	4mC	All	T1
-300.000000	0.238181	132.000000	2771	4mC	All	T1
-100.000000	0.185853	103.000000	2771	4mC	All	T1
100.000000	0.220137	122.000000	2771	4mC	All	T1
300.000000	0.241790	134.000000	2771	4mC	All	T1
500.000000	0.268856	149.000000	2771	4mC	All	T1
700.000000	0.258030	143.000000	2771	4mC	All	T1
900.000000	0.276074	153.000000	2771	4mC	All	T1
1100.000000	0.268856	149.000000	2771	4mC	All	T1
1300.000000	0.297726	165.000000	2771	4mC	All	T1
1500.000000	0.245399	136.000000	2771	4mC	All	T1
1700.000000	0.322988	179.000000	2771	4mC	All	T1
1900.000000	0.212920	118.000000	2771	4mC	All	T1
2100.000000	0.247203	137.000000	2771	4mC	All	T1
2300.000000	0.211115	117.000000	2771	4mC	All	T1
2500.000000	0.254421	141.000000	2771	4mC	All	T1
2700.000000	0.241790	134.000000	2771	4mC	All	T1
2900.000000	0.191267	106.000000	2771	4mC	All	T1
3100.000000	0.254421	141.000000	2771	4mC	All	T1
3300.000000	0.256225	142.000000	2771	4mC	All	T1
3500.000000	0.227355	126.000000	2771	4mC	All	T1
3700.000000	0.230964	128.000000	2771	4mC	All	T1
3900.000000	0.245399	136.000000	2771	4mC	All	T1
4100.000000	0.283291	157.000000	2771	4mC	All	T1
4300.000000	0.234572	130.000000	2771	4mC	All	T1
4500.000000	0.276074	153.000000	2771	4mC	All	T1
4700.000000	0.259834	144.000000	2771	4mC	All	T1
4900.000000	0.261638	145.000000	2771	4mC	All	T1
-4900.000000	0.288704	160.000000	2771	4mC	All	T2
-4700.000000	0.274269	152.000000	2771	4mC	All	T2
-4500.000000	0.270660	150.000000	2771	4mC	All	T2
-4300.000000	0.292313	162.000000	2771	4mC	All	T2
-4100.000000	0.274269	152.000000	2771	4mC	All	T2
-3900.000000	0.288704	160.000000	2771	4mC	All	T2
-3700.000000	0.263443	146.000000	2771	4mC	All	T2
-3500.000000	0.297726	165.000000	2771	4mC	All	T2
-3300.000000	0.281487	156.000000	2771	4mC	All	T2
-3100.000000	0.283291	157.000000	2771	4mC	All	T2
-2900.000000	0.254421	141.000000	2771	4mC	All	T2
-2700.000000	0.250812	139.000000	2771	4mC	All	T2
-2500.000000	0.306748	170.000000	2771	4mC	All	T2
-2300.000000	0.274269	152.000000	2771	4mC	All	T2
-2100.000000	0.281487	156.000000	2771	4mC	All	T2
-1900.000000	0.315770	175.000000	2771	4mC	All	T2
-1700.000000	0.315770	175.000000	2771	4mC	All	T2
-1500.000000	0.277878	154.000000	2771	4mC	All	T2
-1300.000000	0.301335	167.000000	2771	4mC	All	T2
-1100.000000	0.297726	165.000000	2771	4mC	All	T2
-900.000000	0.274269	152.000000	2771	4mC	All	T2
-700.000000	0.288704	160.000000	2771	4mC	All	T2
-500.000000	0.263443	146.000000	2771	4mC	All	T2
-300.000000	0.277878	154.000000	2771	4mC	All	T2
-100.000000	0.218333	121.000000	2771	4mC	All	T2
100.000000	0.243594	135.000000	2771	4mC	All	T2
300.000000	0.288704	160.000000	2771	4mC	All	T2
500.000000	0.321184	178.000000	2771	4mC	All	T2
700.000000	0.281487	156.000000	2771	4mC	All	T2
900.000000	0.299531	166.000000	2771	4mC	All	T2
1100.000000	0.322988	179.000000	2771	4mC	All	T2
1300.000000	0.317575	176.000000	2771	4mC	All	T2
1500.000000	0.285096	158.000000	2771	4mC	All	T2
1700.000000	0.364489	202.000000	2771	4mC	All	T2
1900.000000	0.258030	143.000000	2771	4mC	All	T2
2100.000000	0.276074	153.000000	2771	4mC	All	T2
2300.000000	0.245399	136.000000	2771	4mC	All	T2
2500.000000	0.292313	162.000000	2771	4mC	All	T2
2700.000000	0.265247	147.000000	2771	4mC	All	T2
2900.000000	0.223746	124.000000	2771	4mC	All	T2
3100.000000	0.281487	156.000000	2771	4mC	All	T2
3300.000000	0.290509	161.000000	2771	4mC	All	T2
3500.000000	0.256225	142.000000	2771	4mC	All	T2
3700.000000	0.249008	138.000000	2771	4mC	All	T2
3900.000000	0.288704	160.000000	2771	4mC	All	T2
4100.000000	0.324792	180.000000	2771	4mC	All	T2
4300.000000	0.277878	154.000000	2771	4mC	All	T2
4500.000000	0.299531	166.000000	2771	4mC	All	T2
4700.000000	0.303140	168.000000	2771	4mC	All	T2
4900.000000	0.295922	164.000000	2771	4mC	All	T2
-4900.000000	0.202093	112.000000	2771	4mC	All	T3
-4700.000000	0.203898	113.000000	2771	4mC	All	T3
-4500.000000	0.178636	99.000000	2771	4mC	All	T3
-4300.000000	0.202093	112.000000	2771	4mC	All	T3
-4100.000000	0.203898	113.000000	2771	4mC	All	T3
-3900.000000	0.198484	110.000000	2771	4mC	All	T3
-3700.000000	0.180440	100.000000	2771	4mC	All	T3
-3500.000000	0.211115	117.000000	2771	4mC	All	T3
-3300.000000	0.193071	107.000000	2771	4mC	All	T3
-3100.000000	0.211115	117.000000	2771	4mC	All	T3
-2900.000000	0.200289	111.000000	2771	4mC	All	T3
-2700.000000	0.191267	106.000000	2771	4mC	All	T3
-2500.000000	0.209311	116.000000	2771	4mC	All	T3
-2300.000000	0.205702	114.000000	2771	4mC	All	T3
-2100.000000	0.194875	108.000000	2771	4mC	All	T3
-1900.000000	0.216528	120.000000	2771	4mC	All	T3
-1700.000000	0.211115	117.000000	2771	4mC	All	T3
-1500.000000	0.185853	103.000000	2771	4mC	All	T3
-1300.000000	0.203898	113.000000	2771	4mC	All	T3
-1100.000000	0.216528	120.000000	2771	4mC	All	T3
-900.000000	0.178636	99.000000	2771	4mC	All	T3
-700.000000	0.200289	111.000000	2771	4mC	All	T3
-500.000000	0.180440	100.000000	2771	4mC	All	T3
-300.000000	0.191267	106.000000	2771	4mC	All	T3
-100.000000	0.153374	85.000000	2771	4mC	All	T3
100.000000	0.171418	95.000000	2771	4mC	All	T3
300.000000	0.178636	99.000000	2771	4mC	All	T3
500.000000	0.211115	117.000000	2771	4mC	All	T3
700.000000	0.212920	118.000000	2771	4mC	All	T3
900.000000	0.225550	125.000000	2771	4mC	All	T3
1100.000000	0.211115	117.000000	2771	4mC	All	T3
1300.000000	0.225550	125.000000	2771	4mC	All	T3
1500.000000	0.205702	114.000000	2771	4mC	All	T3
1700.000000	0.263443	146.000000	2771	4mC	All	T3
1900.000000	0.180440	100.000000	2771	4mC	All	T3
2100.000000	0.203898	113.000000	2771	4mC	All	T3
2300.000000	0.182245	101.000000	2771	4mC	All	T3
2500.000000	0.211115	117.000000	2771	4mC	All	T3
2700.000000	0.202093	112.000000	2771	4mC	All	T3
2900.000000	0.166005	92.000000	2771	4mC	All	T3
3100.000000	0.202093	112.000000	2771	4mC	All	T3
3300.000000	0.196680	109.000000	2771	4mC	All	T3
3500.000000	0.173223	96.000000	2771	4mC	All	T3
3700.000000	0.164201	91.000000	2771	4mC	All	T3
3900.000000	0.221942	123.000000	2771	4mC	All	T3
4100.000000	0.236377	131.000000	2771	4mC	All	T3
4300.000000	0.196680	109.000000	2771	4mC	All	T3
4500.000000	0.216528	120.000000	2771	4mC	All	T3
4700.000000	0.205702	114.000000	2771	4mC	All	T3
4900.000000	0.234572	130.000000	2771	4mC	All	T3
-4900.000000	0.212465	15.000000	353	4mC	Regulatory	T1
-4700.000000	0.254958	18.000000	353	4mC	Regulatory	T1
-4500.000000	0.240793	17.000000	353	4mC	Regulatory	T1
-4300.000000	0.212465	15.000000	353	4mC	Regulatory	T1
-4100.000000	0.169972	12.000000	353	4mC	Regulatory	T1
-3900.000000	0.169972	12.000000	353	4mC	Regulatory	T1
-3700.000000	0.155807	11.000000	353	4mC	Regulatory	T1
-3500.000000	0.169972	12.000000	353	4mC	Regulatory	T1
-3300.000000	0.198300	14.000000	353	4mC	Regulatory	T1
-3100.000000	0.254958	18.000000	353	4mC	Regulatory	T1
-2900.000000	0.198300	14.000000	353	4mC	Regulatory	T1
-2700.000000	0.226629	16.000000	353	4mC	Regulatory	T1
-2500.000000	0.269122	19.000000	353	4mC	Regulatory	T1
-2300.000000	0.269122	19.000000	353	4mC	Regulatory	T1
-2100.000000	0.127479	9.000000	353	4mC	Regulatory	T1
-1900.000000	0.141643	10.000000	353	4mC	Regulatory	T1
-1700.000000	0.226629	16.000000	353	4mC	Regulatory	T1
-1500.000000	0.212465	15.000000	353	4mC	Regulatory	T1
-1300.000000	0.297450	21.000000	353	4mC	Regulatory	T1
-1100.000000	0.226629	16.000000	353	4mC	Regulatory	T1
-900.000000	0.283286	20.000000	353	4mC	Regulatory	T1
-700.000000	0.226629	16.000000	353	4mC	Regulatory	T1
-500.000000	0.240793	17.000000	353	4mC	Regulatory	T1
-300.000000	0.212465	15.000000	353	4mC	Regulatory	T1
-100.000000	0.127479	9.000000	353	4mC	Regulatory	T1
100.000000	0.141643	10.000000	353	4mC	Regulatory	T1
300.000000	0.169972	12.000000	353	4mC	Regulatory	T1
500.000000	0.226629	16.000000	353	4mC	Regulatory	T1
700.000000	0.311615	22.000000	353	4mC	Regulatory	T1
900.000000	0.269122	19.000000	353	4mC	Regulatory	T1
1100.000000	0.240793	17.000000	353	4mC	Regulatory	T1
1300.000000	0.269122	19.000000	353	4mC	Regulatory	T1
1500.000000	0.184136	13.000000	353	4mC	Regulatory	T1
1700.000000	0.339943	24.000000	353	4mC	Regulatory	T1
1900.000000	0.198300	14.000000	353	4mC	Regulatory	T1
2100.000000	0.311615	22.000000	353	4mC	Regulatory	T1
2300.000000	0.226629	16.000000	353	4mC	Regulatory	T1
2500.000000	0.184136	13.000000	353	4mC	Regulatory	T1
2700.000000	0.169972	12.000000	353	4mC	Regulatory	T1
2900.000000	0.127479	9.000000	353	4mC	Regulatory	T1
3100.000000	0.354108	25.000000	353	4mC	Regulatory	T1
3300.000000	0.254958	18.000000	353	4mC	Regulatory	T1
3500.000000	0.240793	17.000000	353	4mC	Regulatory	T1
3700.000000	0.212465	15.000000	353	4mC	Regulatory	T1
3900.000000	0.169972	12.000000	353	4mC	Regulatory	T1
4100.000000	0.226629	16.000000	353	4mC	Regulatory	T1
4300.000000	0.226629	16.000000	353	4mC	Regulatory	T1
4500.000000	0.339943	24.000000	353	4mC	Regulatory	T1
4700.000000	0.169972	12.000000	353	4mC	Regulatory	T1
4900.000000	0.269122	19.000000	353	4mC	Regulatory	T1
-4900.000000	0.325779	23.000000	353	4mC	Regulatory	T2
-4700.000000	0.339943	24.000000	353	4mC	Regulatory	T2
-4500.000000	0.339943	24.000000	353	4mC	Regulatory	T2
-4300.000000	0.240793	17.000000	353	4mC	Regulatory	T2
-4100.000000	0.240793	17.000000	353	4mC	Regulatory	T2
-3900.000000	0.240793	17.000000	353	4mC	Regulatory	T2
-3700.000000	0.226629	16.000000	353	4mC	Regulatory	T2
-3500.000000	0.226629	16.000000	353	4mC	Regulatory	T2
-3300.000000	0.240793	17.000000	353	4mC	Regulatory	T2
-3100.000000	0.311615	22.000000	353	4mC	Regulatory	T2
-2900.000000	0.240793	17.000000	353	4mC	Regulatory	T2
-2700.000000	0.339943	24.000000	353	4mC	Regulatory	T2
-2500.000000	0.269122	19.000000	353	4mC	Regulatory	T2
-2300.000000	0.325779	23.000000	353	4mC	Regulatory	T2
-2100.000000	0.212465	15.000000	353	4mC	Regulatory	T2
-1900.000000	0.212465	15.000000	353	4mC	Regulatory	T2
-1700.000000	0.339943	24.000000	353	4mC	Regulatory	T2
-1500.000000	0.283286	20.000000	353	4mC	Regulatory	T2
-1300.000000	0.382436	27.000000	353	4mC	Regulatory	T2
-1100.000000	0.254958	18.000000	353	4mC	Regulatory	T2
-900.000000	0.269122	19.000000	353	4mC	Regulatory	T2
-700.000000	0.254958	18.000000	353	4mC	Regulatory	T2
-500.000000	0.283286	20.000000	353	4mC	Regulatory	T2
-300.000000	0.269122	19.000000	353	4mC	Regulatory	T2
-100.000000	0.169972	12.000000	353	4mC	Regulatory	T2
100.000000	0.198300	14.000000	353	4mC	Regulatory	T2
300.000000	0.155807	11.000000	353	4mC	Regulatory	T2
500.000000	0.254958	18.000000	353	4mC	Regulatory	T2
700.000000	0.396601	28.000000	353	4mC	Regulatory	T2
900.000000	0.254958	18.000000	353	4mC	Regulatory	T2
1100.000000	0.311615	22.000000	353	4mC	Regulatory	T2
1300.000000	0.354108	25.000000	353	4mC	Regulatory	T2
1500.000000	0.254958	18.000000	353	4mC	Regulatory	T2
1700.000000	0.453258	32.000000	353	4mC	Regulatory	T2
1900.000000	0.283286	20.000000	353	4mC	Regulatory	T2
2100.000000	0.297450	21.000000	353	4mC	Regulatory	T2
2300.000000	0.184136	13.000000	353	4mC	Regulatory	T2
2500.000000	0.269122	19.000000	353	4mC	Regulatory	T2
2700.000000	0.254958	18.000000	353	4mC	Regulatory	T2
2900.000000	0.169972	12.000000	353	4mC	Regulatory	T2
3100.000000	0.382436	27.000000	353	4mC	Regulatory	T2
3300.000000	0.269122	19.000000	353	4mC	Regulatory	T2
3500.000000	0.240793	17.000000	353	4mC	Regulatory	T2
3700.000000	0.240793	17.000000	353	4mC	Regulatory	T2
3900.000000	0.212465	15.000000	353	4mC	Regulatory	T2
4100.000000	0.212465	15.000000	353	4mC	Regulatory	T2
4300.000000	0.254958	18.000000	353	4mC	Regulatory	T2
4500.000000	0.382436	27.000000	353	4mC	Regulatory	T2
4700.000000	0.240793	17.000000	353	4mC	Regulatory	T2
4900.000000	0.297450	21.000000	353	4mC	Regulatory	T2
-4900.000000	0.254958	18.000000	353	4mC	Regulatory	T3
-4700.000000	0.269122	19.000000	353	4mC	Regulatory	T3
-4500.000000	0.269122	19.000000	353	4mC	Regulatory	T3
-4300.000000	0.141643	10.000000	353	4mC	Regulatory	T3
-4100.000000	0.169972	12.000000	353	4mC	Regulatory	T3
-3900.000000	0.169972	12.000000	353	4mC	Regulatory	T3
-3700.000000	0.198300	14.000000	353	4mC	Regulatory	T3
-3500.000000	0.099150	7.000000	353	4mC	Regulatory	T3
-3300.000000	0.169972	12.000000	353	4mC	Regulatory	T3
-3100.000000	0.155807	11.000000	353	4mC	Regulatory	T3
-2900.000000	0.212465	15.000000	353	4mC	Regulatory	T3
-2700.000000	0.269122	19.000000	353	4mC	Regulatory	T3
-2500.000000	0.155807	11.000000	353	4mC	Regulatory	T3
-2300.000000	0.240793	17.000000	353	4mC	Regulatory	T3
-2100.000000	0.155807	11.000000	353	4mC	Regulatory	T3
-1900.000000	0.113314	8.000000	353	4mC	Regulatory	T3
-1700.000000	0.226629	16.000000	353	4mC	Regulatory	T3
-1500.000000	0.155807	11.000000	353	4mC	Regulatory	T3
-1300.000000	0.198300	14.000000	353	4mC	Regulatory	T3
-1100.000000	0.184136	13.000000	353	4mC	Regulatory	T3
-900.000000	0.212465	15.000000	353	4mC	Regulatory	T3
-700.000000	0.141643	10.000000	353	4mC	Regulatory	T3
-500.000000	0.212465	15.000000	353	4mC	Regulatory	T3
-300.000000	0.184136	13.000000	353	4mC	Regulatory	T3
-100.000000	0.155807	11.000000	353	4mC	Regulatory	T3
100.000000	0.141643	10.000000	353	4mC	Regulatory	T3
300.000000	0.113314	8.000000	353	4mC	Regulatory	T3
500.000000	0.141643	10.000000	353	4mC	Regulatory	T3
700.000000	0.283286	20.000000	353	4mC	Regulatory	T3
900.000000	0.184136	13.000000	353	4mC	Regulatory	T3
1100.000000	0.184136	13.000000	353	4mC	Regulatory	T3
1300.000000	0.155807	11.000000	353	4mC	Regulatory	T3
1500.000000	0.169972	12.000000	353	4mC	Regulatory	T3
1700.000000	0.368272	26.000000	353	4mC	Regulatory	T3
1900.000000	0.169972	12.000000	353	4mC	Regulatory	T3
2100.000000	0.240793	17.000000	353	4mC	Regulatory	T3
2300.000000	0.127479	9.000000	353	4mC	Regulatory	T3
2500.000000	0.184136	13.000000	353	4mC	Regulatory	T3
2700.000000	0.155807	11.000000	353	4mC	Regulatory	T3
2900.000000	0.127479	9.000000	353	4mC	Regulatory	T3
3100.000000	0.283286	20.000000	353	4mC	Regulatory	T3
3300.000000	0.155807	11.000000	353	4mC	Regulatory	T3
3500.000000	0.226629	16.000000	353	4mC	Regulatory	T3
3700.000000	0.113314	8.000000	353	4mC	Regulatory	T3
3900.000000	0.099150	7.000000	353	4mC	Regulatory	T3
4100.000000	0.169972	12.000000	353	4mC	Regulatory	T3
4300.000000	0.198300	14.000000	353	4mC	Regulatory	T3
4500.000000	0.269122	19.000000	353	4mC	Regulatory	T3
4700.000000	0.141643	10.000000	353	4mC	Regulatory	T3
4900.000000	0.240793	17.000000	353	4mC	Regulatory	T3
-4900.000000	0.239868	116.000000	2418	4mC	Non-regulatory	T1
-4700.000000	0.231596	112.000000	2418	4mC	Non-regulatory	T1
-4500.000000	0.225393	109.000000	2418	4mC	Non-regulatory	T1
-4300.000000	0.264682	128.000000	2418	4mC	Non-regulatory	T1
-4100.000000	0.246071	119.000000	2418	4mC	Non-regulatory	T1
-3900.000000	0.275021	133.000000	2418	4mC	Non-regulatory	T1
-3700.000000	0.241935	117.000000	2418	4mC	Non-regulatory	T1
-3500.000000	0.272953	132.000000	2418	4mC	Non-regulatory	T1
-3300.000000	0.256410	124.000000	2418	4mC	Non-regulatory	T1
-3100.000000	0.270885	131.000000	2418	4mC	Non-regulatory	T1
-2900.000000	0.244003	118.000000	2418	4mC	Non-regulatory	T1
-2700.000000	0.231596	112.000000	2418	4mC	Non-regulatory	T1
-2500.000000	0.275021	133.000000	2418	4mC	Non-regulatory	T1
-2300.000000	0.248139	120.000000	2418	4mC	Non-regulatory	T1
-2100.000000	0.256410	124.000000	2418	4mC	Non-regulatory	T1
-1900.000000	0.293631	142.000000	2418	4mC	Non-regulatory	T1
-1700.000000	0.275021	133.000000	2418	4mC	Non-regulatory	T1
-1500.000000	0.252275	122.000000	2418	4mC	Non-regulatory	T1
-1300.000000	0.268817	130.000000	2418	4mC	Non-regulatory	T1
-1100.000000	0.291563	141.000000	2418	4mC	Non-regulatory	T1
-900.000000	0.237800	115.000000	2418	4mC	Non-regulatory	T1
-700.000000	0.260546	126.000000	2418	4mC	Non-regulatory	T1
-500.000000	0.225393	109.000000	2418	4mC	Non-regulatory	T1
-300.000000	0.241935	117.000000	2418	4mC	Non-regulatory	T1
-100.000000	0.194376	94.000000	2418	4mC	Non-regulatory	T1
100.000000	0.231596	112.000000	2418	4mC	Non-regulatory	T1
300.000000	0.252275	122.000000	2418	4mC	Non-regulatory	T1
500.000000	0.275021	133.000000	2418	4mC	Non-regulatory	T1
700.000000	0.250207	121.000000	2418	4mC	Non-regulatory	T1
900.000000	0.277089	134.000000	2418	4mC	Non-regulatory	T1
1100.000000	0.272953	132.000000	2418	4mC	Non-regulatory	T1
1300.000000	0.301902	146.000000	2418	4mC	Non-regulatory	T1
1500.000000	0.254342	123.000000	2418	4mC	Non-regulatory	T1
1700.000000	0.320513	155.000000	2418	4mC	Non-regulatory	T1
1900.000000	0.215054	104.000000	2418	4mC	Non-regulatory	T1
2100.000000	0.237800	115.000000	2418	4mC	Non-regulatory	T1
2300.000000	0.208850	101.000000	2418	4mC	Non-regulatory	T1
2500.000000	0.264682	128.000000	2418	4mC	Non-regulatory	T1
2700.000000	0.252275	122.000000	2418	4mC	Non-regulatory	T1
2900.000000	0.200579	97.000000	2418	4mC	Non-regulatory	T1
3100.000000	0.239868	116.000000	2418	4mC	Non-regulatory	T1
3300.000000	0.256410	124.000000	2418	4mC	Non-regulatory	T1
3500.000000	0.225393	109.000000	2418	4mC	Non-regulatory	T1
3700.000000	0.233664	113.000000	2418	4mC	Non-regulatory	T1
3900.000000	0.256410	124.000000	2418	4mC	Non-regulatory	T1
4100.000000	0.291563	141.000000	2418	4mC	Non-regulatory	T1
4300.000000	0.235732	114.000000	2418	4mC	Non-regulatory	T1
4500.000000	0.266749	129.000000	2418	4mC	Non-regulatory	T1
4700.000000	0.272953	132.000000	2418	4mC	Non-regulatory	T1
4900.000000	0.260546	126.000000	2418	4mC	Non-regulatory	T1
-4900.000000	0.283292	137.000000	2418	4mC	Non-regulatory	T2
-4700.000000	0.264682	128.000000	2418	4mC	Non-regulatory	T2
-4500.000000	0.260546	126.000000	2418	4mC	Non-regulatory	T2
-4300.000000	0.299835	145.000000	2418	4mC	Non-regulatory	T2
-4100.000000	0.279156	135.000000	2418	4mC	Non-regulatory	T2
-3900.000000	0.295699	143.000000	2418	4mC	Non-regulatory	T2
-3700.000000	0.268817	130.000000	2418	4mC	Non-regulatory	T2
-3500.000000	0.308106	149.000000	2418	4mC	Non-regulatory	T2
-3300.000000	0.287428	139.000000	2418	4mC	Non-regulatory	T2
-3100.000000	0.279156	135.000000	2418	4mC	Non-regulatory	T2
-2900.000000	0.256410	124.000000	2418	4mC	Non-regulatory	T2
-2700.000000	0.237800	115.000000	2418	4mC	Non-regulatory	T2
-2500.000000	0.312242	151.000000	2418	4mC	Non-regulatory	T2
-2300.000000	0.266749	129.000000	2418	4mC	Non-regulatory	T2
