gene_id,6mA_T1_count,6mA_T1_mean_freq,6mA_T2_count,6mA_T2_mean_freq,6mA_T3_count,6mA_T3_mean_freq,4mC_T1_count,4mC_T1_mean_freq,4mC_T2_count,4mC_T2_mean_freq,4mC_T3_count,4mC_T3_mean_freq,log2FC_T2_vs_T1,padj_T2_vs_T1,log2FC_T3_vs_T1,padj_T3_vs_T1,log2FC_T3_vs_T2,padj_T3_vs_T2,6mA_change_T2_vs_T1,6mA_change_T3_vs_T1,6mA_change_T3_vs_T2,4mC_change_T2_vs_T1,4mC_change_T3_vs_T1,4mC_change_T3_vs_T2
SC_RS02150,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02155,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02160,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-0.181168913220386,0.7521673366693887,1.80766783371857,0.0008947794632898938,2.0517453268762424,0.0005894927830807846,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02180,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-0.0203349414281959,0.938044470084787,-0.908055134371964,5.6846824116779983e-05,-0.8857298631098528,0.00014846005266931647,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02185,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1.388951198895088,0.0191908523170005,0.5567979726033606,0.2301668649324,2.121767527991087,0.0005762446986058115,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02190,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1.076883411098873,0.0602843694692657,1.313709002100099,0.0052651475789799,2.63862050076016,1.910111916361011e-05,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02195,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1.1670083725818825,8.69858127064317e-05,-0.9371840830729052,0.0005026931132487494,0.2233615925510545,0.4803477995598331,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02200,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7.47161366775822,1.4122883983557922e-82,6.342246465205891,7.154551170476657e-60,-1.0991102484383368,7.254930720119675e-09,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02205,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02210,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.9431917482372402,0.177873741288051,4.670246351020589,1.5181273676629487e-05,2.894953136669553,0.0001218760590532536,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02225,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.2707059448762548,0.0205519940287699,2.5501184271158226,2.9153622145470524e-06,1.062979842974028,0.0167191604929591,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02230,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-0.1826587507368818,0.7675019968597425,3.8565201374714007,1.3762382084544902e-08,4.14691803030035,8.0865415471495e-08,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02235,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02240,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.5953210171582464,0.2906400177470477,3.754945890620576,3.6065597582587277e-10,2.910719532236821,8.784748717804852e-08,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02245,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.2477729780628166,0.0005340860444254804,1.563668452208468,5.250985894522955e-06,0.2826801909335936,0.3826004702085016,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02250,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1.3556687500885578,0.0214875912611373,1.090855466850782,0.0182979390911819,2.6954880121704385,1.6408308079524144e-05,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02255,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-0.543571632088415,0.272957969018617,0.537297232093022,0.2318119681737643,1.146958515391913,0.0213318891207848,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02260,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-0.217473568852473,0.4027410500128949,-0.0316704257102638,0.8956185470250986,0.1865627113648924,0.4642829208743619,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02265,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02270,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.5842472073870432,0.2950266999087604,2.5616205539847687,1.3407077045394575e-05,1.7416867612732114,0.0012211361577006,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02275,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.596857971454212,0.0111840632540352,4.8923681088288955,3.118661728193791e-05,1.559450894417079,0.0099946282566573,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02285,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0780808579967122,0.8324543548037804,0.4159732473949868,0.1726042947825507,0.3357032959593764,0.2945372030080933,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02290,0,0.0,1,54.97,1,70.06,0,0.0,0,0.0,0,0.0,1.1798989915441698,1.8913036207927137e-11,0.0839849696814544,0.6552604170014542,-1.0942565444331749,2.905466009256815e-10,54.97,70.06,15.090000000000003,0.0,0.0,0.0
SC_RS02295,0,0.0,1,54.97,1,70.06,0,0.0,0,0.0,0,0.0,2.434361677092434,0.0006062496291587187,2.450797449933316,0.00035100116961994687,0.0015049134108942,0.9997721809913276,54.97,70.06,15.090000000000003,0.0,0.0,0.0
SC_RS02305,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-0.482506466927447,0.0480589025718212,-1.3017148660251896,4.188422218566983e-08,-0.7984670984802175,0.0014196568947475,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02310,0,0.0,1,61.61333333333334,0,0.0,0,0.0,0,0.0,0,0.0,0.1478632562820879,0.6296128756025902,0.1226427473267916,0.6596839034468016,-0.025382544372543,0.9336907429230488,61.61333333333334,0.0,-61.61333333333334,0.0,0.0,0.0
SC_RS02315,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-0.3071537510509133,0.5467498817108806,0.0913330822469235,0.8445460089783282,0.4043547224343702,0.4076716168336181,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02320,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1.831594141457368,5.227774815597633e-16,-1.4030687977450698,2.2113776276862505e-11,0.4130494792903594,0.0815329012590286,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02325,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1.482151075954944,8.17419526957494e-08,-0.7226818523959183,0.0040285203706509,0.733896018052762,0.0086602383264226,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02330,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1.20882726219268,3.7688951825281104e-06,-0.3287013636122964,0.1522795798991609,0.8697367154484416,0.0008777081826205852,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02335,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-0.0403712218809608,0.9134598831238848,0.6637798854808625,0.0313745734625094,0.7048682936400644,0.0272395941769216,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02340,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.9091506504753936,0.0621476984101415,3.3028332277098618,6.277887134503853e-12,2.210161337191858,3.675545226275694e-07,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02345,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.9959345830956104,0.0419262441877311,2.723209762787094,2.0541565404763617e-08,1.5394812216486888,0.00040019288908169505,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02350,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.7119304517551795,0.1671759107581868,3.104554289738999,1.7879120052350455e-09,2.1965830102507735,3.4043249728996736e-06,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02355,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.1412200314395486,0.0541593785485275,4.217991348162781,1.7178189649039413e-11,2.7566830420847617,1.2613785472850169e-07,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02360,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.4832623617495559,0.2186261151104759,2.6536720622756462,1.2779819260089857e-12,2.096079475960104,1.6975722282695823e-08,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02370,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-0.0220044564290917,0.9707034598613856,0.3556513980353151,0.528288586752574,0.3731416888590342,0.5262105801704674,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02375,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.738116454663289,9.687766482521602e-07,1.375365382115441,6.032219529418808e-05,-0.3331260721199404,0.2882913499866864,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02380,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.655057648503602,4.1461729349246916e-30,2.905293361379285,6.2822679640217765e-37,0.239822306801646,0.2368981328401387,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02385,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-0.3721655435904751,0.5101590260727418,4.427041389344312,1.7148067795371017e-06,5.3704289908207485,9.42369990400811e-06,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02390,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.6460597280545264,0.00021069920996065616,3.0568591441004123,5.824083355760587e-13,1.2844149177718007,0.0001395962985209846,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02400,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02405,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.7722089460426576,9.375498929373716e-06,3.0508456323556863,2.820401904609062e-15,1.173149127762695,0.0003247488192197706,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02410,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-0.4543285874008771,0.3271385705101007,0.7038434761624848,0.0849157479400169,1.2114900747789812,0.0076651138365939,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02420,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.3862661785992168,0.5097260184471352,3.747444661085867,2.0285212742402783e-08,3.123974133513336,9.765065549994808e-07,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02425,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-0.0483747723776852,0.9164600387909184,0.4096580370269984,0.2862524326470633,0.4576155576519862,0.260109581143195,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02430,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-0.5399555449149438,0.330402868294143,0.8821504702270438,0.0735662257624237,1.5568525461193294,0.0079916698381196,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02435,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0051761512663275,0.9927177069190948,2.340244923141716,0.0001354342431853493,2.306225461373934,0.0003793161565972228,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02440,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.6245080555692011,0.1032369280989004,1.3629061339452957,0.0001450685200028286,0.6859886893485069,0.0503626068103209,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02445,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.2032041538526683,0.0008042831438556441,1.3174011337872826,0.0001450685200028286,0.1008802959748551,0.7797694874185843,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02450,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.4453453846263303,0.218859504466575,0.8991103082955653,0.0069127262429047,0.432119538656414,0.2024788657374312,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02455,0,0.0,0,0.0,0,0.0,0,0.0,1,78.55999999999999,1,88.69,1.9589972494364425,2.5249380577013426e-17,1.3127734931300468,9.797260265484812e-09,-0.623856565940799,0.0023946579127299,0.0,0.0,0.0,78.55999999999999,88.69,10.13000000000001
SC_RS02465,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02480,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.3174868170302123,7.982079274174585e-07,0.6067912290354254,0.0208126549239691,-0.6881786865112709,0.0076033551998754,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02485,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02495,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.3415912853664873,0.224859772398857,-0.030064976670507,0.912291028332213,-0.3724943750871819,0.1693107125779583,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02500,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-0.8897573576670413,0.0031874311091769,-0.3136892898009557,0.2631527550618669,0.5674617723652883,0.0600252499798888,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02505,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-0.6173416585110286,0.0422301046858201,-0.1460510044925792,0.6056077742080179,0.4707078601485101,0.1172048269882806,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02510,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.1753179018308613,0.7720984641592445,3.1903414118229114,1.0547595816928266e-06,2.885842575881275,1.2969295785577984e-05,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02515,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.6123527576047154,8.876161796377943e-11,2.856511209283222,3.235985835376903e-13,0.218727298123399,0.466903777877109,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02520,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.6389323588245928,2.2618819002555827e-15,1.7903497188512851,5.1631718582045325e-08,-0.7948552213153798,0.0031587646017305,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02525,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.281414431515953,0.0446858866294883,3.0998031137231243,4.94288990330923e-06,1.4506278542642237,0.005829402930989,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02530,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.202280419097655,6.644293286168122e-13,2.012106769769616,1.9538620894274818e-11,-0.1787969240127903,0.5034222906427657,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02535,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.398071437225238,0.024729703508318,3.886167256918603,3.4622077688607924e-09,2.136618675179403,4.336212939134456e-05,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02540,0,0.0,1,58.870000000000005,1,62.0,0,0.0,0,0.0,0,0.0,0.7557874408092828,0.2538473934587618,4.912156419816346,5.078738991239979e-06,3.385828414436463,1.557498132131862e-05,58.870000000000005,62.0,3.1299999999999955,0.0,0.0,0.0
SC_RS02545,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-0.1182570017068892,0.7977538864499327,0.424827245248013,0.2853769059982017,0.5470764768236378,0.1889590053643937,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02550,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.3847571846540605,0.170044066357223,-0.2053992778906588,0.449691388886592,-0.5940152790117084,0.0275394203750259,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02555,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0520774311002645,0.9224424388244388,2.1299070067101034,3.400756230235042e-06,2.050802715694745,1.9253321592305808e-05,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02560,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.2262379384858644,1.1688339357155667e-39,0.1573203956315156,0.3833128617241977,-2.0641926207467556,1.378629816521611e-35,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02565,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.988368958610792,2.824113526616043e-07,1.8554013477795448,7.639453357907147e-07,-0.1221727205676082,0.7189838026746506,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02570,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.622783936358177,1.2783726460832188e-08,2.9946762856422033,3.139223479965429e-11,0.3210014533376831,0.3625102037485596,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02575,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3.173740020832225,1.5871299264876973e-05,4.372845987375343,2.20557744629252e-09,0.9973998261288182,0.0176589854041828,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02580,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.0999748896418797,4.2346064521357235e-05,3.945919044081462,3.1003010923562748e-15,1.6775250744108794,8.716768214968742e-06,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02585,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.8300919353371327,0.0887670112771912,3.425305426619796,6.019050405754699e-13,2.419620398291097,2.0823662025233962e-08,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02590,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.8121535522879543,0.1571767795755012,3.687231328734532,8.698671728649869e-09,2.556611268427166,1.1682391316881557e-05,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02595,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.5239753894534219,0.3519974360052158,4.0554836891643,4.4734165305208066e-11,3.2985741649081617,1.5695664090173972e-08,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02600,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.7498551836255662,4.300573352600123e-07,3.5514764989140435,7.794448255261906e-26,1.709245311325067,3.603812388122147e-08,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02605,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.6454564827502474,1.6949164675513107e-05,4.046020576581488,3.298740283955125e-27,2.2862139208240815,3.188789173940878e-11,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02610,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.141314741702596,0.0326379532577692,1.3956806988911707,0.0064351005052189,0.1928471198344636,0.68115166997493,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02615,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5.217369698264109,5.549453427923596e-62,1.4453208916341287,5.3481611030489195e-06,-3.7070731708251263,1.2752464053922706e-39,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02620,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10.243299086692309,9.52436642859926e-138,4.768481317637825,5.718587047243232e-31,-5.415273812467397,1.2471902631109001e-107,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02625,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.3478072821107898,5.868369631750894e-09,2.3289489134330177,3.2852234500057124e-25,0.9468217958345088,1.1953166589914447e-05,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02630,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.136839371036022,0.8257707029899802,3.888637030648429,1.4752155582355512e-06,3.584828748022892,1.2260567107749612e-05,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02635,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.9613619139844023,1.3302960632589704e-06,2.705018174077816,5.5758796183770836e-12,0.6655354666947957,0.0389743251739547,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02640,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2.2007519653006806,1.6019699970330559e-16,1.951927477691931,9.468612348506625e-14,-0.2366553842314818,0.3136672023878267,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02645,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1.9355637565297437,1.7461152547889563e-11,1.387640399977617,9.124017205637874e-07,-0.5152531202392692,0.0508354344722591,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02650,0,0.0,0,0.0,0,0.0,0,0.0,1,92.96666666666664,1,100.0,0.4628931114228028,0.3777006638039649,2.6907932255906113,5.143650783963908e-07,2.061782769724094,6.62113508830061e-05,0.0,0.0,0.0,92.96666666666664,100.0,7.03333333333336
SC_RS02655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02660,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-0.0159602400374791,0.9736791434367008,2.8105590650100676,5.283350980040882e-13,2.8213664239403267,1.4870163230201553e-11,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02665,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.6960516099163142,0.0652664310053558,3.579707170500813,1.281583419066679e-25,2.8005038113209944,5.987551719831917e-18,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02670,0,0.0,0,0.0,1,63.12,0,0.0,0,0.0,0,0.0,0.1209592266334696,0.673647719747806,0.4432461672113018,0.0729965467723179,0.3207819364582083,0.2159215882090256,0.0,63.12,63.12,0.0,0.0,0.0
SC_RS02675,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02680,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1.0239134444181497,0.011152074341282,0.403840231152465,0.2320564039550812,1.4742662200117822,0.00021170922733615297,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02685,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-0.5090343654471081,0.1991287204166806,0.2445023616745761,0.4877223997976961,0.7671514216332196,0.0435867402215209,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02690,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-0.2264204932485444,0.3375316068817487,-0.4317272160334224,0.0423029799847306,-0.2046171342478089,0.379265115158168,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02700,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1.0089249559218212,0.0010592952263677,-0.8704462748730735,0.0021370252200917,0.1353944594460959,0.6838051823215727,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02705,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1.0252718400292251,0.0079654211892534,-1.0814661712704614,0.0023530545592736,-0.0368079634591196,0.9319870853666484,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02715,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1.9720167727897544,0.0010719413759387,0.1876665066572597,0.6711618631149316,2.2219722953912884,0.00024370619519670992,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02720,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-0.8884150961112777,0.0506548799724591,1.7339984828737542,7.118839133088915e-06,2.758411454911806,2.431059982431094e-09,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02725,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.1054289243742344,0.7888844834248839,1.0337694781620927,0.0013250713396517,0.9165197576614226,0.0059214594651924,0.0,0.0,0.0,0.0,0.0,0.0
SC_RS02730,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.7164430001102814,0.0706516625769485,0.8912346677516076,0.0173955827529686,0.1575987659166368,0.6871251783892594,0.0,0.0,0.0,0.0,0.0,0.0
