gene_id,old_locus_tag,log2FC_T2_vs_T1,padj_T2_vs_T1,6mA_change_T2_vs_T1,comparison,mod_type,4mC_change_T2_vs_T1,log2FC_T3_vs_T1,padj_T3_vs_T1,6mA_change_T3_vs_T1,4mC_change_T3_vs_T1,log2FC_T3_vs_T2,padj_T3_vs_T2,6mA_change_T3_vs_T2,4mC_change_T3_vs_T2
SC_RS29680,SCO5499,-1.5565161617302283,4.2522299073201654e-15,,T2_vs_T1,4mC,-16.75666666666666,,,,,,,,
SC_RS29770,SCO5517,-1.2562254513684274,1.182971561813807e-12,,T2_vs_T1,4mC,70.47666666666667,,,,,,,,
SC_RS30370,SCO5629,2.6485640091293856,5.695406080702799e-50,,T2_vs_T1,4mC,11.309999999999988,,,,,,,,
SC_RS30720,SCO5701,-2.802061692445963,7.411519683179426e-25,,T2_vs_T1,4mC,70.54,,,,,,,,
SC_RS30830,SCO5723,1.432858042863018,7.047260698184702e-10,,T2_vs_T1,4mC,-60.223333333333336,,,,,,,,
SC_RS31225,SCO5797,-1.1535734911624105,1.4995294156813582e-05,,T2_vs_T1,4mC,-60.833333333333336,,,,,,,,
SC_RS31730,SCO5897,2.598068584030966,3.1333684709340684e-22,,T2_vs_T1,4mC,71.45333333333333,,,,,,,,
SC_RS32330,SCO6019,-3.662679831757768,7.280974464883806e-96,,T2_vs_T1,4mC,90.60666666666668,,,,,,,,
SC_RS32410,SCO6035,1.5507072980478018,0.003708497371732,,T2_vs_T1,4mC,10.019999999999996,,,,,,,,
SC_RS32750,SCO6102,4.032360257731154,1.9473824738397577e-51,,T2_vs_T1,4mC,69.14333333333333,,,,,,,,
SC_RS34185,SCO6394,3.587480848455814,3.358000681262023e-86,,T2_vs_T1,4mC,58.92666666666667,,,,,,,,
SC_RS34805,SCO6522,2.2318747179244847,2.6905775128360496e-17,,T2_vs_T1,4mC,-94.10333333333334,,,,,,,,
SC_RS35240,SCO6608,1.584419470269122,1.4322835938499535e-16,,T2_vs_T1,4mC,72.77666666666666,,,,,,,,
SC_RS35270,SCO6614,2.432271911839526,2.291628430534531e-40,,T2_vs_T1,4mC,62.0,,,,,,,,
SC_RS35360,SCO6632,1.579168559255838,4.935285905170595e-13,,T2_vs_T1,4mC,69.14333333333333,,,,,,,,
SC_RS35735,SCO6710,3.9458202459131377,1.3929836099507423e-26,,T2_vs_T1,4mC,78.92,,,,,,,,
SC_RS35800,SCO6722,1.6461369304958555,1.3359219180187915e-10,,T2_vs_T1,4mC,75.52666666666667,,,,,,,,
SC_RS35805,SCO6723,2.5333952180853783,1.7906245331674096e-27,,T2_vs_T1,4mC,75.52666666666667,,,,,,,,
SC_RS35970,SCO6757,-1.9785778824142868,3.232635874252209e-31,,T2_vs_T1,4mC,83.72000000000001,,,,,,,,
SC_RS36115,SCO6787,1.5809075420511625,0.0110348767093606,,T2_vs_T1,4mC,64.07666666666667,,,,,,,,
SC_RS36300,SCO6822,4.995892507677925,6.81940877844385e-72,,T2_vs_T1,4mC,97.43666666666668,,,,,,,,
SC_RS36560,SCO6872,1.955256688471632,0.0317780833429551,,T2_vs_T1,4mC,65.55333333333333,,,,,,,,
SC_RS36820,SCO6924,-2.5425777989933764,7.40547348508819e-05,,T2_vs_T1,4mC,83.75333333333333,,,,,,,,
SC_RS37240,SCO7003,3.602770221873249,5.069190881517861e-43,,T2_vs_T1,4mC,97.43666666666668,,,,,,,,
SC_RS37525,SCO7059,-1.4931935937867833,2.5006890182046823e-14,,T2_vs_T1,4mC,-11.50666666666666,,,,,,,,
SC_RS38225,SCO7202,-1.222754194923899,2.5059141624949285e-06,,T2_vs_T1,4mC,71.86,,,,,,,,
SC_RS38275,,-1.0368224392531435,0.0042884503844388,,T2_vs_T1,4mC,86.85333333333334,,,,,,,,
SC_RS38475,SCO7252,9.317497513720548,3.5040142420988754e-226,,T2_vs_T1,4mC,92.30666666666669,,,,,,,,
SC_RS38610,SCO7279,1.5122439263738874,2.7868803275573235e-09,,T2_vs_T1,4mC,65.58666666666666,,,,,,,,
SC_RS38805,SCO7318,-2.4369961868213257,2.264246355800505e-53,,T2_vs_T1,4mC,83.85333333333332,,,,,,,,
SC_RS39465,SCO7452,2.118648368653073,6.4684312035308954e-09,,T2_vs_T1,4mC,57.64000000000001,,,,,,,,
SC_RS39555,SCO7470,5.514623011551207,9.222216190144579e-56,,T2_vs_T1,4mC,81.59000000000002,,,,,,,,
SC_RS39560,SCO7471,5.369706989489663,5.863712047342644e-97,,T2_vs_T1,4mC,81.59000000000002,,,,,,,,
SC_RS39795,SCO7519,-1.6658088199058343,9.7815144204541e-07,,T2_vs_T1,4mC,73.74666666666667,,,,,,,,
SC_RS39910,SCO7542,2.2820314305742655,8.862223498245017e-13,,T2_vs_T1,4mC,94.44333333333331,,,,,,,,
SC_RS40040,SCO7568,-1.2552343502126442,2.703495194456091e-06,,T2_vs_T1,4mC,72.89666666666666,,,,,,,,
SC_RS40100,SCO7580,2.010184169770367,5.78457878004568e-27,,T2_vs_T1,4mC,75.39666666666666,,,,,,,,
SC_RS40310,SCO7623,2.3104596283360883,1.9046955358772756e-23,,T2_vs_T1,4mC,98.04,,,,,,,,
SC_RS40485,SCO7659,1.6674710244355468,1.4654283303575533e-11,,T2_vs_T1,4mC,82.13333333333333,,,,,,,,
SC_RS40770,SCO7717,4.953155775463249,8.230183149713911e-54,,T2_vs_T1,4mC,63.09,,,,,,,,
SC_RS41015,SCO7772,1.199219713333028,1.6099080359050222e-08,,T2_vs_T1,4mC,91.39,,,,,,,,
SC_RS41080,SCO7784,5.351205038720505,4.2889865924211687e-60,,T2_vs_T1,4mC,60.32,,,,,,,,
SC_RS41150,SCO7801,1.9234501705766776,0.0005194582811567678,,T2_vs_T1,4mC,71.57333333333334,,,,,,,,
SC_RS41345,SCO7842,8.06526229502265,5.756079931935038e-09,,T2_vs_T1,4mC,87.08,,,,,,,,
SC_RS02295,SCO0057,,,,T3_vs_T1,6mA,,2.450797449933316,0.00035100116961994687,67.54,,,,,
SC_RS02830,SCO0176,,,,T3_vs_T1,6mA,,5.488622161670306,6.189143763629263e-06,-61.666666666666664,,,,,
SC_RS03250,SCO0266,,,,T3_vs_T1,6mA,,1.0523627135003395,0.0008245978071270458,-53.36666666666667,,,,,
SC_RS03625,SCO0342,,,,T3_vs_T1,6mA,,3.304460181646964,1.5623794258425132e-13,54.53,,,,,
SC_RS03660,SCO0350,,,,T3_vs_T1,6mA,,1.2960233645369,9.906060167032568e-05,-61.20333333333334,,,,,
SC_RS03665,SCO0351,,,,T3_vs_T1,6mA,,1.5422950272883402,1.3624931886019116e-07,-65.99,,,,,
SC_RS04125,SCO0443,,,,T3_vs_T1,6mA,,-2.1066160404226713,3.8537569344410435e-12,-63.333333333333336,,,,,
SC_RS04155,SCO0448,,,,T3_vs_T1,6mA,,1.2105719974354314,0.0001651167909244479,-70.76666666666667,,,,,
SC_RS04395,SCO0495,,,,T3_vs_T1,6mA,,1.596500314509195,5.2891454985963266e-17,-59.80833333333334,,,,,
SC_RS04460,SCO0508,,,,T3_vs_T1,6mA,,-1.47076747749231,6.858149906051037e-06,-66.44666666666667,,,,,
SC_RS04710,SCO0558,,,,T3_vs_T1,6mA,,-2.244388340538972,2.3939259168522532e-14,-55.56,,,,,
SC_RS04780,SCO0571,,,,T3_vs_T1,6mA,,1.8036915625311816,3.8357706782032894e-08,-53.57,,,,,
SC_RS04860,SCO0587,,,,T3_vs_T1,6mA,,4.37919391928458,4.94101254939498e-24,66.01333333333334,,,,,
SC_RS05290,SCO0674,,,,T3_vs_T1,6mA,,3.421637531699695,2.3637254123676305e-10,-67.03666666666666,,,,,
SC_RS05295,SCO0675,,,,T3_vs_T1,6mA,,3.7822973065291943,4.91559864535202e-19,-67.03666666666666,,,,,
SC_RS05575,SCO0729,,,,T3_vs_T1,6mA,,-1.889285599337996,8.111543019091457e-17,58.333333333333336,,,,,
SC_RS05825,SCO0779,,,,T3_vs_T1,6mA,,1.2646726678711635,1.124663197469298e-06,-63.91,,,,,
SC_RS05830,SCO0780,,,,T3_vs_T1,6mA,,1.5537738066124334,6.990501027868295e-12,-63.91,,,,,
SC_RS05970,SCO0808,,,,T3_vs_T1,6mA,,2.1186763928527617,8.493007853403443e-09,61.98666666666666,,,,,
SC_RS06245,SCO0863,,,,T3_vs_T1,6mA,,3.996539987901112,2.375180207787232e-47,55.94333333333333,,,,,
SC_RS06415,SCO0895,,,,T3_vs_T1,6mA,,3.556464302793186,7.254577207029678e-10,-71.88166666666666,,,,,
SC_RS06595,SCO0929,,,,T3_vs_T1,6mA,,1.241502087761784,4.41371842366655e-10,-59.48666666666667,,,,,
SC_RS06675,SCO0945,,,,T3_vs_T1,6mA,,1.501191306605207,3.857801931955849e-09,-57.330000000000005,,,,,
SC_RS06765,SCO0962,,,,T3_vs_T1,6mA,,2.1599168806255076,5.230825947427142e-11,53.173333333333325,,,,,
SC_RS07835,SCO1176,,,,T3_vs_T1,6mA,,2.8082332158404193,5.775403974351842e-32,-61.06,,,,,
SC_RS08125,SCO1234,,,,T3_vs_T1,6mA,,-2.1384647413711435,3.5999667944995847e-41,11.126666666666665,,,,,
SC_RS08335,SCO1275,,,,T3_vs_T1,6mA,,3.940849994908693,1.8109300948313676e-15,-13.815000000000005,,,,,
SC_RS08540,SCO1315,,,,T3_vs_T1,6mA,,-1.744195709908825,8.034796034535668e-19,-64.85333333333334,,,,,
SC_RS08735,SCO1354,,,,T3_vs_T1,6mA,,1.649012756131871,0.0018430161175437,-60.23,,,,,
SC_RS09305,SCO1466,,,,T3_vs_T1,6mA,,5.047299793213963,3.8504432460646864e-22,-56.86333333333334,,,,,
SC_RS09340,SCO1473,,,,T3_vs_T1,6mA,,-1.2226854994281402,3.9004847287688804e-07,-52.81333333333333,,,,,
SC_RS09345,SCO1474,,,,T3_vs_T1,6mA,,1.8885737815310728,1.9670952006836866e-12,-52.81333333333333,,,,,
SC_RS09435,SCO1492,,,,T3_vs_T1,6mA,,-1.8388837314162816,3.994176533931709e-27,-53.44,,,,,
SC_RS09550,SCO1516,,,,T3_vs_T1,6mA,,-2.0767131816606903,2.9549974343659912e-21,59.129999999999995,,,,,
SC_RS09565,SCO1519,,,,T3_vs_T1,6mA,,-2.044015842758075,3.4855246646536947e-25,-62.85666666666666,,,,,
SC_RS09930,SCO1583,,,,T3_vs_T1,6mA,,3.1405523529205364,7.184270052912438e-15,56.06333333333333,,,,,
SC_RS10090,SCO1616,,,,T3_vs_T1,6mA,,-2.1435285187980977,2.801494805016462e-38,-72.50999999999999,,,,,
SC_RS10260,SCO1650,,,,T3_vs_T1,6mA,,-1.5391732221290753,5.755057143867847e-13,56.24666666666667,,,,,
SC_RS11000,SCO1795,,,,T3_vs_T1,6mA,,2.0204460713877457,2.7240734445543593e-22,-53.77,,,,,
SC_RS11045,SCO1804,,,,T3_vs_T1,6mA,,5.691324578335023,1.6443250309046332e-38,65.52333333333333,,,,,
SC_RS11130,,,,,T3_vs_T1,6mA,,-1.1358685822458017,2.5568639301658222e-06,63.76000000000001,,,,,
SC_RS11735,SCO1940,,,,T3_vs_T1,6mA,,-1.2297042634171682,5.076635006757085e-11,-62.48666666666667,,,,,
SC_RS11755,SCO1944,,,,T3_vs_T1,6mA,,-1.3375712772603403,1.5482748969186514e-13,-65.67333333333333,,,,,
SC_RS12195,SCO2032,,,,T3_vs_T1,6mA,,2.387217226951079,6.899547549674041e-08,-58.55333333333334,,,,,
SC_RS12320,SCO2056,,,,T3_vs_T1,6mA,,1.2125469599459655,0.0005353535687304757,11.876666666666665,,,,,
SC_RS12970,SCO2187,,,,T3_vs_T1,6mA,,1.5907941550910074,7.565974812750933e-06,-58.57,,,,,
SC_RS13965,SCO2386,,,,T3_vs_T1,6mA,,-2.008260763804589,1.0606675794215542e-40,60.61666666666667,,,,,
SC_RS14085,SCO2410,,,,T3_vs_T1,6mA,,2.926416639396252,1.7926223853077459e-07,-54.92333333333334,,,,,
SC_RS14100,SCO2413,,,,T3_vs_T1,6mA,,3.3337244381854685,8.250838597232745e-07,-81.86666666666666,,,,,
SC_RS14200,SCO2433,,,,T3_vs_T1,6mA,,1.7398111554068014,3.263918685378956e-05,-65.92666666666666,,,,,
SC_RS14265,SCO2446,,,,T3_vs_T1,6mA,,3.0438187316870975,3.5798415511668923e-45,-53.78666666666666,,,,,
SC_RS14400,SCO2470,,,,T3_vs_T1,6mA,,-1.7803821663487829,8.957630756607804e-12,-62.03666666666667,,,,,
SC_RS14510,SCO2492,,,,T3_vs_T1,6mA,,5.905632886263579,2.924759126024809e-48,-58.21,,,,,
SC_RS14745,SCO2539,,,,T3_vs_T1,6mA,,-2.684144217464584,2.3005479147565466e-51,-59.04666666666666,,,,,
SC_RS15145,SCO2615,,,,T3_vs_T1,6mA,,-2.4839350267409763,6.744532050237249e-40,56.93333333333334,,,,,
SC_RS15855,SCO2754,,,,T3_vs_T1,6mA,,-1.3425774061019171,1.110443910644972e-09,-61.04,,,,,
SC_RS16130,SCO2808,,,,T3_vs_T1,6mA,,-2.8528576440181665,3.68140060725911e-81,-59.63333333333333,,,,,
SC_RS16705,SCO2921,,,,T3_vs_T1,6mA,,3.8961623629092745,6.99067877314443e-51,62.593333333333334,,,,,
SC_RS16710,SCO2922,,,,T3_vs_T1,6mA,,3.420769939377383,6.328773400763847e-39,-77.82666666666667,,,,,
SC_RS17005,SCO2980,,,,T3_vs_T1,6mA,,3.394090597944112,4.218216864841736e-25,52.336666666666666,,,,,
SC_RS17010,SCO2981,,,,T3_vs_T1,6mA,,3.604643633611684,9.623863717391176e-17,-55.32,,,,,
SC_RS17235,SCO3024,,,,T3_vs_T1,6mA,,-1.7350544637832963,9.516366278276151e-26,60.416666666666664,,,,,
SC_RS17265,SCO3030,,,,T3_vs_T1,6mA,,-1.40070065254483,1.9745230029838523e-14,65.52666666666667,,,,,
SC_RS17270,SCO3031,,,,T3_vs_T1,6mA,,-1.3812193674610749,5.280882814180305e-08,65.52666666666667,,,,,
SC_RS17930,SCO3164,,,,T3_vs_T1,6mA,,-1.347188836339648,1.1275998916198503e-07,-52.27333333333333,,,,,
SC_RS18320,SCO3241,,,,T3_vs_T1,6mA,,8.66113861470109,3.982270618923395e-49,-55.72,,,,,
SC_RS19015,SCO3378,,,,T3_vs_T1,6mA,,-1.6308480130757137,1.435704841667044e-08,16.326666666666668,,,,,
SC_RS19095,SCO3394,,,,T3_vs_T1,6mA,,-1.0596038970168464,7.642757261769678e-11,63.89000000000001,,,,,
SC_RS19920,SCO3557,,,,T3_vs_T1,6mA,,1.917838213499765,7.501041884366227e-08,-51.03,,,,,
SC_RS20165,SCO3606,,,,T3_vs_T1,6mA,,-2.492936107064746,1.0374084171756512e-70,60.98,,,,,
SC_RS20360,SCO3644,,,,T3_vs_T1,6mA,,-2.3665157987072956,3.1693324861596246e-34,-10.113333333333323,,,,,
SC_RS20375,SCO3647,,,,T3_vs_T1,6mA,,-1.3439184358163103,2.4161581354084343e-08,-73.97000000000001,,,,,
SC_RS20795,SCO3733,,,,T3_vs_T1,6mA,,-2.7945658245195903,2.4510483837025788e-48,-58.31999999999999,,,,,
SC_RS21755,SCO3922,,,,T3_vs_T1,6mA,,-2.0725062051940024,5.2673766728243066e-27,-63.71,,,,,
SC_RS22780,SCO4122,,,,T3_vs_T1,6mA,,-3.5392565751456435,9.025250669458276e-89,-56.11666666666667,,,,,
SC_RS22855,SCO4134,,,,T3_vs_T1,6mA,,-1.47481775631884,1.7954250373205494e-13,-61.77333333333334,,,,,
SC_RS22910,SCO4144,,,,T3_vs_T1,6mA,,1.9739249073848917,3.2733277931013384e-22,-55.583333333333336,,,,,
SC_RS24180,SCO4402,,,,T3_vs_T1,6mA,,-1.040350808068298,2.0476892277791205e-07,-73.35666666666667,,,,,
SC_RS24370,SCO4441,,,,T3_vs_T1,6mA,,2.476749784315345,1.5430733224192576e-32,10.583333333333329,,,,,
SC_RS24960,SCO4561,,,,T3_vs_T1,6mA,,-2.401529809985724,2.7710574517677854e-26,51.723333333333336,,,,,
SC_RS25255,SCO4619,,,,T3_vs_T1,6mA,,1.721573439634751,4.788922389092527e-05,-53.156666666666666,,,,,
SC_RS25370,SCO4639,,,,T3_vs_T1,6mA,,-2.258394035683855,4.527002507536934e-28,-54.98333333333333,,,,,
SC_RS25490,SCO4662,,,,T3_vs_T1,6mA,,-1.9167195198291616,3.200950313993417e-14,20.138333333333335,,,,,
SC_RS25990,SCO4766,,,,T3_vs_T1,6mA,,-1.193490472610386,2.536545758473156e-10,56.053333333333335,,,,,
SC_RS26200,SCO4808,,,,T3_vs_T1,6mA,,-2.2251346663125275,2.3390669031342696e-17,-65.64999999999999,,,,,
SC_RS26315,SCO4831,,,,T3_vs_T1,6mA,,-1.9711961893538237,6.901701674689862e-11,-56.39333333333334,,,,,
SC_RS26445,SCO4857,,,,T3_vs_T1,6mA,,-2.241839411029331,8.517086202193221e-23,-61.470000000000006,,,,,
SC_RS26535,SCO4875,,,,T3_vs_T1,6mA,,5.468900452949059,8.567999605432303e-66,59.49333333333334,,,,,
SC_RS26590,SCO4886,,,,T3_vs_T1,6mA,,-3.0837789452604514,8.04193723547697e-104,-54.13,,,,,
SC_RS26740,SCO4916,,,,T3_vs_T1,6mA,,-2.5340773207361145,3.763659910949391e-30,-78.64,,,,,
SC_RS26965,SCO4960,,,,T3_vs_T1,6mA,,-1.514544477647077,2.6337692345145036e-12,-54.07,,,,,
SC_RS27080,SCO4984,,,,T3_vs_T1,6mA,,-1.0113986523409866,1.910530472522331e-09,72.89333333333333,,,,,
SC_RS27105,SCO4989,,,,T3_vs_T1,6mA,,-2.391846336398685,2.4727921870664027e-39,-60.5,,,,,
SC_RS27215,SCO5010,,,,T3_vs_T1,6mA,,2.451834590401017,3.3046693989409213e-24,71.41666666666667,,,,,
SC_RS27300,SCO5027,,,,T3_vs_T1,6mA,,-1.101360873538775,1.6746998758808693e-06,-58.98333333333333,,,,,
SC_RS27420,SCO5051,,,,T3_vs_T1,6mA,,2.342027139923961,1.582330824143219e-07,54.32333333333333,,,,,
SC_RS27665,SCO5101,,,,T3_vs_T1,6mA,,1.1720319602761204,5.756997382594029e-06,54.29333333333333,,,,,
SC_RS27855,SCO5139,,,,T3_vs_T1,6mA,,-2.008900928048188,6.574730022445259e-32,-11.466666666666676,,,,,
SC_RS27880,,,,,T3_vs_T1,6mA,,-1.2716047883773705,1.4512161428904592e-08,-57.88666666666668,,,,,
SC_RS27920,SCO5151,,,,T3_vs_T1,6mA,,-1.1056565308403274,7.886686130628636e-07,-64.57333333333334,,,,,
SC_RS28525,SCO5268,,,,T3_vs_T1,6mA,,1.569934129002024,2.0583925572528088e-10,-61.48,,,,,
SC_RS28730,SCO5310,,,,T3_vs_T1,6mA,,-1.7929207552871318,2.8909967574975604e-23,55.44,,,,,
SC_RS28745,SCO5313,,,,T3_vs_T1,6mA,,-1.369484637331009,5.878199442318607e-15,-56.580000000000005,,,,,
SC_RS29140,SCO5392,,,,T3_vs_T1,6mA,,-1.2097310640980263,1.9049120407454267e-12,-61.31,,,,,
SC_RS29545,SCO5472,,,,T3_vs_T1,6mA,,-3.128982235756662,6.248973294699537e-41,-56.64666666666667,,,,,
SC_RS29550,SCO5473,,,,T3_vs_T1,6mA,,1.1551719552199045,9.249914934361112e-07,-56.64666666666667,,,,,
SC_RS29740,SCO5511,,,,T3_vs_T1,6mA,,5.295990045940366,1.553793528841702e-120,-56.26333333333333,,,,,
SC_RS29885,SCO5540,,,,T3_vs_T1,6mA,,-2.1908058611924996,4.87921754339612e-26,-62.379999999999995,,,,,
SC_RS29935,SCOt56,,,,T3_vs_T1,6mA,,-4.016585155596734,2.3214344478530667e-37,62.47,,,,,
SC_RS29940,SCOt57,,,,T3_vs_T1,6mA,,-2.784815730250211,1.6131055274049703e-14,62.47,,,,,
SC_RS29945,SCOt58,,,,T3_vs_T1,6mA,,-2.8417723005354385,2.0628686713977433e-08,62.47,,,,,
SC_RS30010,SCO5559,,,,T3_vs_T1,6mA,,-2.006578805334407,1.3139066296435872e-28,-54.39000000000001,,,,,
SC_RS30370,SCO5629,,,,T3_vs_T1,6mA,,2.65329669029329,2.6185829542955077e-51,-59.64000000000001,,,,,
SC_RS30795,SCO5716,,,,T3_vs_T1,6mA,,2.032961381609575,3.5471626068521165e-17,-66.63333333333334,,,,,
SC_RS31035,SCO5761,,,,T3_vs_T1,6mA,,-1.2358269702640967,1.9163693998117214e-14,-60.17333333333334,,,,,
SC_RS31380,SCO5827,,,,T3_vs_T1,6mA,,4.257716142951513,1.0852028411843016e-69,54.85333333333333,,,,,
SC_RS31445,SCO5840,,,,T3_vs_T1,6mA,,-1.146704794468829,4.0129121334597696e-11,-51.51666666666667,,,,,
SC_RS32765,SCO6104,,,,T3_vs_T1,6mA,,1.742945137893988,5.635169487247706e-15,58.279999999999994,,,,,
SC_RS33165,SCO6183,,,,T3_vs_T1,6mA,,2.745351760429457,3.6877929896885536e-08,-10.046666666666667,,,,,
SC_RS33170,SCO6184,,,,T3_vs_T1,6mA,,1.53373679075549,3.120001853148896e-05,-56.10666666666666,,,,,
SC_RS33190,,,,,T3_vs_T1,6mA,,3.215558222947456,2.1047882859169407e-08,-58.36666666666667,,,,,
SC_RS33670,SCO6284,,,,T3_vs_T1,6mA,,6.730961410184593,3.4357552988457296e-111,62.95000000000001,,,,,
SC_RS34375,SCO6436,,,,T3_vs_T1,6mA,,3.5489651120231978,1.703141555711165e-30,-59.333333333333336,,,,,
SC_RS34920,SCO6545,,,,T3_vs_T1,6mA,,1.4643787590667825,2.1515219517904745e-05,-52.99333333333333,,,,,
SC_RS35025,SCO6566,,,,T3_vs_T1,6mA,,2.527274057169578,3.415231934219088e-31,10.966666666666669,,,,,
SC_RS35270,SCO6614,,,,T3_vs_T1,6mA,,1.2068416189330704,5.1408910590043626e-11,58.394999999999996,,,,,
SC_RS35525,SCO6668,,,,T3_vs_T1,6mA,,1.3420720062885316,1.5222395898279151e-06,-52.94,,,,,
SC_RS35610,SCO6685,,,,T3_vs_T1,6mA,,7.902404097846659,1.8911172977523484e-11,-64.42333333333333,,,,,
SC_RS35615,SCO6686,,,,T3_vs_T1,6mA,,-2.041229030416105,1.1160753547016872e-26,-64.42333333333333,,,,,
SC_RS35970,SCO6757,,,,T3_vs_T1,6mA,,-2.693982088875872,1.4811534877115918e-56,-67.84,,,,,
SC_RS36175,SCO6799,,,,T3_vs_T1,6mA,,-2.185370437634457,7.026149395953811e-26,55.093333333333334,,,,,
SC_RS36280,SCO6818,,,,T3_vs_T1,6mA,,2.368304664824292,4.1441421089663673e-14,-53.78333333333333,,,,,
SC_RS36315,SCO6825,,,,T3_vs_T1,6mA,,1.3668799262631972,0.0002411411504487681,58.1,,,,,
SC_RS36930,SCO6944,,,,T3_vs_T1,6mA,,6.28117525471732,3.5882229722741354e-51,56.379999999999995,,,,,
SC_RS37275,SCO7010,,,,T3_vs_T1,6mA,,2.189363679230217,1.3638931830624212e-09,-61.196666666666665,,,,,
SC_RS37575,SCO7069,,,,T3_vs_T1,6mA,,2.863191779821675,1.847886812057024e-07,-54.85,,,,,
SC_RS37675,SCO7089,,,,T3_vs_T1,6mA,,2.938021809245114,3.1409947268072395e-11,55.29333333333333,,,,,
SC_RS37735,SCO7102,,,,T3_vs_T1,6mA,,-2.0012539725126297,3.658185917528939e-20,54.47,,,,,
SC_RS37865,SCO7128,,,,T3_vs_T1,6mA,,3.2624243919081173,1.6715733636740442e-09,-59.31,,,,,
SC_RS38200,SCO7196,,,,T3_vs_T1,6mA,,1.0523115670883192,0.0030359593452191,-62.56666666666666,,,,,
SC_RS38385,SCO7234,,,,T3_vs_T1,6mA,,1.59691492052362,3.090766604460482e-13,-58.09666666666667,,,,,
SC_RS38395,SCO7236,,,,T3_vs_T1,6mA,,2.4027997291854883,4.811605141879207e-13,-63.633333333333326,,,,,
SC_RS38670,SCO7291,,,,T3_vs_T1,6mA,,1.300401276155504,1.0243069319596231e-08,-76.95666666666666,,,,,
SC_RS38930,SCO7343,,,,T3_vs_T1,6mA,,1.3613950019893508,2.9383691200642952e-08,73.33333333333333,,,,,
SC_RS39180,SCO7395,,,,T3_vs_T1,6mA,,2.8484024929058926,1.0155117036559262e-12,-70.50333333333333,,,,,
SC_RS39185,SCO7396,,,,T3_vs_T1,6mA,,2.376946129040976,1.1841203968040745e-06,63.89000000000001,,,,,
SC_RS39290,SCO7417,,,,T3_vs_T1,6mA,,-2.0780196799402915,1.1538415693748421e-17,79.17999999999999,,,,,
SC_RS39425,SCO7444,,,,T3_vs_T1,6mA,,1.5111488718960466,7.648568686267031e-09,58.98666666666666,,,,,
SC_RS39430,SCO7445,,,,T3_vs_T1,6mA,,2.358028180168745,1.4407465644836277e-08,58.98666666666666,,,,,
SC_RS39855,SCO7531,,,,T3_vs_T1,6mA,,2.678839022129429,1.1687821049266405e-07,-53.36666666666667,,,,,
SC_RS40310,SCO7623,,,,T3_vs_T1,6mA,,2.4972636927417353,2.573969339287595e-28,-86.36333333333333,,,,,
SC_RS40350,SCO7631,,,,T3_vs_T1,6mA,,2.538409757354314,7.113128799273654e-24,-55.833333333333336,,,,,
SC_RS41220,SCO7814,,,,T3_vs_T1,6mA,,4.62010853694959,1.5323547224882754e-09,57.27333333333333,,,,,
SC_RS04960,SCO0607,,,,T3_vs_T1,4mC,,2.4010730620613323,6.654702728943765e-17,,-88.37,,,,
SC_RS05310,SCO0678,,,,T3_vs_T1,4mC,,1.417592803910451,0.0099952508939879,,-83.75,,,,
SC_RS05315,SCO0679,,,,T3_vs_T1,4mC,,2.3823212854403457,1.171402621210437e-09,,-83.75,,,,
SC_RS05450,SCO0705,,,,T3_vs_T1,4mC,,1.662115932148806,2.803297391425189e-13,,-85.52999999999999,,,,
SC_RS06510,SCO0912,,,,T3_vs_T1,4mC,,2.376325009666332,2.7601224017933043e-24,,-96.17,,,,
SC_RS06530,SCO0916,,,,T3_vs_T1,4mC,,1.200147017259774,2.184030020302021e-06,,-89.16666666666667,,,,
SC_RS06535,SCO0917,,,,T3_vs_T1,4mC,,1.80537668486474,5.3941282875494264e-12,,-89.16666666666667,,,,
SC_RS07105,SCO1030,,,,T3_vs_T1,4mC,,5.419430958226071,4.6411237591954224e-46,,-85.77,,,,
SC_RS08320,SCO1272,,,,T3_vs_T1,4mC,,3.972963523375195,0.00016227243170058352,,-90.60666666666668,,,,
SC_RS09400,SCO1485,,,,T3_vs_T1,4mC,,-2.4395594848629005,9.873461702236338e-46,,-71.48333333333333,,,,
SC_RS09550,SCO1516,,,,T3_vs_T1,4mC,,-2.0767131816606903,2.9549974343659912e-21,,-72.02999999999999,,,,
SC_RS09630,SCO1532,,,,T3_vs_T1,4mC,,2.4305050961244428,1.5095615896354948e-26,,-78.13166666666666,,,,
SC_RS09775,SCO1552,,,,T3_vs_T1,4mC,,-1.8312950450105616,2.484609417003085e-23,,-80.0,,,,
SC_RS10065,SCO1611,,,,T3_vs_T1,4mC,,2.0358956755105773,3.581657131589856e-09,,-73.48666666666668,,,,
SC_RS10070,SCO1612,,,,T3_vs_T1,4mC,,2.4987750894088023,1.332092243341791e-12,,-92.44666666666669,,,,
SC_RS10090,SCO1616,,,,T3_vs_T1,4mC,,-2.1435285187980977,2.801494805016462e-38,,-92.96333333333332,,,,
SC_RS10280,SCO1654,,,,T3_vs_T1,4mC,,-1.3924681517064097,3.004022320921575e-10,,-77.71,,,,
SC_RS10735,SCO1745,,,,T3_vs_T1,4mC,,1.4786376707638749,1.4328545107960014e-05,,-95.05666666666669,,,,
SC_RS11095,SCO1814,,,,T3_vs_T1,4mC,,-2.524122675794702,5.376356306334797e-26,,-90.95333333333332,,,,
