GO_term	count	total_in_term	gene_ratio	bg_ratio	fold_enrichment	pvalue	padj
GO:0006400	6	6	0.004357298474945534	0.001238390092879257	3.5185185185185186	5.229363597452879e-4	0.006037578400124238
GO:0046933	6	6	0.004357298474945534	0.001238390092879257	3.5185185185185186	5.229363597452879e-4	0.006037578400124238
GO:0006281	20	36	0.014524328249818447	0.007430340557275541	1.9547325102880662	5.517924811394083e-4	0.006037578400124238
GO:0005525	22	41	0.01597676107480029	0.00846233230134159	1.8879855465221316	5.635073173449289e-4	0.006037578400124238
GO:0045259	7	8	0.005083514887436456	0.001651186790505676	3.0787037037037037	8.915930729952134e-4	0.009118565519269227
GO:0003676	31	67	0.022512708787218592	0.013828689370485037	1.6279712548369265	0.001328046645357226	0.012991760661103299
GO:0036211	5	5	0.0036310820624546117	0.0010319917440660474	3.518518518518519	0.0018447609192180712	0.014823971672288074
GO:0008173	5	5	0.0036310820624546117	0.0010319917440660474	3.518518518518519	0.0018447609192180712	0.014823971672288074
GO:0022625	5	5	0.0036310820624546117	0.0010319917440660474	3.518518518518519	0.0018447609192180712	0.014823971672288074
GO:0006006	5	5	0.0036310820624546117	0.0010319917440660474	3.518518518518519	0.0018447609192180712	0.014823971672288074
GO:0006265	5	5	0.0036310820624546117	0.0010319917440660474	3.518518518518519	0.0018447609192180712	0.014823971672288074
GO:0006096	10	15	0.007262164124909223	0.0030959752321981426	2.345679012345679	0.0023061693965867255	0.01729627047440044
GO:0009306	10	15	0.007262164124909223	0.0030959752321981426	2.345679012345679	0.0023061693965867255	0.01729627047440044
GO:0008360	9	13	0.006535947712418301	0.0026831785345717233	2.435897435897436	0.0026394052428990685	0.01915697353717066
GO:0008955	7	9	0.005083514887436456	0.0018575851393188853	2.736625514403292	0.0030230653208433195	0.02125592803717959
GO:0003678	10	16	0.007262164124909223	0.003302373581011352	2.1990740740740744	0.004592719447058724	0.031313996229945844
GO:0051301	9	14	0.006535947712418301	0.002889576883384933	2.261904761904762	0.005535419906463852	0.03181480908571047
GO:0001522	4	4	0.002904865649963689	8.25593395252838e-4	3.5185185185185186	0.006504360968634141	0.03181480908571047
GO:0009451	4	4	0.002904865649963689	8.25593395252838e-4	3.5185185185185186	0.006504360968634141	0.03181480908571047
GO:0009982	4	4	0.002904865649963689	8.25593395252838e-4	3.5185185185185186	0.006504360968634141	0.03181480908571047
GO:0043022	4	4	0.002904865649963689	8.25593395252838e-4	3.5185185185185186	0.006504360968634141	0.03181480908571047
GO:0033308	4	4	0.002904865649963689	8.25593395252838e-4	3.5185185185185186	0.006504360968634141	0.03181480908571047
GO:0051470	4	4	0.002904865649963689	8.25593395252838e-4	3.5185185185185186	0.006504360968634141	0.03181480908571047
GO:0033286	4	4	0.002904865649963689	8.25593395252838e-4	3.5185185185185186	0.006504360968634141	0.03181480908571047
GO:0033288	4	4	0.002904865649963689	8.25593395252838e-4	3.5185185185185186	0.006504360968634141	0.03181480908571047
GO:0006164	4	4	0.002904865649963689	8.25593395252838e-4	3.5185185185185186	0.006504360968634141	0.03181480908571047
GO:0003918	4	4	0.002904865649963689	8.25593395252838e-4	3.5185185185185186	0.006504360968634141	0.03181480908571047
GO:0019288	4	4	0.002904865649963689	8.25593395252838e-4	3.5185185185185186	0.006504360968634141	0.03181480908571047
GO:0009234	4	4	0.002904865649963689	8.25593395252838e-4	3.5185185185185186	0.006504360968634141	0.03181480908571047
GO:0016790	7	10	0.005083514887436456	0.0020639834881320948	2.4629629629629632	0.0076059951043678355	0.034925487724138025
GO:0006457	7	10	0.005083514887436456	0.0020639834881320948	2.4629629629629632	0.0076059951043678355	0.034925487724138025
GO:0006099	7	10	0.005083514887436456	0.0020639834881320948	2.4629629629629632	0.0076059951043678355	0.034925487724138025
GO:0006414	5	6	0.0036310820624546117	0.001238390092879257	2.932098765432099	0.008453883716581982	0.036579304542902806
GO:0003746	5	6	0.0036310820624546117	0.001238390092879257	2.932098765432099	0.008453883716581982	0.036579304542902806
GO:0009116	5	6	0.0036310820624546117	0.001238390092879257	2.932098765432099	0.008453883716581982	0.036579304542902806
GO:0000287	18	38	0.013071895424836602	0.00784313725490196	1.6666666666666667	0.00986239728601312	0.041868667723640604
