GO_term	n_query	n_term_in_bg	n_query_total	n_bg_total	enrichment	odds_ratio	pvalue	gene_list	padj
GO:0016116	1	4	3106	7374	0.5935286542176432	0.45786366076221147	0.8878426252423347	SC_RS39135	0.9971874490241959
GO:0015891	1	4	3106	7374	0.5935286542176432	0.45786366076221147	0.8878426252423347	SC_RS10125	0.9971874490241959
GO:0016628	1	4	3106	7374	0.5935286542176432	0.45786366076221147	0.8878426252423347	SC_RS26025	0.9971874490241959
GO:0008199	1	4	3106	7374	0.5935286542176432	0.45786366076221147	0.8878426252423347	SC_RS12605	0.9971874490241959
GO:0030288	1	4	3106	7374	0.5935286542176432	0.45786366076221147	0.8878426252423347	SC_RS20655	0.9971874490241959
GO:0004540	1	4	3106	7374	0.5935286542176432	0.45786366076221147	0.8878426252423347	SC_RS12350	0.9971874490241959
GO:0043093	1	4	3106	7374	0.5935286542176432	0.45786366076221147	0.8878426252423347	SC_RS12495	0.9971874490241959
GO:0009331	1	4	3106	7374	0.5935286542176432	0.45786366076221147	0.8878426252423347	SC_RS26030	0.9971874490241959
GO:0006886	1	4	3106	7374	0.5935286542176432	0.45786366076221147	0.8878426252423347	SC_RS17125	0.9971874490241959
GO:0016298	1	4	3106	7374	0.5935286542176432	0.45786366076221147	0.8878426252423347	SC_RS23675	0.9971874490241959
GO:0008534	1	4	3106	7374	0.5935286542176432	0.45786366076221147	0.8878426252423347	SC_RS06675	0.9971874490241959
GO:0006824	1	4	3106	7374	0.5935286542176432	0.45786366076221147	0.8878426252423347	SC_RS17910	0.9971874490241959
GO:0009234	1	4	3106	7374	0.5935286542176432	0.45786366076221147	0.8878426252423347	SC_RS24905	0.9971874490241959
GO:0006032	1	4	3106	7374	0.5935286542176432	0.45786366076221147	0.8878426252423347	SC_RS32265	0.9971874490241959
GO:0016421	1	4	3106	7374	0.5935286542176432	0.45786366076221147	0.8878426252423347	SC_RS33605	0.9971874490241959
GO:0004075	1	4	3106	7374	0.5935286542176432	0.45786366076221147	0.8878426252423347	SC_RS33605	0.9971874490241959
GO:0016717	1	4	3106	7374	0.5935286542176432	0.45786366076221147	0.8878426252423347	SC_RS20545	0.9971874490241959
GO:0009432	1	4	3106	7374	0.5935286542176432	0.45786366076221147	0.8878426252423347	SC_RS25040	0.9971874490241959
GO:0016783	1	4	3106	7374	0.5935286542176432	0.45786366076221147	0.8878426252423347	SC_RS34980	0.9971874490241959
GO:0006465	1	4	3106	7374	0.5935286542176432	0.45786366076221147	0.8878426252423347	SC_RS30200	0.9971874490241959
GO:0003697	1	4	3106	7374	0.5935286542176432	0.45786366076221147	0.8878426252423347	SC_RS15495	0.9971874490241959
GO:0004565	1	4	3106	7374	0.5935286542176432	0.45786366076221147	0.8878426252423347	SC_RS33950	0.9971874490241959
GO:0019290	1	4	3106	7374	0.5935286542176432	0.45786366076221147	0.8878426252423347	SC_RS40595	0.9971874490241959
GO:0008168	18	52	3106	7374	0.8218089058398138	0.7258838768668089	0.8936512227404564	SC_RS02900,SC_RS07160,SC_RS08195,SC_RS11995,SC_RS12890,SC_RS14810,SC_RS15340,SC_RS16160,SC_RS18190,SC_RS18690,SC_RS18820,SC_RS25365,SC_RS26520,SC_RS27630,SC_RS28465,SC_RS31720,SC_RS34900,SC_RS34935	0.9971874490241959
GO:0003723	12	36	3106	7374	0.7913715389568577	0.6858435681965094	0.8936532931799084	SC_RS11555,SC_RS12405,SC_RS14745,SC_RS14865,SC_RS16935,SC_RS21625,SC_RS22265,SC_RS25795,SC_RS28965,SC_RS30180,SC_RS30760,SC_RS30935	0.9971874490241959
GO:0051539	9	28	3106	7374	0.7631082697083985	0.6498818890947097	0.8982596926897474	SC_RS10255,SC_RS12050,SC_RS14845,SC_RS14915,SC_RS24970,SC_RS25155,SC_RS25170,SC_RS25995,SC_RS27395	0.9971874490241959
GO:0006310	10	31	3106	7374	0.7658434247969591	0.6532238218284729	0.9042358921863931	SC_RS08470,SC_RS10910,SC_RS20225,SC_RS22105,SC_RS25040,SC_RS25235,SC_RS28815,SC_RS28920,SC_RS36215,SC_RS36735	0.9971874490241959
GO:0006098	3	11	3106	7374	0.6474858046010654	0.514824363519175	0.9070462861421474	SC_RS35485,SC_RS35490,SC_RS35495	0.9971874490241959
GO:0052689	3	11	3106	7374	0.6474858046010654	0.514824363519175	0.9070462861421474	SC_RS20075,SC_RS20980,SC_RS23675	0.9971874490241959
GO:0008152	3	11	3106	7374	0.6474858046010654	0.514824363519175	0.9070462861421474	SC_RS30145,SC_RS30695,SC_RS34270	0.9971874490241959
