gene_id,mod_type,methyl_change,methyl_category,log2FC,padj,coordination,correlation_type
SC_RS05830,6mA,-63.91,Lost,1.5537738066124334,6.990501027868295e-12,Lost_Up,Negative
SC_RS05970,6mA,60.64,Gained,2.1186763928527617,8.493007853403443e-09,Gained_Up,Positive
SC_RS06015,4mC,85.78,Gained,1.525992954861133,0.0006504139177204585,Gained_Up,Positive
SC_RS06075,6mA,51.599999999999994,Gained,2.9333859779441447,5.201251334061103e-10,Gained_Up,Positive
SC_RS06075,4mC,82.41,Gained,2.9333859779441447,5.201251334061103e-10,Gained_Up,Positive
SC_RS06245,6mA,53.11,Gained,3.996539987901112,2.375180207787232e-47,Gained_Up,Positive
SC_RS06245,4mC,17.03,Gained,3.996539987901112,2.375180207787232e-47,Gained_Up,Positive
SC_RS06390,4mC,81.59,Gained,1.266818420622021,0.0005417676703522561,Gained_Up,Positive
SC_RS06555,4mC,62.61,Gained,2.9102191547492406,6.540231259500037e-28,Gained_Up,Positive
SC_RS06675,6mA,-57.33,Lost,1.501191306605207,3.857801931955849e-09,Lost_Up,Negative
SC_RS06995,4mC,82.15,Gained,1.3047084380544385,0.0002139938176957833,Gained_Up,Positive
SC_RS07050,6mA,54.68,Gained,1.015707985821069,9.367706519449436e-07,Gained_Up,Positive
SC_RS07280,4mC,32.51,Gained,2.857790635403096,1.1890126323806637e-08,Gained_Up,Positive
SC_RS07450,6mA,-52.83,Lost,9.229760199917992,1.072439094228194e-26,Lost_Up,Negative
SC_RS07590,6mA,61.02,Gained,1.3949713740874758,0.0005734764124410152,Gained_Up,Positive
SC_RS07750,6mA,51.48,Gained,5.57493153704295,5.441703435340198e-73,Gained_Up,Positive
SC_RS08090,4mC,81.69,Gained,4.592536487844196,1.4993462065414009e-44,Gained_Up,Positive
SC_RS08185,6mA,-60.52,Lost,-2.312424129932184,8.444214267445291e-32,Lost_Down,Positive
SC_RS08335,6mA,-13.11999999999999,Lost,3.940849994908693,1.8109300948313676e-15,Lost_Up,Negative
SC_RS08425,6mA,-51.18,Lost,3.7264017948186727,1.2672003904706412e-55,Lost_Up,Negative
SC_RS08470,4mC,-56.67,Lost,-1.108940139805378,9.028568519491814e-09,Lost_Down,Positive
SC_RS08540,6mA,-10.689999999999998,Lost,-1.744195709908825,8.034796034535668e-19,Lost_Down,Positive
SC_RS08710,6mA,-57.14,Lost,-1.140781855085153,6.408364176057942e-11,Lost_Down,Positive
SC_RS08710,4mC,-90.0,Lost,-1.140781855085153,6.408364176057942e-11,Lost_Down,Positive
SC_RS08715,6mA,-57.14,Lost,7.714961612102461,8.074970565474058e-08,Lost_Up,Negative
SC_RS09315,6mA,-54.64,Lost,4.2561166155195,1.1673007901518556e-48,Lost_Up,Negative
SC_RS09400,6mA,-52.19,Lost,-2.4395594848629005,9.873461702236338e-46,Lost_Down,Positive
SC_RS09565,6mA,-62.86,Lost,-2.044015842758075,3.4855246646536947e-25,Lost_Down,Positive
SC_RS09565,4mC,-12.0,Lost,-2.044015842758075,3.4855246646536947e-25,Lost_Down,Positive
SC_RS09840,6mA,51.06,Gained,4.581400290624191,2.646966652274014e-63,Gained_Up,Positive
SC_RS09930,6mA,10.899999999999999,Gained,3.1405523529205364,7.184270052912438e-15,Gained_Up,Positive
SC_RS10090,6mA,-15.370000000000005,Lost,-2.1435285187980977,2.801494805016462e-38,Lost_Down,Positive
SC_RS10155,6mA,54.03,Gained,7.951588479315276,3.9795301347557735e-54,Gained_Up,Positive
SC_RS10435,6mA,-55.67,Lost,2.599848031477136,7.34846910549439e-12,Lost_Up,Negative
SC_RS10965,6mA,-50.36,Lost,-2.795046023071539,2.9284288394185244e-66,Lost_Down,Positive
SC_RS11000,6mA,-53.77,Lost,2.0204460713877457,2.7240734445543593e-22,Lost_Up,Negative
SC_RS11045,6mA,64.08,Gained,5.691324578335023,1.6443250309046332e-38,Gained_Up,Positive
SC_RS11095,4mC,-13.260000000000005,Lost,-2.524122675794702,5.376356306334797e-26,Lost_Down,Positive
SC_RS11210,6mA,-50.25,Lost,2.743236438114532,1.0106369178209229e-33,Lost_Up,Negative
SC_RS11275,6mA,-58.96,Lost,-2.5032550868029433,2.771599102208055e-42,Lost_Down,Positive
SC_RS11515,6mA,50.47,Gained,1.4766740596944503,1.560984307725348e-06,Gained_Up,Positive
SC_RS11705,4mC,-63.379999999999995,Lost,-2.4702366047134263,2.573969339287595e-28,Lost_Down,Positive
SC_RS11710,4mC,-70.6,Lost,-1.6218628351302091,9.670295245606432e-12,Lost_Down,Positive
SC_RS11755,6mA,-11.060000000000002,Lost,-1.3375712772603403,1.5482748969186514e-13,Lost_Down,Positive
SC_RS11755,4mC,-81.25,Lost,-1.3375712772603403,1.5482748969186514e-13,Lost_Down,Positive
SC_RS12120,6mA,50.83,Gained,1.4093216331918903,1.3425475889710874e-05,Gained_Up,Positive
SC_RS12195,6mA,-58.55,Lost,2.387217226951079,6.899547549674041e-08,Lost_Up,Negative
SC_RS12310,4mC,-81.87,Lost,-1.1159176793167578,1.6981803086666793e-08,Lost_Down,Positive
SC_RS12500,4mC,-84.23,Lost,-2.781829672709937,5.0594998375908114e-36,Lost_Down,Positive
SC_RS12515,4mC,-71.22,Lost,-1.0990455468432143,9.965700382834143e-10,Lost_Down,Positive
SC_RS12890,4mC,-95.14,Lost,-3.221641416118338,2.3707332269091536e-87,Lost_Down,Positive
SC_RS12955,4mC,-60.79,Lost,-1.3833923232296437,4.10898146802236e-07,Lost_Down,Positive
SC_RS12970,6mA,-58.57,Lost,1.5907941550910074,7.565974812750933e-06,Lost_Up,Negative
SC_RS12970,4mC,15.875,Gained,1.5907941550910074,7.565974812750933e-06,Gained_Up,Positive
SC_RS13090,4mC,-79.62,Lost,-2.914116923103797,1.7219913870814357e-63,Lost_Down,Positive
SC_RS13145,6mA,-51.36,Lost,-1.9735548451329563,7.098317130464676e-18,Lost_Down,Positive
SC_RS13295,4mC,-56.32,Lost,-3.3706367732541147,1.537730914953882e-62,Lost_Down,Positive
SC_RS13370,6mA,-52.84,Lost,2.077062010315126,7.181345381503375e-12,Lost_Up,Negative
SC_RS13380,6mA,-52.06,Lost,4.00767478955612,4.054445823909683e-34,Lost_Up,Negative
SC_RS13560,4mC,13.14,Gained,1.9376427072944375,4.0445473434933314e-07,Gained_Up,Positive
SC_RS13965,4mC,-11.085000000000008,Lost,-2.008260763804589,1.0606675794215542e-40,Lost_Down,Positive
SC_RS14200,6mA,-11.780000000000008,Lost,1.7398111554068014,3.263918685378956e-05,Lost_Up,Negative
SC_RS14745,6mA,-59.05,Lost,-2.684144217464584,2.3005479147565466e-51,Lost_Down,Positive
SC_RS14750,4mC,-69.77,Lost,-2.5889541341232074,2.9475714626852136e-61,Lost_Down,Positive
SC_RS14835,4mC,-66.67,Lost,-1.709299088277849,1.488462897638152e-19,Lost_Down,Positive
SC_RS15170,4mC,-11.5,Lost,-2.777218609048195,4.590144230033344e-31,Lost_Down,Positive
SC_RS15175,4mC,-11.5,Lost,-1.2427105416279696,7.92656549293001e-05,Lost_Down,Positive
SC_RS15180,4mC,-11.5,Lost,-1.2416511417898937,0.00022116166255930768,Lost_Down,Positive
SC_RS15270,4mC,-74.24,Lost,-1.28534328878955,1.536662176317604e-06,Lost_Down,Positive
SC_RS15275,4mC,-74.24,Lost,-1.7263464573780978,8.396009796712755e-16,Lost_Down,Positive
SC_RS15280,6mA,51.18,Gained,1.2861256748587038,8.803505919399169e-13,Gained_Up,Positive
SC_RS16670,4mC,-11.050000000000011,Lost,-2.6099031281907523,2.453648861432553e-54,Lost_Down,Positive
SC_RS16705,6mA,55.41,Gained,3.8961623629092745,6.99067877314443e-51,Gained_Up,Positive
SC_RS16825,6mA,-54.09,Lost,1.419922753287261,1.9903980626716205e-05,Lost_Up,Negative
SC_RS16925,6mA,-53.82,Lost,-1.8546868249748056,2.554009184138584e-15,Lost_Down,Positive
SC_RS17005,6mA,52.28,Gained,3.394090597944112,4.218216864841736e-25,Gained_Up,Positive
SC_RS17225,4mC,-71.8,Lost,-1.6955228771345408,2.035672866537889e-16,Lost_Down,Positive
SC_RS17605,6mA,-50.89,Lost,-2.2797829678466117,1.328942573392376e-19,Lost_Down,Positive
SC_RS17670,4mC,-86.12,Lost,-1.079052480924651,4.436730741170686e-13,Lost_Down,Positive
SC_RS17905,4mC,-72.01,Lost,-2.0071126939775623,2.142968974749255e-28,Lost_Down,Positive
SC_RS17930,6mA,-52.27,Lost,-1.347188836339648,1.1275998916198503e-07,Lost_Down,Positive
SC_RS18180,6mA,60.9,Gained,8.679556312080038,1.8949966524207685e-13,Gained_Up,Positive
SC_RS18320,6mA,-55.72,Lost,8.66113861470109,3.982270618923395e-49,Lost_Up,Negative
SC_RS18605,4mC,-77.06,Lost,-2.560225163601876,6.279472375988017e-43,Lost_Down,Positive
SC_RS19135,4mC,-65.96,Lost,-1.6041109922613963,1.3289823240142036e-16,Lost_Down,Positive
SC_RS19405,6mA,51.44,Gained,1.7876271085872182,6.888694003106072e-13,Gained_Up,Positive
SC_RS19920,6mA,-51.03,Lost,1.917838213499765,7.501041884366227e-08,Lost_Up,Negative
SC_RS20375,6mA,-15.334999999999994,Lost,-1.3439184358163103,2.4161581354084343e-08,Lost_Down,Positive
SC_RS20390,4mC,-83.51,Lost,-3.125264697959349,1.811155043341498e-58,Lost_Down,Positive
SC_RS20645,6mA,50.91,Gained,1.27029462624772,3.134519517569799e-06,Gained_Up,Positive
SC_RS20895,6mA,-13.015,Lost,1.133754624827627,3.052778135627781e-05,Lost_Up,Negative
SC_RS20925,4mC,-68.04,Lost,-1.3201887688902845,6.714922832440294e-09,Lost_Down,Positive
SC_RS20940,4mC,-70.89,Lost,-2.2568734216506967,8.875805442592131e-30,Lost_Down,Positive
SC_RS20960,4mC,-60.31,Lost,-2.556137775767026,8.093670430409334e-26,Lost_Down,Positive
SC_RS21620,4mC,-65.09,Lost,-2.160234457162695,5.856604265448327e-37,Lost_Down,Positive
SC_RS21625,4mC,-65.09,Lost,-2.3377574821898444,5.226777492888755e-47,Lost_Down,Positive
SC_RS22915,6mA,-11.230000000000004,Lost,1.0069693735527387,1.2328567829106674e-06,Lost_Up,Negative
SC_RS22980,4mC,-83.19,Lost,-1.386678225928751,3.3533132860895164e-12,Lost_Down,Positive
SC_RS23305,4mC,-62.82,Lost,-1.5005232496658132,1.255869805724748e-13,Lost_Down,Positive
SC_RS23730,6mA,-52.63,Lost,-1.3530074030582822,9.728201854135408e-11,Lost_Down,Positive
SC_RS24060,4mC,16.799999999999997,Gained,1.531770863003758,0.0002360145972336813,Gained_Up,Positive
SC_RS24070,6mA,57.76,Gained,1.465950081143288,1.865874096105995e-05,Gained_Up,Positive
SC_RS24090,6mA,51.49,Gained,2.243299690440499,1.890168767039406e-05,Gained_Up,Positive
SC_RS24180,6mA,-13.18,Lost,-1.040350808068298,2.0476892277791205e-07,Lost_Down,Positive
SC_RS24520,4mC,-66.63,Lost,-2.1134731422324053,3.5599865411290207e-22,Lost_Down,Positive
SC_RS24700,4mC,-54.73,Lost,-1.6062435389420795,2.1389008475132357e-22,Lost_Down,Positive
SC_RS24940,6mA,-52.18,Lost,-1.109869750786901,5.354202075260036e-07,Lost_Down,Positive
SC_RS25060,6mA,11.730000000000004,Gained,1.4884073696517162,3.8617813656264136e-11,Gained_Up,Positive
SC_RS25255,6mA,-53.16,Lost,1.721573439634751,4.788922389092527e-05,Lost_Up,Negative
SC_RS25685,4mC,-73.34,Lost,-2.9301719787918943,7.104100871037737e-29,Lost_Down,Positive
SC_RS26075,4mC,-54.44,Lost,-1.5240962342575242,7.472707374336863e-09,Lost_Down,Positive
SC_RS26225,4mC,-11.419999999999987,Lost,-3.196577097749298,9.977047505546934e-75,Lost_Down,Positive
SC_RS26305,4mC,-80.47,Lost,-2.239464688218611,7.026149395953811e-26,Lost_Down,Positive
SC_RS26535,6mA,55.83,Gained,5.468900452949059,8.567999605432303e-66,Gained_Up,Positive
SC_RS26600,4mC,-73.12,Lost,-2.4620478120774494,4.277395520841227e-52,Lost_Down,Positive
SC_RS26660,6mA,-53.45,Lost,2.2208341173428767,8.41332968909762e-18,Lost_Up,Negative
SC_RS26720,4mC,-11.459999999999994,Lost,-2.9388585186466036,2.9550106823407696e-46,Lost_Down,Positive
SC_RS26850,6mA,50.0,Gained,1.0341142827786451,0.0041408767091841,Gained_Up,Positive
SC_RS26855,6mA,50.0,Gained,1.3362125833071603,0.00010745558639037635,Gained_Up,Positive
SC_RS26870,4mC,-62.48,Lost,-1.3099880996002966,0.00016764160186338338,Lost_Down,Positive
SC_RS27025,6mA,52.38,Gained,1.7194170215965718,7.445424169948516e-07,Gained_Up,Positive
SC_RS27105,6mA,-10.32,Lost,-2.391846336398685,2.4727921870664027e-39,Lost_Down,Positive
SC_RS27105,4mC,-53.4,Lost,-2.391846336398685,2.4727921870664027e-39,Lost_Down,Positive
SC_RS27300,6mA,-58.98,Lost,-1.101360873538775,1.6746998758808693e-06,Lost_Down,Positive
SC_RS27300,4mC,-68.02,Lost,-1.101360873538775,1.6746998758808693e-06,Lost_Down,Positive
SC_RS27420,6mA,52.63,Gained,2.342027139923961,1.582330824143219e-07,Gained_Up,Positive
SC_RS27440,6mA,-50.34,Lost,-2.5882900759333807,3.021897937859609e-44,Lost_Down,Positive
SC_RS27510,6mA,-55.3,Lost,4.242990108498201,4.754672405680768e-53,Lost_Up,Negative
SC_RS27665,6mA,52.36,Gained,1.1720319602761204,5.756997382594029e-06,Gained_Up,Positive
SC_RS27855,4mC,-20.38000000000001,Lost,-2.008900928048188,6.574730022445259e-32,Lost_Down,Positive
SC_RS27920,4mC,-74.5,Lost,-1.1056565308403274,7.886686130628636e-07,Lost_Down,Positive
SC_RS28215,6mA,56.41,Gained,2.1021852395801495,8.532670398216452e-08,Gained_Up,Positive
SC_RS28635,4mC,-50.64,Lost,-1.9020671426354232,2.5015375632190024e-20,Lost_Down,Positive
SC_RS28655,4mC,-55.7,Lost,-2.104674056355418,3.312596047372129e-38,Lost_Down,Positive
SC_RS29005,4mC,-59.52,Lost,-1.7826944479821234,1.2345398289087796e-25,Lost_Down,Positive
SC_RS29140,6mA,-10.695000000000007,Lost,-1.2097310640980263,1.9049120407454267e-12,Lost_Down,Positive
SC_RS29495,4mC,93.33,Gained,1.3098596470410064,8.4098661114634e-05,Gained_Up,Positive
SC_RS29545,6mA,-56.65,Lost,-3.128982235756662,6.248973294699537e-41,Lost_Down,Positive
SC_RS29550,6mA,-56.65,Lost,1.1551719552199045,9.249914934361112e-07,Lost_Up,Negative
SC_RS29885,6mA,-11.735,Lost,-2.1908058611924996,4.87921754339612e-26,Lost_Down,Positive
SC_RS30010,6mA,-54.39,Lost,-2.006578805334407,1.3139066296435872e-28,Lost_Down,Positive
SC_RS30140,6mA,-52.12,Lost,-1.435204814633584,2.3044045019199938e-07,Lost_Down,Positive
SC_RS30795,6mA,-66.63,Lost,2.032961381609575,3.5471626068521165e-17,Lost_Up,Negative
SC_RS31180,4mC,-66.095,Lost,-2.323490667440899,1.5402805041696864e-39,Lost_Down,Positive
SC_RS31225,6mA,-53.02,Lost,-1.1886407493119229,5.8659547167894016e-06,Lost_Down,Positive
SC_RS31225,4mC,-75.83500000000001,Lost,-1.1886407493119229,5.8659547167894016e-06,Lost_Down,Positive
SC_RS31240,6mA,-52.58,Lost,3.903144956756624,1.1588622945552822e-30,Lost_Up,Negative
SC_RS31380,6mA,53.57,Gained,4.257716142951513,1.0852028411843016e-69,Gained_Up,Positive
SC_RS31385,6mA,-50.13,Lost,1.0914308087972038,2.497770265500252e-07,Lost_Up,Negative
SC_RS31585,4mC,-92.44,Lost,-1.4912454017516386,3.63401458596055e-11,Lost_Down,Positive
SC_RS31730,6mA,-50.15,Lost,4.107009457348655,1.4526755557879775e-53,Lost_Up,Negative
SC_RS32025,6mA,-11.010000000000005,Lost,-1.036039802559863,0.00015355066207725166,Lost_Down,Positive
SC_RS32025,4mC,-63.64,Lost,-1.036039802559863,0.00015355066207725166,Lost_Down,Positive
SC_RS32960,6mA,61.16,Gained,1.8872323722035529,0.0008714853735858388,Gained_Up,Positive
SC_RS33075,6mA,-51.66,Lost,4.398470931655745,3.764871122571596e-05,Lost_Up,Negative
SC_RS33115,6mA,54.04,Gained,2.178104736969691,5.1408910590043626e-11,Gained_Up,Positive
SC_RS33890,6mA,53.17,Gained,1.5430644116971777,0.00031166988460214185,Gained_Up,Positive
SC_RS33895,6mA,53.81,Gained,2.6248645299059365,5.1568194185469556e-21,Gained_Up,Positive
SC_RS34060,6mA,55.54,Gained,2.573759751578359,4.112434248648229e-08,Gained_Up,Positive
SC_RS34140,4mC,50.28,Gained,4.075325405967014,7.25687815814168e-47,Gained_Up,Positive
SC_RS34235,6mA,51.58,Gained,1.0185729516192854,1.5066650601336665e-07,Gained_Up,Positive
SC_RS34265,6mA,-54.13,Lost,3.337337266101777,5.1005794910862975e-11,Lost_Up,Negative
SC_RS34310,6mA,-59.23,Lost,1.4251580622298954,4.2762591035393376e-10,Lost_Up,Negative
SC_RS34375,6mA,-59.33,Lost,3.5489651120231978,1.703141555711165e-30,Lost_Up,Negative
SC_RS34680,6mA,-50.98,Lost,3.0666794404472806,2.3065122561196004e-15,Lost_Up,Negative
SC_RS34805,6mA,-52.9,Lost,2.5060029815632805,2.513019416636451e-22,Lost_Up,Negative
SC_RS34920,6mA,-52.99,Lost,1.4643787590667825,2.1515219517904745e-05,Lost_Up,Negative
SC_RS35055,6mA,-51.25,Lost,8.317242268169359,2.4582143211352707e-109,Lost_Up,Negative
SC_RS35070,6mA,50.55,Gained,4.10376512775892,8.736034453396555e-14,Gained_Up,Positive
SC_RS35195,6mA,-59.26,Lost,-1.5502641674059274,6.082588908883867e-14,Lost_Down,Positive
SC_RS35240,6mA,51.88,Gained,1.3512829201199374,7.783208939580825e-13,Gained_Up,Positive
SC_RS35270,6mA,56.06,Gained,1.2068416189330704,5.1408910590043626e-11,Gained_Up,Positive
SC_RS35445,4mC,76.1,Gained,2.5124195178358795,3.766544704097106e-21,Gained_Up,Positive
SC_RS35525,6mA,-52.94,Lost,1.3420720062885316,1.5222395898279151e-06,Lost_Up,Negative
SC_RS35585,6mA,51.94,Gained,1.5994710121593687,3.2373238257933737e-06,Gained_Up,Positive
SC_RS35590,6mA,51.94,Gained,7.1836184864527635,2.7248911259652126e-54,Gained_Up,Positive
SC_RS35685,6mA,53.13,Gained,1.5155112539717428,0.0008106646854125263,Gained_Up,Positive
SC_RS35735,4mC,13.450000000000003,Gained,5.9639641759047715,3.091858299470406e-60,Gained_Up,Positive
SC_RS35745,4mC,73.81,Gained,3.866519145638471,1.3440103302071242e-46,Gained_Up,Positive
SC_RS35765,6mA,-52.16,Lost,-2.4163865880143467,9.206444706484505e-16,Lost_Down,Positive
SC_RS35970,6mA,-67.84,Lost,-2.693982088875872,1.4811534877115918e-56,Lost_Down,Positive
SC_RS36025,6mA,55.42,Gained,3.822237502036096,1.1183934641275848e-58,Gained_Up,Positive
SC_RS36055,6mA,-51.43,Lost,1.542367600468259,2.2039960497551812e-12,Lost_Up,Negative
SC_RS36155,6mA,50.11,Gained,7.31349168662546,3.7994931375551455e-26,Gained_Up,Positive
SC_RS36220,6mA,53.33,Gained,2.737953669278411,9.221715096261128e-07,Gained_Up,Positive
SC_RS36280,6mA,-53.78,Lost,2.368304664824292,4.1441421089663673e-14,Lost_Up,Negative
SC_RS36315,6mA,63.98,Gained,1.3668799262631972,0.0002411411504487681,Gained_Up,Positive
SC_RS36405,4mC,87.18,Gained,3.482474395593008,6.324157078143512e-10,Gained_Up,Positive
SC_RS36430,4mC,90.61,Gained,7.318295361263161,2.0769553390376249e-07,Gained_Up,Positive
SC_RS36510,6mA,53.15,Gained,3.6081716437380154,6.79111459834958e-07,Gained_Up,Positive
SC_RS36560,4mC,66.3,Gained,6.489799848089915,1.2649158204592386e-07,Gained_Up,Positive
SC_RS36700,6mA,50.61,Gained,5.081155334150344,2.3553838568356203e-06,Gained_Up,Positive
SC_RS36845,4mC,74.77,Gained,1.904426877888882,5.428620367460375e-16,Gained_Up,Positive
SC_RS37020,6mA,-53.66,Lost,4.464520200725463,1.0716522670823351e-09,Lost_Up,Negative
SC_RS37275,6mA,-61.2,Lost,2.189363679230217,1.3638931830624212e-09,Lost_Up,Negative
SC_RS37280,6mA,51.29,Gained,1.3326260779442882,0.0009088052032017184,Gained_Up,Positive
SC_RS37545,6mA,-52.17,Lost,1.3277602816482263,2.3417145123444237e-07,Lost_Up,Negative
SC_RS37550,6mA,-52.17,Lost,8.674051605968234,5.241834974483546e-10,Lost_Up,Negative
SC_RS37570,6mA,50.15,Gained,1.9144596902160176,8.432628226341363e-05,Gained_Up,Positive
SC_RS37675,6mA,53.45,Gained,2.938021809245114,3.1409947268072395e-11,Gained_Up,Positive
SC_RS37865,6mA,-59.31,Lost,3.2624243919081173,1.6715733636740442e-09,Lost_Up,Negative
SC_RS38055,4mC,90.99,Gained,2.597952648357356,4.381684297381095e-06,Gained_Up,Positive
SC_RS38135,6mA,-50.61,Lost,6.137859373736442,4.980830645494005e-07,Lost_Up,Negative
SC_RS38205,6mA,-51.13,Lost,1.1579778208044496,3.408172719765464e-07,Lost_Up,Negative
SC_RS38385,6mA,-58.1,Lost,1.59691492052362,3.090766604460482e-13,Lost_Up,Negative
SC_RS38515,6mA,-51.38,Lost,1.8966350334299844,5.0339901251300856e-08,Lost_Up,Negative
SC_RS38670,6mA,-11.219999999999999,Lost,1.300401276155504,1.0243069319596231e-08,Lost_Up,Negative
SC_RS38785,6mA,50.15,Gained,1.4941315998411235,1.7896686511187993e-07,Gained_Up,Positive
SC_RS38805,4mC,-83.97,Lost,-3.22954685794326,5.837493223574899e-92,Lost_Down,Positive
SC_RS38875,6mA,51.77,Gained,3.4627909669309185,5.073342920869803e-20,Gained_Up,Positive
SC_RS38930,6mA,19.29,Gained,1.3613950019893508,2.9383691200642952e-08,Gained_Up,Positive
SC_RS38940,6mA,-52.8,Lost,2.299063600987412,3.957825990795285e-06,Lost_Up,Negative
SC_RS39115,6mA,-58.98,Lost,2.5631559544762736,1.1104035010751208e-08,Lost_Up,Negative
SC_RS39140,6mA,-54.58,Lost,3.042037435887809,7.755155928819251e-09,Lost_Up,Negative
SC_RS39180,6mA,-11.89,Lost,2.8484024929058926,1.0155117036559262e-12,Lost_Up,Negative
SC_RS39185,6mA,12.329999999999991,Gained,2.376946129040976,1.1841203968040745e-06,Gained_Up,Positive
SC_RS39255,6mA,54.46,Gained,2.131067139882439,4.201343810692109e-06,Gained_Up,Positive
SC_RS39260,6mA,54.46,Gained,1.1268958401806786,0.0002811313017637984,Gained_Up,Positive
SC_RS39275,6mA,51.07,Gained,5.4367679981435835,5.645565059532557e-07,Gained_Up,Positive
SC_RS39280,6mA,51.07,Gained,1.733571953178617,5.28302980668613e-06,Gained_Up,Positive
SC_RS39465,6mA,58.35,Gained,2.0017537356803543,1.8107078684258013e-08,Gained_Up,Positive
SC_RS39570,6mA,50.04,Gained,2.8980541632606465,9.955968119311967e-24,Gained_Up,Positive
SC_RS39720,6mA,54.03,Gained,3.359872154961616,9.90881741340444e-11,Gained_Up,Positive
SC_RS39740,6mA,51.65,Gained,2.4009759783308846,8.105581539705573e-08,Gained_Up,Positive
