gene_id,old_locus_tag,product,mod_type,T1_sites,T2_sites,T1_mean_freq,T2_mean_freq,methyl_change,methyl_category,log2FC,padj,baseMean,expr_category,coordination,correlation_type,methyl_direction
SC_RS23450,SCO4252,phage tail protein,6mA,1,0,56.4,0.0,-56.4,Lost,2.83,5.3006255698795385e-31,4679.5,Up,Lost_Up,Negative,Lost
SC_RS23450,SCO4252,phage tail protein,4mC,1,1,82.0,76.2,-5.8,Stable,2.83,5.3006255698795385e-31,4679.5,Up,Stable_Up,Other,Stable
SC_RS23580,SCO4279,GNAT family N-acetyltransferase,4mC,1,1,90.4,86.9,-3.5,Stable,-1.59,5.631691355091953e-10,93.4,Down,Stable_Down,Other,Stable
SC_RS23590,SCO4281,diguanylate cyclase CdgB,4mC,1,0,67.6,0.0,-67.6,Lost,2.29,3.188147860529471e-26,2220.3,Up,Lost_Up,Negative,Lost
SC_RS23645,SCO4292,glucosyl-3-phosphoglycerate synthase,4mC,1,0,62.8,0.0,-62.8,Lost,-0.65,0.0007496832676814,161.0,Mild,Lost_Mild,Other,Lost
SC_RS23655,SCO4294,MoaD/ThiS family protein,4mC,1,1,69.2,74.7,5.4,Stable,3.54,2.6199779150423252e-37,906.0,Up,Stable_Up,Other,Stable
SC_RS23715,SCO4306,hypothetical protein,6mA,1,1,70.6,63.5,-7.0,Stable,-1.06,3.1565630729719994e-06,85.0,Down,Stable_Down,Other,Stable
SC_RS23725,SCO4308,MurR/RpiR family transcriptional regulator,4mC,1,1,85.6,78.7,-7.0,Stable,-2.07,2.8792150115925665e-21,158.2,Down,Stable_Down,Other,Stable
SC_RS23735,SCO4310,DUF4031 domain-containing protein,4mC,1,1,85.6,78.7,-7.0,Stable,-1.01,0.0010989181527867,35.5,Down,Stable_Down,Other,Stable
SC_RS23755,SCO4314,maleylpyruvate isomerase family mycothiol-dependent enzyme,4mC,1,0,80.5,0.0,-80.5,Lost,1.52,1.680835403703467e-14,321.8,Up,Lost_Up,Negative,Lost
SC_RS23840,SCO4332,HAD-IC family P-type ATPase,4mC,1,1,83.1,78.6,-4.5,Stable,1.29,1.162707210402298e-07,1005.4,Up,Stable_Up,Other,Stable
SC_RS23905,SCO4347,hypothetical protein,4mC,1,1,81.9,73.9,-8.0,Stable,6.42,1.5208620789766108e-71,337.0,Up,Stable_Up,Other,Stable
SC_RS24000,SCO4366,phosphoserine transaminase,4mC,1,1,74.4,71.2,-3.2,Stable,1.59,1.1349973006320215e-10,1861.1,Up,Stable_Up,Other,Stable
SC_RS24005,SCO4367,FAD-binding and (Fe-S)-binding domain-containing protein,4mC,1,1,74.4,71.2,-3.2,Stable,1.61,3.041864914869645e-21,463.0,Up,Stable_Up,Other,Stable
SC_RS24175,SCO4401,ABC transporter substrate-binding protein,4mC,1,1,76.6,82.0,5.5,Stable,4.27,5.285785638342756e-117,990.3,Up,Stable_Up,Other,Stable
SC_RS24335,SCO4434,LysR family transcriptional regulator,4mC,1,0,62.6,0.0,-62.6,Lost,-0.57,0.0159592566093423,110.5,Mild,Lost_Mild,Other,Lost
SC_RS24370,SCO4441,helix-turn-helix domain-containing protein,6mA,1,0,55.9,0.0,-55.9,Lost,3.69,3.3894629548345035e-70,1334.8,Up,Lost_Up,Negative,Lost
SC_RS24370,SCO4441,helix-turn-helix domain-containing protein,4mC,1,1,69.8,64.7,-5.2,Stable,3.69,3.3894629548345035e-70,1334.8,Up,Stable_Up,Other,Stable
SC_RS24380,SCO4443,MerR family transcriptional regulator,6mA,0,1,0.0,58.3,58.3,Gained,2.12,1.4387410976569703e-24,717.3,Up,Gained_Up,Positive,Gained
SC_RS24385,SCO4444,glutathione peroxidase,4mC,1,1,64.7,56.4,-8.3,Stable,1.29,1.4360411411475346e-08,477.0,Up,Stable_Up,Other,Stable
SC_RS24535,SCO4475,c-type cytochrome biogenesis protein CcsB,4mC,1,1,88.8,84.1,-4.7,Stable,-1.12,1.4788926214199646e-06,1108.9,Down,Stable_Down,Other,Stable
SC_RS24725,SCO4514,hypothetical protein,4mC,1,1,71.7,58.2,-13.5,Decreased,1.0,2.1122097486265724e-06,200.3,Mild,Decreased_Mild,Other,Decreased
SC_RS24790,SCO4527,type II secretion system F family protein,4mC,1,1,91.5,90.0,-1.5,Stable,-1.58,3.498823179319512e-23,334.0,Down,Stable_Down,Other,Stable
SC_RS24795,SCO4528,type II secretion system F family protein,6mA,1,1,79.8,76.6,-3.2,Stable,-2.02,5.0752026321648424e-23,462.6,Down,Stable_Down,Other,Stable
SC_RS24815,SCO4532,TadE/TadG family type IV pilus assembly protein,4mC,1,1,79.9,76.9,-2.9,Stable,-2.51,7.131448955017539e-11,44.9,Down,Stable_Down,Other,Stable
SC_RS24840,SCO4537,hypothetical protein,4mC,1,1,80.2,67.3,-12.9,Decreased,-1.4,7.11605214530022e-10,149.3,Down,Decreased_Down,Positive,Decreased
SC_RS24960,SCO4561,C40 family peptidase,4mC,1,1,84.5,89.6,5.1,Stable,-1.27,2.468525022988568e-08,2991.8,Down,Stable_Down,Other,Stable
SC_RS25000,SCO4569,NADH-quinone oxidoreductase subunit NuoH,6mA,1,1,78.3,69.7,-8.7,Stable,3.49,2.0393701833620816e-33,521.1,Up,Stable_Up,Other,Stable
SC_RS25005,SCO4570,NADH-quinone oxidoreductase subunit NuoI,4mC,1,1,81.0,86.7,5.7,Stable,2.03,1.5410828256618314e-14,358.6,Up,Stable_Up,Other,Stable
SC_RS25030,SCO4575,NADH-quinone oxidoreductase subunit NuoN,4mC,1,1,93.2,83.5,-9.7,Stable,3.22,1.610367303704088e-33,638.0,Up,Stable_Up,Other,Stable
SC_RS25055,SCO4580,fumarylacetoacetase,6mA,0,1,0.0,58.7,58.7,Gained,1.92,1.2569074168691232e-20,766.8,Up,Gained_Up,Positive,Gained
SC_RS25060,SCO4581,HAD family hydrolase,6mA,0,1,0.0,58.7,58.7,Gained,3.66,2.733426522105891e-59,1071.9,Up,Gained_Up,Positive,Gained
SC_RS25085,SCO4586,ABC transporter permease,4mC,1,1,84.8,83.3,-1.5,Stable,0.94,1.4098910810538406e-06,895.2,Mild,Stable_Mild,Other,Stable
SC_RS25120,SCO4593,SDR family oxidoreductase,4mC,1,1,86.5,81.0,-5.6,Stable,1.78,3.805286203015209e-16,129.6,Up,Stable_Up,Other,Stable
SC_RS25370,SCO4639,TetR/AcrR family transcriptional regulator,6mA,1,0,55.0,0.0,-55.0,Lost,-1.21,2.476275996620529e-09,156.7,Down,Lost_Down,Positive,Lost
SC_RS25385,SCO4642,hypothetical protein,6mA,1,1,58.8,60.4,1.6,Stable,-1.14,0.0243050722000932,16.6,Down,Stable_Down,Other,Stable
SC_RS25390,SCO4643,UDP-N-acetylmuramate dehydrogenase,4mC,1,1,71.4,72.5,1.1,Stable,-1.42,7.74646273150684e-16,683.5,Down,Stable_Down,Other,Stable
SC_RS25435,SCO4651,LolA-like protein,4mC,1,0,61.2,0.0,-61.2,Lost,-2.7,8.031359111729585e-30,1643.0,Down,Lost_Down,Positive,Lost
SC_RS25490,SCO4662,elongation factor Tu,6mA,2,2,61.4,65.8,4.4,Stable,-0.9,0.0004563849607011,61104.9,Mild,Stable_Mild,Other,Stable
SC_RS25490,SCO4662,elongation factor Tu,4mC,1,1,87.6,94.6,7.0,Stable,-0.9,0.0004563849607011,61104.9,Mild,Stable_Mild,Other,Stable
SC_RS25705,SCO4709,50S ribosomal protein L16,6mA,1,1,58.9,58.2,-0.6,Stable,-2.49,1.257979071439837e-21,8401.9,Down,Stable_Down,Other,Stable
SC_RS25745,SCO4717,50S ribosomal protein L6,4mC,1,1,74.9,76.5,1.7,Stable,-2.26,6.86811775597921e-17,17137.4,Down,Stable_Down,Other,Stable
SC_RS25750,SCO4718,50S ribosomal protein L18,4mC,1,1,85.9,95.4,9.5,Stable,-2.24,9.342611973291182e-19,12905.6,Down,Stable_Down,Other,Stable
SC_RS25760,SCO4720,50S ribosomal protein L30,4mC,1,0,66.1,0.0,-66.1,Lost,-2.12,2.171232198795765e-15,2958.9,Down,Lost_Down,Positive,Lost
SC_RS25815,SCO4731,tRNA pseudouridine(38-40) synthase TruA,6mA,1,1,66.1,62.7,-3.4,Stable,-1.7,1.0876899592180302e-26,383.5,Down,Stable_Down,Other,Stable
SC_RS25830,SCO4734,50S ribosomal protein L13,4mC,1,0,73.4,0.0,-73.4,Lost,-2.31,3.4581814952311677e-19,6813.2,Down,Lost_Down,Positive,Lost
SC_RS25890,SCO4746,alpha/beta fold hydrolase,4mC,1,1,88.9,95.5,6.7,Stable,-1.72,2.7019599584270516e-22,215.3,Down,Stable_Down,Other,Stable
SC_RS25935,SCO4755,LCP family protein,4mC,1,1,56.3,59.6,3.3,Stable,-1.51,2.659204462245608e-05,69.9,Down,Stable_Down,Other,Stable
SC_RS25990,SCO4766,LysR family transcriptional regulator,4mC,1,1,85.5,94.2,8.7,Stable,-0.56,0.0038732214510234,179.0,Mild,Stable_Mild,Other,Stable
SC_RS26025,SCO4773,nucleotide sugar dehydrogenase,4mC,1,1,89.3,88.3,-1.0,Stable,1.84,1.1872597595211258e-11,100.1,Up,Stable_Up,Other,Stable
SC_RS26030,SCO4774,glycerol-3-phosphate dehydrogenase/oxidase,4mC,1,1,89.3,88.3,-1.0,Stable,2.94,1.3354837290506609e-58,334.4,Up,Stable_Up,Other,Stable
SC_RS26170,SCO4801,DUF5691 domain-containing protein,4mC,2,2,92.1,90.5,-1.6,Stable,-0.93,1.4006072549511988e-06,433.6,Mild,Stable_Mild,Other,Stable
SC_RS26190,SCO4805,vWA domain-containing protein,6mA,0,1,0.0,55.7,55.7,Gained,-2.35,4.202247167935599e-30,229.7,Down,Gained_Down,Negative,Gained
SC_RS26190,SCO4805,vWA domain-containing protein,4mC,1,0,81.7,0.0,-81.7,Lost,-2.35,4.202247167935599e-30,229.7,Down,Lost_Down,Positive,Lost
SC_RS26195,SCO4806,hypothetical protein,6mA,0,1,0.0,54.6,54.6,Gained,-2.38,1.0963831592669626e-30,169.3,Down,Gained_Down,Negative,Gained
SC_RS26195,SCO4806,hypothetical protein,4mC,1,0,82.9,0.0,-82.9,Lost,-2.38,1.0963831592669626e-30,169.3,Down,Lost_Down,Positive,Lost
SC_RS26225,SCO4813,phosphoribosylglycinamide formyltransferase,6mA,1,1,74.2,76.0,1.8,Stable,-2.82,6.6539168061363135e-56,394.9,Down,Stable_Down,Other,Stable
SC_RS26245,SCO4816,glycoside hydrolase domain-containing protein,4mC,1,1,79.7,76.2,-3.6,Stable,-1.17,0.0019380285033883,73.0,Down,Stable_Down,Other,Stable
SC_RS26260,SCO4819,hypothetical protein,4mC,0,1,0.0,73.5,73.5,Gained,1.0,0.0030411755296894,48.3,Mild,Gained_Mild,Other,Gained
SC_RS26265,SCO4820,serine/threonine protein kinase,4mC,1,0,63.6,0.0,-63.6,Lost,2.45,4.106398930444885e-38,274.3,Up,Lost_Up,Negative,Lost
SC_RS26295,SCO4827,malate dehydrogenase,4mC,1,1,92.5,94.5,2.0,Stable,0.61,0.0231598462787424,3553.9,Mild,Stable_Mild,Other,Stable
SC_RS26305,SCO4829,GMC family oxidoreductase,4mC,1,0,80.5,0.0,-80.5,Lost,-2.3,1.9079359756850645e-25,296.0,Down,Lost_Down,Positive,Lost
SC_RS26310,SCO4830,quaternary amine ABC transporter ATP-binding protein,4mC,1,1,99.0,94.6,-4.5,Stable,-2.6,6.933544150022136e-27,228.0,Down,Stable_Down,Other,Stable
SC_RS26315,SCO4831,ABC transporter permease,6mA,2,0,56.4,0.0,-56.4,Lost,-2.43,8.154700527456043e-15,262.4,Down,Lost_Down,Positive,Lost
SC_RS26345,SCO4837,glycine hydroxymethyltransferase,4mC,1,0,65.1,0.0,-65.1,Lost,0.88,4.621825617543329e-07,346.1,Mild,Lost_Mild,Other,Lost
SC_RS26590,SCO4886,ABC transporter ATP-binding protein,6mA,1,0,54.1,0.0,-54.1,Lost,-2.73,6.788903724865328e-79,812.3,Down,Lost_Down,Positive,Lost
SC_RS26600,SCO4888,ABC transporter permease,4mC,1,0,73.1,0.0,-73.1,Lost,-2.38,6.6393053527163456e-46,443.5,Down,Lost_Down,Positive,Lost
SC_RS26670,SCO4902,hypothetical protein,4mC,1,1,87.7,83.5,-4.1,Stable,1.32,1.663966231822695e-06,89.2,Up,Stable_Up,Other,Stable
SC_RS26675,SCO4903,PspC domain-containing protein,6mA,1,0,59.2,0.0,-59.2,Lost,0.93,0.0058351081170494,413.1,Mild,Lost_Mild,Other,Lost
SC_RS26720,SCO4912,aldehyde dehydrogenase family protein,4mC,1,1,91.9,90.7,-1.2,Stable,-1.29,1.7473014162826963e-10,672.4,Down,Stable_Down,Other,Stable
SC_RS26740,SCO4916,phospho-sugar mutase,6mA,1,1,78.6,73.8,-4.8,Stable,-2.6,7.628315565130822e-30,347.2,Down,Stable_Down,Other,Stable
SC_RS26870,SCO4941,ATP-binding protein,4mC,1,0,62.5,0.0,-62.5,Lost,-2.36,4.1438144174309835e-08,30.5,Down,Lost_Down,Positive,Lost
SC_RS26885,SCO4944,helix-turn-helix domain-containing protein,6mA,1,1,74.7,69.2,-5.5,Stable,-1.55,1.1090652367235743e-19,425.7,Down,Stable_Down,Other,Stable
SC_RS26890,SCO4945,NAD(P)-dependent alcohol dehydrogenase,6mA,1,1,74.7,69.2,-5.5,Stable,-2.87,3.4967827639358287e-45,1694.6,Down,Stable_Down,Other,Stable
SC_RS26965,SCO4960,sigma factor-like helix-turn-helix DNA-binding protein,6mA,1,0,54.1,0.0,-54.1,Lost,-1.27,1.1788458467230524e-08,155.0,Down,Lost_Down,Positive,Lost
SC_RS26965,SCO4960,sigma factor-like helix-turn-helix DNA-binding protein,4mC,3,3,92.7,93.7,1.0,Stable,-1.27,1.1788458467230524e-08,155.0,Down,Stable_Down,Other,Stable
SC_RS27020,SCO4972,xanthine dehydrogenase molybdopterin binding subunit,6mA,1,1,67.3,72.4,5.1,Stable,1.18,8.530435882348842e-10,201.1,Up,Stable_Up,Other,Stable
SC_RS27020,SCO4972,xanthine dehydrogenase molybdopterin binding subunit,4mC,1,0,78.7,0.0,-78.7,Lost,1.18,8.530435882348842e-10,201.1,Up,Lost_Up,Negative,Lost
SC_RS27080,SCO4984,pyridoxal phosphate-dependent aminotransferase,6mA,0,1,0.0,57.6,57.6,Gained,-1.22,5.094246921098491e-12,260.4,Down,Gained_Down,Negative,Gained
SC_RS27085,SCO4985,S1 family peptidase,6mA,0,1,0.0,57.6,57.6,Gained,-0.89,0.0111868390776217,43.0,Mild,Gained_Mild,Other,Gained
SC_RS27105,SCO4989,IclR family transcriptional regulator,6mA,1,1,60.5,62.0,1.5,Stable,-1.72,7.190817694141732e-21,277.8,Down,Stable_Down,Other,Stable
SC_RS27200,SCO5007,TadE/TadG family type IV pilus assembly protein,4mC,1,0,65.6,0.0,-65.6,Lost,3.78,1.2264003886998407e-47,327.6,Up,Lost_Up,Negative,Lost
SC_RS27215,SCO5010,type II secretion system F family protein,6mA,0,1,0.0,56.3,56.3,Gained,3.88,9.578019421288161e-59,288.1,Up,Gained_Up,Positive,Gained
SC_RS27220,SCO5011,DUF5936 domain-containing protein,4mC,1,1,71.7,68.7,-3.0,Stable,5.03,3.3640264369486513e-74,296.1,Up,Stable_Up,Other,Stable
SC_RS27255,SCO5018,hypothetical protein,4mC,1,1,68.8,80.9,12.1,Increased,1.0,0.0174091835754113,25.2,Up,Increased_Up,Positive,Increased
SC_RS27300,SCO5027,winged helix DNA-binding domain-containing protein,6mA,1,0,59.0,0.0,-59.0,Lost,-2.25,1.2788777406186013e-17,112.8,Down,Lost_Down,Positive,Lost
SC_RS27325,SCO5032,peroxiredoxin,4mC,1,1,64.8,69.7,4.8,Stable,-1.22,9.685258423669305e-07,1951.9,Down,Stable_Down,Other,Stable
SC_RS27330,SCO5033,LysR substrate-binding domain-containing protein,4mC,1,1,64.8,69.7,4.8,Stable,-0.75,8.29034539128199e-05,161.5,Mild,Stable_Mild,Other,Stable
SC_RS27535,SCO5075,NADP-dependent oxidoreductase,4mC,1,1,79.9,87.3,7.4,Stable,1.05,0.0006437011489382,4664.0,Up,Stable_Up,Other,Stable
SC_RS27555,SCO5079,NmrA/HSCARG family protein,4mC,1,0,70.8,0.0,-70.8,Lost,1.44,3.7281607100575967e-06,3089.8,Up,Lost_Up,Negative,Lost
SC_RS27735,SCO5115,ABC transporter ATP-binding protein,4mC,1,1,86.1,65.0,-21.1,Decreased,-2.8,4.7583135928870055e-34,2363.4,Down,Decreased_Down,Positive,Decreased
SC_RS27855,SCO5139,succinyl-diaminopimelate desuccinylase,6mA,1,1,67.9,63.4,-4.5,Stable,-1.7,2.5384830875627397e-22,346.7,Down,Stable_Down,Other,Stable
SC_RS27855,SCO5139,succinyl-diaminopimelate desuccinylase,4mC,1,1,94.1,69.2,-24.9,Decreased,-1.7,2.5384830875627397e-22,346.7,Down,Decreased_Down,Positive,Decreased
SC_RS27950,SCO5157,magnesium and cobalt transport protein CorA,4mC,1,1,95.3,93.0,-2.3,Stable,-0.94,0.0001044426178861,112.6,Mild,Stable_Mild,Other,Stable
SC_RS28135,SCO5194,M48 metallopeptidase family protein,4mC,1,1,90.6,80.2,-10.4,Decreased,1.71,1.3193467250985806e-15,158.2,Up,Decreased_Up,Negative,Decreased
SC_RS28140,SCO5195,TerD family protein,6mA,1,0,58.5,0.0,-58.5,Lost,-0.82,0.0001930463049823,1844.5,Mild,Lost_Mild,Other,Lost
SC_RS28275,SCO5219,HD-GYP domain-containing protein,4mC,0,1,0.0,70.3,70.3,Gained,5.54,4.001425761464134e-89,471.4,Up,Gained_Up,Positive,Gained
SC_RS28415,SCO5247,1-aminocyclopropane-1-carboxylate deaminase/D-cysteine desulfhydrase,4mC,1,1,97.6,92.5,-5.1,Stable,0.88,0.0029345604388769,94.0,Mild,Stable_Mild,Other,Stable
SC_RS28435,SCO5251,GNAT family N-acetyltransferase,4mC,1,0,62.0,0.0,-62.0,Lost,2.26,1.9314622950790992e-20,112.9,Up,Lost_Up,Negative,Lost
SC_RS28445,SCO5253,hypothetical protein,4mC,1,0,81.3,0.0,-81.3,Lost,0.91,0.0093362018642654,57.8,Mild,Lost_Mild,Other,Lost
SC_RS28490,SCO5262,zinc-binding dehydrogenase,6mA,2,3,64.0,59.1,-4.9,Stable,2.17,7.4460326313274285e-25,1059.5,Up,Stable_Up,Other,Stable
SC_RS28490,SCO5262,zinc-binding dehydrogenase,4mC,1,1,74.2,82.3,8.2,Stable,2.17,7.4460326313274285e-25,1059.5,Up,Stable_Up,Other,Stable
SC_RS28520,SCO5267,DUF6104 family protein,6mA,1,0,61.5,0.0,-61.5,Lost,-0.74,0.0048677087562619,71.4,Mild,Lost_Mild,Other,Lost
SC_RS28555,SCO5274,aKG-HExxH-type peptide beta-hydroxylase,6mA,0,1,0.0,69.4,69.4,Gained,1.87,1.5514572893504203e-09,133.1,Up,Gained_Up,Positive,Gained
SC_RS28640,SCO5291,DUF742 domain-containing protein,4mC,1,1,73.6,74.5,0.9,Stable,0.77,0.0021501186440166,392.6,Mild,Stable_Mild,Other,Stable
SC_RS28650,SCO5293,styrene monooxygenase/indole monooxygenase family protein,4mC,2,2,84.3,81.9,-2.4,Stable,0.85,1.426118821774799e-06,1162.9,Mild,Stable_Mild,Other,Stable
SC_RS29030,SCO5370,F0F1 ATP synthase subunit delta,4mC,1,1,89.5,92.3,2.8,Stable,-2.04,1.0728438035014947e-16,12064.3,Down,Stable_Down,Other,Stable
SC_RS29345,SCO5432,hypothetical protein,6mA,0,1,0.0,54.8,54.8,Gained,1.2,1.0302455550389695e-05,73.9,Up,Gained_Up,Positive,Gained
SC_RS29545,SCO5472,glycine cleavage system aminomethyltransferase GcvT,6mA,1,0,56.6,0.0,-56.6,Lost,-1.16,5.525458342260256e-07,1413.5,Down,Lost_Down,Positive,Lost
SC_RS29550,SCO5473,AAA family ATPase,6mA,1,0,56.6,0.0,-56.6,Lost,-1.31,1.0054629507682401e-07,631.9,Down,Lost_Down,Positive,Lost
SC_RS29555,SCO5474,enhanced serine sensitivity protein SseB,4mC,2,1,90.2,91.7,1.5,Stable,-2.28,1.29008414597488e-27,494.6,Down,Stable_Down,Other,Stable
SC_RS29575,SCO5478,ABC transporter permease,6mA,1,1,64.0,63.6,-0.4,Stable,-0.83,0.0005161513655329,2854.1,Mild,Stable_Mild,Other,Stable
SC_RS29615,SCO5486,cysteine desulfurase family protein,4mC,1,1,94.1,96.5,2.4,Stable,-1.49,2.590911932601041e-19,410.5,Down,Stable_Down,Other,Stable
SC_RS29655,SCO5494,NAD-dependent DNA ligase LigA,4mC,1,1,82.5,82.1,-0.3,Stable,-1.72,1.6577247525850806e-22,1186.7,Down,Stable_Down,Other,Stable
SC_RS29680,SCO5499,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA,4mC,1,1,92.2,75.5,-16.8,Decreased,-1.56,4.2522299073201654e-15,2985.0,Down,Decreased_Down,Positive,Decreased
SC_RS29740,SCO5511,putative bifunctional diguanylate cyclase/phosphodiesterase,6mA,1,1,56.3,60.7,4.4,Stable,5.32,1.1054531476993804e-121,3561.4,Up,Stable_Up,Other,Stable
SC_RS29770,SCO5517,TetR/AcrR family transcriptional regulator,4mC,0,1,0.0,70.5,70.5,Gained,-1.26,1.182971561813807e-12,208.4,Down,Gained_Down,Negative,Gained
SC_RS29785,SCO5520,L-glutamate gamma-semialdehyde dehydrogenase,4mC,1,1,87.6,88.3,0.7,Stable,-1.2,1.959971031647586e-06,7529.4,Down,Stable_Down,Other,Stable
SC_RS29885,SCO5540,nitrate- and nitrite sensing domain-containing protein,6mA,1,0,62.4,0.0,-62.4,Lost,-1.48,1.349846974541178e-12,4053.0,Down,Lost_Down,Positive,Lost
SC_RS29900,SCO5543,roadblock/LC7 domain-containing protein,6mA,1,0,56.6,0.0,-56.6,Lost,-0.95,3.0992079778042344e-05,896.8,Mild,Lost_Mild,Other,Lost
SC_RS30010,SCO5559,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,6mA,1,0,54.4,0.0,-54.4,Lost,-0.52,0.0038357802403042,402.5,Mild,Lost_Mild,Other,Lost
SC_RS30035,SCO5564,50S ribosomal protein L28,4mC,1,1,80.9,85.6,4.6,Stable,-1.95,1.9973072980864304e-16,3146.4,Down,Stable_Down,Other,Stable
SC_RS30140,SCO5584,P-II family nitrogen regulator,4mC,1,1,79.7,87.3,7.6,Stable,-0.58,0.0394908387721756,61.1,Mild,Stable_Mild,Other,Stable
SC_RS30175,SCO5591,30S ribosomal protein S16,6mA,1,1,80.3,74.1,-6.2,Stable,-2.22,5.288022964978577e-19,8819.4,Down,Stable_Down,Other,Stable
SC_RS30270,,hypothetical protein,4mC,1,1,97.0,90.2,-6.8,Stable,1.79,5.580750277918251e-10,107.5,Up,Stable_Up,Other,Stable
SC_RS30350,SCO5625,translation elongation factor Ts,6mA,1,1,59.1,62.3,3.2,Stable,-1.91,1.885889715721266e-16,6489.9,Down,Stable_Down,Other,Stable
SC_RS30370,SCO5629,FxSxx-COOH system tetratricopeptide repeat protein,6mA,1,1,59.6,54.9,-4.7,Stable,2.65,5.695406080702799e-50,343.4,Up,Stable_Up,Other,Stable
SC_RS30370,SCO5629,FxSxx-COOH system tetratricopeptide repeat protein,4mC,1,1,85.8,97.1,11.3,Increased,2.65,5.695406080702799e-50,343.4,Up,Increased_Up,Positive,Increased
SC_RS30415,SCO5639,TIR domain-containing protein,4mC,1,1,81.5,85.1,3.6,Stable,-1.37,0.0005329896831708,26.3,Down,Stable_Down,Other,Stable
SC_RS30440,SCO5645,23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN,6mA,1,1,72.4,62.9,-9.5,Stable,-0.7,4.080414924566856e-05,1054.9,Mild,Stable_Mild,Other,Stable
SC_RS30440,SCO5645,23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN,4mC,1,1,76.4,89.3,12.9,Increased,-0.7,4.080414924566856e-05,1054.9,Mild,Increased_Mild,Other,Increased
SC_RS30720,SCO5701,ferritin-like domain-containing protein,4mC,0,1,0.0,70.5,70.5,Gained,-2.8,7.411519683179426e-25,155.0,Down,Gained_Down,Negative,Gained
SC_RS30775,SCO5712,ABC transporter ATP-binding protein,6mA,1,1,62.0,65.7,3.7,Stable,-1.93,1.8014512383320656e-07,60.4,Down,Stable_Down,Other,Stable
SC_RS30830,SCO5723,DUF397 domain-containing protein,4mC,1,0,60.2,0.0,-60.2,Lost,1.43,7.047260698184701e-10,1063.7,Up,Lost_Up,Negative,Lost
SC_RS30940,SCOr16,,4mC,0,1,0.0,71.9,71.9,Gained,0.54,0.038544777473803,121.2,Mild,Gained_Mild,Other,Gained
SC_RS31035,SCO5761,ATP-dependent helicase,6mA,1,1,60.2,69.9,9.8,Stable,-1.99,2.3949034296234791e-32,597.2,Down,Stable_Down,Other,Stable
SC_RS31095,SCO5772,cupin domain-containing protein,6mA,1,1,65.3,84.0,18.7,Increased,2.79,1.7725797614258831e-31,336.1,Up,Increased_Up,Positive,Increased
SC_RS31215,SCO5795,M1 family metallopeptidase,4mC,1,1,93.8,89.4,-4.4,Stable,-0.83,0.0217597375677239,63.0,Mild,Stable_Mild,Other,Stable
SC_RS31225,SCO5797,trypsin-like serine peptidase,4mC,1,0,60.8,0.0,-60.8,Lost,-1.15,1.4995294156813582e-05,964.2,Down,Lost_Down,Positive,Lost
SC_RS31350,,DUF7455 domain-containing protein,4mC,1,1,63.3,69.3,6.0,Stable,1.59,1.3171644167212312e-12,7002.5,Up,Stable_Up,Other,Stable
SC_RS31360,SCO5823,DUF1453 family protein,4mC,1,1,64.4,62.1,-2.3,Stable,-2.68,5.3355051834345284e-08,40.8,Down,Stable_Down,Other,Stable
SC_RS31380,SCO5827,solute symporter family protein,6mA,0,1,0.0,54.1,54.1,Gained,6.75,1.1522480665657204e-173,1973.3,Up,Gained_Up,Positive,Gained
SC_RS31585,SCO5868,dUTP diphosphatase,4mC,1,1,92.4,85.2,-7.3,Stable,-0.6,0.0091797351232444,1078.7,Mild,Stable_Mild,Other,Stable
SC_RS31730,SCO5897,aromatic ring-hydroxylating oxygenase subunit alpha,4mC,0,1,0.0,71.5,71.5,Gained,2.6,3.1333684709340684e-22,915.0,Up,Gained_Up,Positive,Gained
SC_RS31830,,hypothetical protein,6mA,1,1,70.6,63.1,-7.6,Stable,1.16,1.0553276706726162e-06,134.1,Up,Stable_Up,Other,Stable
SC_RS32020,SCO5955,hypothetical protein,6mA,1,1,72.0,58.8,-13.2,Decreased,0.53,0.0409522368609505,195.7,Mild,Decreased_Mild,Other,Decreased
SC_RS32025,SCO5956,TetR/AcrR family transcriptional regulator,6mA,1,1,72.0,58.8,-13.2,Decreased,-2.09,5.888344612414325e-11,64.3,Down,Decreased_Down,Positive,Decreased
SC_RS32070,SCO5965,DUF7144 family membrane protein,4mC,1,1,84.8,86.4,1.5,Stable,1.73,0.0043374997957965,19.6,Up,Stable_Up,Other,Stable
SC_RS32175,SCO5986,alpha/beta fold hydrolase,4mC,1,0,90.3,0.0,-90.3,Lost,0.68,0.0272542662915611,115.8,Mild,Lost_Mild,Other,Lost
SC_RS32330,SCO6019,PLL family lectin,4mC,0,1,0.0,90.6,90.6,Gained,-3.66,7.280974464883806e-96,863.1,Down,Gained_Down,Negative,Gained
SC_RS32410,SCO6035,type III PLP-dependent enzyme,4mC,1,1,86.1,96.1,10.0,Increased,1.55,0.003708497371732,30.3,Up,Increased_Up,Positive,Increased
SC_RS32440,SCO6040,DUF4349 domain-containing protein,6mA,1,0,61.5,0.0,-61.5,Lost,-1.19,1.1742619347402644e-05,63.3,Down,Lost_Down,Positive,Lost
