gene_id	old_locus_tag	gene_name	product	regulator_name	regulator_type	known_name	is_known	corr_act	corr_red	corr_cda	corr_cpk	abs_corr_act	abs_corr_red	abs_corr_cda	abs_corr_cpk	n_high_corr	mean_abs_corr
SC_RS03185	SCO0253	NA	TetR/AcrR family transcriptional regulator C-terminal domain-containing protein	NA	NA	NA	FALSE	-0.776929392398516	-0.7212287340345517	-0.5653968554079953	-0.387053829658224	0.776929392398516	0.7212287340345517	0.5653968554079953	0.387053829658224	0	0.6126522028748218
SC_RS03195	SCO0255	NA	sigma-54-dependent Fis family transcriptional regulator	NA	NA	NA	FALSE	0.7423559676003565	0.39138349941229417	0.11107472180777511	-0.1380273322776893	0.7423559676003565	0.39138349941229417	0.11107472180777511	0.1380273322776893	0	0.3457103802745288
SC_RS03230	SCO0262	NA	LysR family transcriptional regulator	NA	NA	NA	FALSE	0.04848256800211278	0.44093341503023603	0.5090257356494869	0.571042910193369	0.04848256800211278	0.44093341503023603	0.5090257356494869	0.571042910193369	0	0.39237115721880117
SC_RS03240	SCO0264	NA	MarR family winged helix-turn-helix transcriptional regulator	NA	NA	NA	FALSE	-0.05683043037147048	0.5455052497138325	0.7670305068153086	0.8928842476252737	0.05683043037147048	0.5455052497138325	0.7670305068153086	0.8928842476252737	0	0.5655626086314713
SC_RS03295	SCO0275	NA	ROK family transcriptional regulator	NA	NA	NA	FALSE	0.11557324454997311	-0.3613917407494549	-0.5694495492668764	-0.6989979088075878	0.11557324454997311	0.3613917407494549	0.5694495492668764	0.6989979088075878	0	0.43635311084347306
SC_RS03330	SCO0282	NA	DeoR/GlpR family DNA-binding transcription regulator	NA	NA	NA	FALSE	-0.9128400442876342	-0.5995515692661653	-0.2977747095984227	-0.07412346334432404	0.9128400442876342	0.5995515692661653	0.2977747095984227	0.07412346334432404	1	0.4710724466241365
SC_RS03355	SCO0287	NA	AraC-like ligand-binding domain-containing protein	NA	NA	NA	FALSE	0.20553403169097095	0.48061468634369614	0.6085192579303882	0.5660623073226673	0.20553403169097095	0.48061468634369614	0.6085192579303882	0.5660623073226673	0	0.4651825708219306
SC_RS03365	SCO0289	NA	LacI family DNA-binding transcriptional regulator	NA	NA	NA	FALSE	-0.22095587253262985	-0.7620783742032201	-0.9242032983024993	-0.9570396223654275	0.22095587253262985	0.7620783742032201	0.9242032983024993	0.9570396223654275	2	0.7160692918509441
SC_RS03400	SCO0296	NA	TetR/AcrR family transcriptional regulator	NA	NA	NA	FALSE	-0.25987568651345344	-0.7438923790051922	-0.8339944022167172	-0.8550617177747654	0.25987568651345344	0.7438923790051922	0.8339944022167172	0.8550617177747654	0	0.673206046377532
SC_RS03410	SCO0298	NA	LysR family transcriptional regulator	NA	NA	NA	FALSE	-0.12102029189889008	0.5271960474337792	0.7844327589133337	0.9216268831245711	0.12102029189889008	0.5271960474337792	0.7844327589133337	0.9216268831245711	1	0.5885689953426435
