angle	subset	pair	motif	window	metric	n	rho	p	sig	sign	n_pos	n_neg	mean_diff
5b_partialcorr_absT1	all	T3vsT2	all_4mC	500	partial_count_T1~LFC | core/arm	57	0.047889555301921787	0.7235254134785475	False	1			
5a_partialcorr_dcount	all	T3vsT2	all_4mC	1000	partial_dcount~LFC | core/arm	57	-0.025337586088978056	0.8515928115700783	False	-1			
5b_partialcorr_absT1	all	T3vsT2	all_4mC	1000	partial_count_T1~LFC | core/arm	57	-0.0013626628928915755	0.9919734529559483	False	-1			
5a_partialcorr_dcount	all	T3vsT2	all_4mC	2000	partial_dcount~LFC | core/arm	57	0.009207286913390088	0.9458056516411717	False	1			
5b_partialcorr_absT1	all	T3vsT2	all_4mC	2000	partial_count_T1~LFC | core/arm	57	-0.01578463099534147	0.9072258831380705	False	-1			
5a_partialcorr_dcount	all	T3vsT2	GCCGGC_4mC	100	partial_dcount~LFC | core/arm	57	0.21312390130925057	0.11144091168598338	False	1			
5b_partialcorr_absT1	all	T3vsT2	GCCGGC_4mC	100	partial_count_T1~LFC | core/arm	57	0.22631295483264402	0.09049116152549261	False	1			
5a_partialcorr_dcount	all	T3vsT2	GCCGGC_4mC	200	partial_dcount~LFC | core/arm	57	0.03028657637522847	0.8230342828342716	False	1			
5b_partialcorr_absT1	all	T3vsT2	GCCGGC_4mC	200	partial_count_T1~LFC | core/arm	57	0.0901504455502667	0.5048347418066198	False	1			
5a_partialcorr_dcount	all	T3vsT2	GCCGGC_4mC	293	partial_dcount~LFC | core/arm	57	-0.08520247370549089	0.5285893858318775	False	-1			
5b_partialcorr_absT1	all	T3vsT2	GCCGGC_4mC	293	partial_count_T1~LFC | core/arm	57	0.12618319426513708	0.3496326669639704	False	1			
5a_partialcorr_dcount	all	T3vsT2	GCCGGC_4mC	500	partial_dcount~LFC | core/arm	57	-0.08520247370549089	0.5285893858318775	False	-1			
5b_partialcorr_absT1	all	T3vsT2	GCCGGC_4mC	500	partial_count_T1~LFC | core/arm	57	0.1241608293772161	0.35747162501298313	False	1			
5a_partialcorr_dcount	all	T3vsT2	GCCGGC_4mC	1000	partial_dcount~LFC | core/arm	57	0.028899984495368465	0.8310144308518406	False	1			
5b_partialcorr_absT1	all	T3vsT2	GCCGGC_4mC	1000	partial_count_T1~LFC | core/arm	57	-0.005524763505974799	0.967465505862346	False	-1			
5a_partialcorr_dcount	all	T3vsT2	GCCGGC_4mC	2000	partial_dcount~LFC | core/arm	57	0.030305101905769002	0.822927782729127	False	1			
5b_partialcorr_absT1	all	T3vsT2	GCCGGC_4mC	2000	partial_count_T1~LFC | core/arm	57	-0.003476196854793716	0.9795258700246723	False	-1			
5a_partialcorr_dcount	all	T3vsT2	all_6mA	100	partial_dcount~LFC | core/arm	57	0.13882082677516455	0.30307974061390053	False	1			
5b_partialcorr_absT1	all	T3vsT2	all_6mA	100	partial_count_T1~LFC | core/arm	57	0.054827207581007883	0.685425564621775	False	1			
5a_partialcorr_dcount	all	T3vsT2	all_6mA	200	partial_dcount~LFC | core/arm	57	0.056147427564131824	0.6782591177504135	False	1			
5b_partialcorr_absT1	all	T3vsT2	all_6mA	200	partial_count_T1~LFC | core/arm	57	0.1282057047099374	0.3419001547378615	False	1			
5a_partialcorr_dcount	all	T3vsT2	all_6mA	293	partial_dcount~LFC | core/arm	57	0.0762397660397356	0.5729808518421075	False	1			
5b_partialcorr_absT1	all	T3vsT2	all_6mA	293	partial_count_T1~LFC | core/arm	57	0.16607833503608257	0.21694933095729274	False	1			
5a_partialcorr_dcount	all	T3vsT2	all_6mA	500	partial_dcount~LFC | core/arm	57	0.05430637503677014	0.688260390313876	False	1			
5b_partialcorr_absT1	all	T3vsT2	all_6mA	500	partial_count_T1~LFC | core/arm	57	0.16941509595700208	0.20772386437621737	False	1			
5a_partialcorr_dcount	all	T3vsT2	all_6mA	1000	partial_dcount~LFC | core/arm	57	0.013620278458759169	0.9199019047079559	False	1			
5b_partialcorr_absT1	all	T3vsT2	all_6mA	1000	partial_count_T1~LFC | core/arm	57	0.20999529113650664	0.11691768007234275	False	1			
5a_partialcorr_dcount	all	T3vsT2	all_6mA	2000	partial_dcount~LFC | core/arm	57	0.010606409647256954	0.9375856519750483	False	1			
5b_partialcorr_absT1	all	T3vsT2	all_6mA	2000	partial_count_T1~LFC | core/arm	57	0.22935140262446724	0.08613243333673201	False	1			
5a_partialcorr_dcount	all	T3vsT2	AAGCCCG_6mA	100	partial_dcount~LFC | core/arm	57	3.0531133177191805e-16	0.999999999999996	False	1			
5b_partialcorr_absT1	all	T3vsT2	AAGCCCG_6mA	100	partial_count_T1~LFC | core/arm	57	3.0531133177191805e-16	0.999999999999996	False	1			
5a_partialcorr_dcount	all	T3vsT2	AAGCCCG_6mA	200	partial_dcount~LFC | core/arm	57	-0.0855019427939151	0.5271361005277976	False	-1			
5b_partialcorr_absT1	all	T3vsT2	AAGCCCG_6mA	200	partial_count_T1~LFC | core/arm	57	0.0855019427939151	0.5271361005277976	False	1			
5a_partialcorr_dcount	all	T3vsT2	AAGCCCG_6mA	293	partial_dcount~LFC | core/arm	57	-0.0855019427939151	0.5271361005277976	False	-1			
5b_partialcorr_absT1	all	T3vsT2	AAGCCCG_6mA	293	partial_count_T1~LFC | core/arm	57	0.22425570040253565	0.09353900162068118	False	1			
5a_partialcorr_dcount	all	T3vsT2	AAGCCCG_6mA	500	partial_dcount~LFC | core/arm	57	-0.0855019427939151	0.5271361005277976	False	-1			
5b_partialcorr_absT1	all	T3vsT2	AAGCCCG_6mA	500	partial_count_T1~LFC | core/arm	57	0.22425570040253565	0.09353900162068118	False	1			
5a_partialcorr_dcount	all	T3vsT2	AAGCCCG_6mA	1000	partial_dcount~LFC | core/arm	57	-0.0855019427939151	0.5271361005277976	False	-1			
5b_partialcorr_absT1	all	T3vsT2	AAGCCCG_6mA	1000	partial_count_T1~LFC | core/arm	57	0.22425570040253565	0.09353900162068118	False	1			
5a_partialcorr_dcount	all	T3vsT2	AAGCCCG_6mA	2000	partial_dcount~LFC | core/arm	57	-0.07877147000259126	0.5602688826492154	False	-1			
5b_partialcorr_absT1	all	T3vsT2	AAGCCCG_6mA	2000	partial_count_T1~LFC | core/arm	57	0.355464475302966	0.00665798823874775	True	1			
6_strata_T1count	highdens(>=3)	T2vsT1	all	100	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T2vsT1	all	100	dcount~LFC	9	-0.6062177826491071	0.08353252538332553	False	-1			
6_strata_T1count	highdens(>=3)	T2vsT1	all	200	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T2vsT1	all	200	dcount~LFC	20	-0.487568687922557	0.029208303686964546	True	-1			
6_strata_T1count	highdens(>=3)	T2vsT1	all	293	dcount~LFC	2			False				
6_strata_T1count	lowdens(1-2)	T2vsT1	all	293	dcount~LFC	29	-0.2911987815277268	0.12537263119852668	False	-1			
6_strata_T1count	highdens(>=3)	T2vsT1	all	500	dcount~LFC	2			False				
6_strata_T1count	lowdens(1-2)	T2vsT1	all	500	dcount~LFC	31	-0.13399655268764094	0.47235460280074154	False	-1			
6_strata_T1count	highdens(>=3)	T2vsT1	all	1000	dcount~LFC	5			False				
6_strata_T1count	lowdens(1-2)	T2vsT1	all	1000	dcount~LFC	34	0.03375751765791206	0.8496776944596393	False	1			
6_strata_T1count	highdens(>=3)	T2vsT1	all	2000	dcount~LFC	18	0.36035362715075264	0.14183865075917837	False	1			
6_strata_T1count	lowdens(1-2)	T2vsT1	all	2000	dcount~LFC	26	0.13966198840996696	0.4962118348038705	False	1			
6_strata_T1count	highdens(>=3)	T2vsT1	all_4mC	100	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T2vsT1	all_4mC	100	dcount~LFC	3			False				
6_strata_T1count	highdens(>=3)	T2vsT1	all_4mC	200	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T2vsT1	all_4mC	200	dcount~LFC	10	-0.2335496832484569	0.5160766337811763	False	-1			
6_strata_T1count	highdens(>=3)	T2vsT1	all_4mC	293	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T2vsT1	all_4mC	293	dcount~LFC	13	-0.28419928002940253	0.34667745824304474	False	-1			
6_strata_T1count	highdens(>=3)	T2vsT1	all_4mC	500	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T2vsT1	all_4mC	500	dcount~LFC	15	-0.16137430609197573	0.5655847292606457	False	-1			
6_strata_T1count	highdens(>=3)	T2vsT1	all_4mC	1000	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T2vsT1	all_4mC	1000	dcount~LFC	21	0.05228869856160021	0.8219031365150514	False	1			
6_strata_T1count	highdens(>=3)	T2vsT1	all_4mC	2000	dcount~LFC	7			False				
6_strata_T1count	lowdens(1-2)	T2vsT1	all_4mC	2000	dcount~LFC	21	0.12412203860121468	0.5919241973557997	False	1			
6_strata_T1count	highdens(>=3)	T2vsT1	GCCGGC_4mC	100	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T2vsT1	GCCGGC_4mC	100	dcount~LFC	1			False				
6_strata_T1count	highdens(>=3)	T2vsT1	GCCGGC_4mC	200	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T2vsT1	GCCGGC_4mC	200	dcount~LFC	4			False				
6_strata_T1count	highdens(>=3)	T2vsT1	GCCGGC_4mC	293	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T2vsT1	GCCGGC_4mC	293	dcount~LFC	6			False				
6_strata_T1count	highdens(>=3)	T2vsT1	GCCGGC_4mC	500	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T2vsT1	GCCGGC_4mC	500	dcount~LFC	8			False				
6_strata_T1count	highdens(>=3)	T2vsT1	GCCGGC_4mC	1000	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T2vsT1	GCCGGC_4mC	1000	dcount~LFC	13	0.3086066999241838	0.3049372317414359	False	1			
6_strata_T1count	highdens(>=3)	T2vsT1	GCCGGC_4mC	2000	dcount~LFC	4			False				
6_strata_T1count	lowdens(1-2)	T2vsT1	GCCGGC_4mC	2000	dcount~LFC	18	0.07082005278281703	0.7800578001990548	False	1			
6_strata_T1count	highdens(>=3)	T2vsT1	all_6mA	100	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T2vsT1	all_6mA	100	dcount~LFC	8	-0.6546536707079772	0.07814074941121586	False	-1			
6_strata_T1count	highdens(>=3)	T2vsT1	all_6mA	200	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T2vsT1	all_6mA	200	dcount~LFC	14	-0.5233873397884123	0.05477144584708896	False	-1			
6_strata_T1count	highdens(>=3)	T2vsT1	all_6mA	293	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T2vsT1	all_6mA	293	dcount~LFC	25	-0.27255405754769874	0.1874631149961734	False	-1			
6_strata_T1count	highdens(>=3)	T2vsT1	all_6mA	500	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T2vsT1	all_6mA	500	dcount~LFC	27	-0.13954105046839232	0.4875725108789759	False	-1			
6_strata_T1count	highdens(>=3)	T2vsT1	all_6mA	1000	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T2vsT1	all_6mA	1000	dcount~LFC	32	-0.11059217751183713	0.5467970057268398	False	-1			
6_strata_T1count	highdens(>=3)	T2vsT1	all_6mA	2000	dcount~LFC	7			False				
6_strata_T1count	lowdens(1-2)	T2vsT1	all_6mA	2000	dcount~LFC	28	-0.001729438733508494	0.9930312988497678	False	-1			
6_strata_T1count	highdens(>=3)	T2vsT1	AAGCCCG_6mA	100	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T2vsT1	AAGCCCG_6mA	100	dcount~LFC	0			False				
6_strata_T1count	highdens(>=3)	T2vsT1	AAGCCCG_6mA	200	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T2vsT1	AAGCCCG_6mA	200	dcount~LFC	1			False				
6_strata_T1count	highdens(>=3)	T2vsT1	AAGCCCG_6mA	293	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T2vsT1	AAGCCCG_6mA	293	dcount~LFC	2			False				
6_strata_T1count	highdens(>=3)	T2vsT1	AAGCCCG_6mA	500	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T2vsT1	AAGCCCG_6mA	500	dcount~LFC	2			False				
6_strata_T1count	highdens(>=3)	T2vsT1	AAGCCCG_6mA	1000	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T2vsT1	AAGCCCG_6mA	1000	dcount~LFC	2			False				
6_strata_T1count	highdens(>=3)	T2vsT1	AAGCCCG_6mA	2000	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T2vsT1	AAGCCCG_6mA	2000	dcount~LFC	7			False				
6_strata_T1count	highdens(>=3)	T3vsT1	all	100	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T3vsT1	all	100	dcount~LFC	9	0.10350983390135313	0.7910051864396367	False	1			
6_strata_T1count	highdens(>=3)	T3vsT1	all	200	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T3vsT1	all	200	dcount~LFC	20	0.03744362625915369	0.8754615449041233	False	1			
6_strata_T1count	highdens(>=3)	T3vsT1	all	293	dcount~LFC	2			False				
6_strata_T1count	lowdens(1-2)	T3vsT1	all	293	dcount~LFC	29	-0.10385221711877074	0.5918796182297444	False	-1			
6_strata_T1count	highdens(>=3)	T3vsT1	all	500	dcount~LFC	2			False				
6_strata_T1count	lowdens(1-2)	T3vsT1	all	500	dcount~LFC	31	0.05949743076893017	0.7505332810691994	False	1			
6_strata_T1count	highdens(>=3)	T3vsT1	all	1000	dcount~LFC	5			False				
6_strata_T1count	lowdens(1-2)	T3vsT1	all	1000	dcount~LFC	34	0.2090974005790982	0.23530394447612357	False	1			
6_strata_T1count	highdens(>=3)	T3vsT1	all	2000	dcount~LFC	18	0.1825541359928633	0.46842996924925856	False	1			
6_strata_T1count	lowdens(1-2)	T3vsT1	all	2000	dcount~LFC	26	0.19083903973427005	0.35037800776315425	False	1			
6_strata_T1count	highdens(>=3)	T3vsT1	all_4mC	100	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T3vsT1	all_4mC	100	dcount~LFC	3			False				
6_strata_T1count	highdens(>=3)	T3vsT1	all_4mC	200	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T3vsT1	all_4mC	200	dcount~LFC	10	0.4178554470186724	0.22951410747271428	False	1			
6_strata_T1count	highdens(>=3)	T3vsT1	all_4mC	293	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T3vsT1	all_4mC	293	dcount~LFC	13	-0.1336306209562122	0.663398773570827	False	-1			
6_strata_T1count	highdens(>=3)	T3vsT1	all_4mC	500	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T3vsT1	all_4mC	500	dcount~LFC	15	0.0629940788348712	0.8235125923431177	False	1			
6_strata_T1count	highdens(>=3)	T3vsT1	all_4mC	1000	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T3vsT1	all_4mC	1000	dcount~LFC	21	0.25010820169301234	0.2741948783872043	False	1			
6_strata_T1count	highdens(>=3)	T3vsT1	all_4mC	2000	dcount~LFC	7			False				
6_strata_T1count	lowdens(1-2)	T3vsT1	all_4mC	2000	dcount~LFC	21	0.15989792478701634	0.4887167787643253	False	1			
6_strata_T1count	highdens(>=3)	T3vsT1	GCCGGC_4mC	100	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T3vsT1	GCCGGC_4mC	100	dcount~LFC	1			False				
6_strata_T1count	highdens(>=3)	T3vsT1	GCCGGC_4mC	200	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T3vsT1	GCCGGC_4mC	200	dcount~LFC	4			False				
6_strata_T1count	highdens(>=3)	T3vsT1	GCCGGC_4mC	293	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T3vsT1	GCCGGC_4mC	293	dcount~LFC	6			False				
6_strata_T1count	highdens(>=3)	T3vsT1	GCCGGC_4mC	500	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T3vsT1	GCCGGC_4mC	500	dcount~LFC	8	-0.25197631533948484	0.5471616124270273	False	-1			
6_strata_T1count	highdens(>=3)	T3vsT1	GCCGGC_4mC	1000	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T3vsT1	GCCGGC_4mC	1000	dcount~LFC	13	0.17817416127494956	0.5603119570238269	False	1			
6_strata_T1count	highdens(>=3)	T3vsT1	GCCGGC_4mC	2000	dcount~LFC	4			False				
6_strata_T1count	lowdens(1-2)	T3vsT1	GCCGGC_4mC	2000	dcount~LFC	18	0.15539822010288762	0.5380753827656193	False	1			
6_strata_T1count	highdens(>=3)	T3vsT1	all_6mA	100	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T3vsT1	all_6mA	100	dcount~LFC	8	-0.8451542547285167	0.008237354145108082	True	-1			
6_strata_T1count	highdens(>=3)	T3vsT1	all_6mA	200	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T3vsT1	all_6mA	200	dcount~LFC	14	-0.5148939767269116	0.05955431008044964	False	-1			
6_strata_T1count	highdens(>=3)	T3vsT1	all_6mA	293	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T3vsT1	all_6mA	293	dcount~LFC	25	-0.15171490496005952	0.4690992694957588	False	-1			
6_strata_T1count	highdens(>=3)	T3vsT1	all_6mA	500	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T3vsT1	all_6mA	500	dcount~LFC	27	-0.07426724338597562	0.712759501991049	False	-1			
6_strata_T1count	highdens(>=3)	T3vsT1	all_6mA	1000	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T3vsT1	all_6mA	1000	dcount~LFC	32	-0.08174095071872507	0.6565038138544083	False	-1			
6_strata_T1count	highdens(>=3)	T3vsT1	all_6mA	2000	dcount~LFC	7			False				
6_strata_T1count	lowdens(1-2)	T3vsT1	all_6mA	2000	dcount~LFC	28	-0.17589619007048493	0.3706111853728825	False	-1			
6_strata_T1count	highdens(>=3)	T3vsT1	AAGCCCG_6mA	100	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T3vsT1	AAGCCCG_6mA	100	dcount~LFC	0			False				
6_strata_T1count	highdens(>=3)	T3vsT1	AAGCCCG_6mA	200	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T3vsT1	AAGCCCG_6mA	200	dcount~LFC	1			False				
6_strata_T1count	highdens(>=3)	T3vsT1	AAGCCCG_6mA	293	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T3vsT1	AAGCCCG_6mA	293	dcount~LFC	2			False				
6_strata_T1count	highdens(>=3)	T3vsT1	AAGCCCG_6mA	500	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T3vsT1	AAGCCCG_6mA	500	dcount~LFC	2			False				
6_strata_T1count	highdens(>=3)	T3vsT1	AAGCCCG_6mA	1000	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T3vsT1	AAGCCCG_6mA	1000	dcount~LFC	2			False				
6_strata_T1count	highdens(>=3)	T3vsT1	AAGCCCG_6mA	2000	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T3vsT1	AAGCCCG_6mA	2000	dcount~LFC	7			False				
6_strata_T1count	highdens(>=3)	T3vsT2	all	100	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T3vsT2	all	100	dcount~LFC	9	0.18257418583505536	0.6382401514757153	False	1			
6_strata_T1count	highdens(>=3)	T3vsT2	all	200	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T3vsT2	all	200	dcount~LFC	20	0.05254142919616627	0.8258758187169694	False	1			
6_strata_T1count	highdens(>=3)	T3vsT2	all	293	dcount~LFC	2			False				
6_strata_T1count	lowdens(1-2)	T3vsT2	all	293	dcount~LFC	29	-0.1798600647849081	0.3505021948758858	False	-1			
6_strata_T1count	highdens(>=3)	T3vsT2	all	500	dcount~LFC	2			False				
6_strata_T1count	lowdens(1-2)	T3vsT2	all	500	dcount~LFC	31	-0.1384271609385158	0.4576973499690711	False	-1			
6_strata_T1count	highdens(>=3)	T3vsT2	all	1000	dcount~LFC	5			False				
6_strata_T1count	lowdens(1-2)	T3vsT2	all	1000	dcount~LFC	34	-0.03862800374365069	0.828291001726075	False	-1			
6_strata_T1count	highdens(>=3)	T3vsT2	all	2000	dcount~LFC	18	-0.002174507877404377	0.9931675762664662	False	-1			
6_strata_T1count	lowdens(1-2)	T3vsT2	all	2000	dcount~LFC	26	-0.036740657731198716	0.8585757644087015	False	-1			
6_strata_T1count	highdens(>=3)	T3vsT2	all_4mC	100	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T3vsT2	all_4mC	100	dcount~LFC	3			False				
6_strata_T1count	highdens(>=3)	T3vsT2	all_4mC	200	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T3vsT2	all_4mC	200	dcount~LFC	10	-0.11396057645963792	0.7539236059777022	False	-1			
6_strata_T1count	highdens(>=3)	T3vsT2	all_4mC	293	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T3vsT2	all_4mC	293	dcount~LFC	13	-0.38596933035193864	0.1927134006644971	False	-1			
6_strata_T1count	highdens(>=3)	T3vsT2	all_4mC	500	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T3vsT2	all_4mC	500	dcount~LFC	15	-0.30988989340045603	0.26100051633851146	False	-1			
6_strata_T1count	highdens(>=3)	T3vsT2	all_4mC	1000	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T3vsT2	all_4mC	1000	dcount~LFC	21	-0.13241022442571243	0.5672177682666413	False	-1			
6_strata_T1count	highdens(>=3)	T3vsT2	all_4mC	2000	dcount~LFC	7			False				
6_strata_T1count	lowdens(1-2)	T3vsT2	all_4mC	2000	dcount~LFC	21	-0.21510931585697263	0.3490567008024061	False	-1			
6_strata_T1count	highdens(>=3)	T3vsT2	GCCGGC_4mC	100	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T3vsT2	GCCGGC_4mC	100	dcount~LFC	1			False				
6_strata_T1count	highdens(>=3)	T3vsT2	GCCGGC_4mC	200	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T3vsT2	GCCGGC_4mC	200	dcount~LFC	4			False				
6_strata_T1count	highdens(>=3)	T3vsT2	GCCGGC_4mC	293	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T3vsT2	GCCGGC_4mC	293	dcount~LFC	6			False				
6_strata_T1count	highdens(>=3)	T3vsT2	GCCGGC_4mC	500	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T3vsT2	GCCGGC_4mC	500	dcount~LFC	8	-0.12598815766974242	0.7662600657593477	False	-1			
6_strata_T1count	highdens(>=3)	T3vsT2	GCCGGC_4mC	1000	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T3vsT2	GCCGGC_4mC	1000	dcount~LFC	13	0.1267731382092775	0.6798244255755775	False	1			
6_strata_T1count	highdens(>=3)	T3vsT2	GCCGGC_4mC	2000	dcount~LFC	4			False				
6_strata_T1count	lowdens(1-2)	T3vsT2	GCCGGC_4mC	2000	dcount~LFC	18	-0.03171400400504931	0.9005851832969195	False	-1			
6_strata_T1count	highdens(>=3)	T3vsT2	all_6mA	100	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T3vsT2	all_6mA	100	dcount~LFC	8	0.08247860988423225	0.8460525238666443	False	1			
6_strata_T1count	highdens(>=3)	T3vsT2	all_6mA	200	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T3vsT2	all_6mA	200	dcount~LFC	14	0.023404271669405074	0.936701707087123	False	1			
6_strata_T1count	highdens(>=3)	T3vsT2	all_6mA	293	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T3vsT2	all_6mA	293	dcount~LFC	25	0.012932392677650653	0.951077394241514	False	1			
6_strata_T1count	highdens(>=3)	T3vsT2	all_6mA	500	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T3vsT2	all_6mA	500	dcount~LFC	27	0.005823804648455101	0.977000488407203	False	1			
6_strata_T1count	highdens(>=3)	T3vsT2	all_6mA	1000	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T3vsT2	all_6mA	1000	dcount~LFC	32	0.04716100382166468	0.7977105386477968	False	1			
6_strata_T1count	highdens(>=3)	T3vsT2	all_6mA	2000	dcount~LFC	7			False				
6_strata_T1count	lowdens(1-2)	T3vsT2	all_6mA	2000	dcount~LFC	28	-0.010321940034053002	0.9584253952698006	False	-1			
6_strata_T1count	highdens(>=3)	T3vsT2	AAGCCCG_6mA	100	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T3vsT2	AAGCCCG_6mA	100	dcount~LFC	0			False				
6_strata_T1count	highdens(>=3)	T3vsT2	AAGCCCG_6mA	200	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T3vsT2	AAGCCCG_6mA	200	dcount~LFC	1			False				
6_strata_T1count	highdens(>=3)	T3vsT2	AAGCCCG_6mA	293	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T3vsT2	AAGCCCG_6mA	293	dcount~LFC	2			False				
6_strata_T1count	highdens(>=3)	T3vsT2	AAGCCCG_6mA	500	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T3vsT2	AAGCCCG_6mA	500	dcount~LFC	2			False				
6_strata_T1count	highdens(>=3)	T3vsT2	AAGCCCG_6mA	1000	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T3vsT2	AAGCCCG_6mA	1000	dcount~LFC	2			False				
6_strata_T1count	highdens(>=3)	T3vsT2	AAGCCCG_6mA	2000	dcount~LFC	0			False				
6_strata_T1count	lowdens(1-2)	T3vsT2	AAGCCCG_6mA	2000	dcount~LFC	7			False				
